pageviews,calls,reservations,business_id,restaurant_type,treatment,hours_opened
612,41,43,2698,chain,control,14
567,36,35,2699,chain,control,11
645,47,47,2700,chain,control,8
650,47,40,2701,chain,control,11
642,36,34,2702,chain,control,9
654,44,33,2703,chain,control,9
594,35,43,2704,chain,control,7
615,44,42,2705,chain,control,10
608,39,36,2706,chain,control,9
626,50,44,2707,chain,control,13
599,40,41,2708,chain,control,10
634,34,41,2709,chain,control,9
644,32,40,2710,chain,control,11
618,37,38,2711,chain,control,11
451,41,42,2712,chain,control,8
647,52,42,2713,chain,control,8
615,48,44,2714,chain,control,6
643,45,45,2715,chain,control,6
690,37,45,2716,chain,control,12
623,30,37,2717,chain,control,13
558,35,44,2718,chain,control,6
581,35,48,2719,chain,control,10
552,38,43,2720,chain,control,11
561,44,43,2721,chain,control,6
593,35,36,2722,chain,control,8
683,50,46,2723,chain,control,6
586,48,53,2724,chain,control,7
626,42,40,2725,chain,control,11
599,37,41,2726,chain,control,10
550,33,31,2727,chain,control,7
542,26,42,2728,chain,control,10
734,49,46,2729,chain,control,11
574,45,40,2730,chain,control,8
523,33,37,2731,chain,control,8
644,42,45,2732,chain,control,8
601,40,47,2733,chain,control,8
647,39,49,2734,chain,control,6
669,42,51,2735,chain,control,10
567,35,36,2736,chain,control,12
487,31,27,2737,chain,control,6
693,37,39,2738,chain,control,13
643,49,47,2739,chain,control,6
606,43,37,2740,chain,control,6
571,43,42,2741,chain,control,12
535,39,32,2742,chain,control,14
590,38,45,2743,chain,control,13
703,46,49,2744,chain,control,7
578,40,46,2745,chain,control,9
531,36,37,2746,chain,control,7
565,35,39,2747,chain,control,14
563,28,38,2748,chain,control,13
605,49,35,2749,chain,control,13
588,43,43,2750,chain,control,12
643,38,44,2751,chain,control,6
648,38,44,2752,chain,control,8
630,31,46,2753,chain,control,13
575,45,34,2754,chain,control,8
503,36,39,2755,chain,control,11
635,49,48,2756,chain,control,12
600,36,36,2757,chain,control,12
600,37,28,2758,chain,control,9
488,33,32,2759,chain,control,9
649,44,34,2760,chain,control,9
630,39,45,2761,chain,control,6
579,36,33,2762,chain,control,10
620,38,42,2763,chain,control,13
473,36,37,2764,chain,control,6
556,33,40,2765,chain,control,8
590,43,44,2766,chain,control,10
562,36,34,2767,chain,control,7
614,39,41,2768,chain,control,10
606,30,44,2769,chain,control,13
571,41,47,2770,chain,control,7
667,45,43,2771,chain,control,10
635,36,45,2772,chain,control,13
543,39,36,2773,chain,control,12
596,45,40,2774,chain,control,7
581,44,40,2775,chain,control,10
585,40,33,2776,chain,control,9
624,40,46,2777,chain,control,13
607,38,35,2778,chain,control,12
578,43,39,2779,chain,control,8
705,39,33,2780,chain,control,11
539,31,42,2781,chain,control,10
555,43,38,2782,chain,control,6
626,37,36,2783,chain,control,10
571,36,36,2784,chain,control,13
597,46,40,2785,chain,control,13
590,42,41,2786,chain,control,8
576,38,34,2787,chain,control,8
651,42,37,2788,chain,control,10
566,31,37,2789,chain,control,12
598,43,40,2790,chain,control,12
535,46,38,2791,chain,control,10
650,37,42,2792,chain,control,9
522,41,39,2793,chain,control,6
579,33,40,2794,chain,control,7
615,36,40,2795,chain,control,12
608,52,43,2796,chain,control,6
600,36,40,2797,chain,control,8
650,44,48,2798,chain,control,9
614,42,42,2799,chain,control,6
650,44,30,2800,chain,control,10
623,39,38,2801,chain,control,14
693,42,46,2802,chain,control,13
589,48,42,2803,chain,control,8
502,42,29,2804,chain,control,10
605,41,45,2805,chain,control,9
550,38,36,2806,chain,control,8
591,43,41,2807,chain,control,7
577,37,38,2808,chain,control,7
537,47,36,2809,chain,control,7
675,39,40,2810,chain,control,13
604,42,44,2811,chain,control,7
602,35,35,2812,chain,control,10
576,44,41,2813,chain,control,8
503,39,41,2814,chain,control,10
608,38,39,2815,chain,control,12
599,40,36,2816,chain,control,11
593,43,28,2817,chain,control,8
632,44,37,2818,chain,control,14
599,42,42,2819,chain,control,13
607,47,45,2820,chain,control,8
628,44,44,2821,chain,control,14
523,31,30,2822,chain,control,6
658,42,38,2823,chain,control,8
609,41,41,2824,chain,control,12
597,37,36,2825,chain,control,13
591,36,36,2826,chain,control,14
629,45,37,2827,chain,control,8
580,40,38,2828,chain,control,9
556,34,40,2829,chain,control,7
544,34,33,2830,chain,control,6
639,35,43,2831,chain,control,11
630,36,37,2832,chain,control,9
605,38,40,2833,chain,control,7
633,56,37,2834,chain,control,14
679,39,39,2835,chain,control,12
684,37,47,2836,chain,control,14
632,43,46,2837,chain,control,11
685,47,39,2838,chain,control,6
498,45,33,2839,chain,control,14
624,40,40,2840,chain,control,7
526,43,39,2841,chain,control,10
672,36,44,2842,chain,control,10
607,34,41,2843,chain,control,10
667,47,42,2844,chain,control,10
582,45,37,2845,chain,control,13
602,37,39,2846,chain,control,12
570,46,43,2847,chain,control,10
608,42,39,2848,chain,control,9
573,42,40,2849,chain,control,6
477,31,38,2850,chain,control,10
589,38,37,2851,chain,control,13
573,41,44,2852,chain,control,9
600,44,45,2853,chain,control,11
635,35,45,2854,chain,control,8
621,35,38,2855,chain,control,7
605,44,44,2856,chain,control,12
523,35,41,2857,chain,control,9
597,47,43,2858,chain,control,6
582,41,39,2859,chain,control,11
550,36,41,2860,chain,control,11
675,44,37,2861,chain,control,9
664,39,41,2862,chain,control,8
583,33,41,2863,chain,control,6
595,32,30,2864,chain,control,12
510,30,38,2865,chain,control,11
703,47,48,2866,chain,control,9
556,40,41,2867,chain,control,9
569,45,35,2868,chain,control,10
581,34,42,2869,chain,control,8
574,30,36,2870,chain,control,8
577,45,45,2871,chain,control,13
673,41,43,2872,chain,control,9
604,37,31,2873,chain,control,14
681,52,48,2874,chain,control,6
566,39,49,2875,chain,control,9
655,36,43,2876,chain,control,7
642,41,38,2877,chain,control,8
586,45,35,2878,chain,control,11
651,46,46,2879,chain,control,12
588,39,43,2880,chain,control,9
603,38,38,2881,chain,control,12
592,38,39,2882,chain,control,8
623,46,47,2883,chain,control,12
596,39,37,2884,chain,control,7
624,50,43,2885,chain,control,6
586,34,42,2886,chain,control,8
549,46,33,2887,chain,control,14
645,45,44,2888,chain,control,8
582,35,41,2889,chain,control,8
538,43,36,2890,chain,control,14
552,39,32,2891,chain,control,9
603,40,34,2892,chain,control,13
608,44,40,2893,chain,control,9
608,46,45,2894,chain,control,6
575,39,35,2895,chain,control,8
685,33,37,2896,chain,control,12
529,40,44,2897,chain,control,12
653,43,51,2898,chain,control,11
615,39,37,2899,chain,control,6
654,46,43,2900,chain,control,12
662,49,46,2901,chain,control,8
637,49,34,2902,chain,control,13
612,39,40,2903,chain,control,11
631,44,39,2904,chain,control,7
639,46,42,2905,chain,control,14
541,39,37,2906,chain,control,6
583,43,36,2907,chain,control,10
611,45,33,2908,chain,control,10
566,43,33,2909,chain,control,10
623,52,37,2910,chain,control,7
687,52,44,2911,chain,control,11
580,39,33,2912,chain,control,11
529,33,44,2913,chain,control,9
562,39,27,2914,chain,control,13
621,41,43,2915,chain,control,8
601,44,37,2916,chain,control,9
639,43,42,2917,chain,control,6
571,49,35,2918,chain,control,12
640,41,41,2919,chain,control,10
625,45,42,2920,chain,control,10
528,37,35,2921,chain,control,11
586,39,41,2922,chain,control,12
536,36,31,2923,chain,control,13
595,39,45,2924,chain,control,7
592,37,32,2925,chain,control,12
541,37,34,2926,chain,control,6
583,44,35,2927,chain,control,9
618,45,47,2928,chain,control,12
577,41,34,2929,chain,control,13
618,39,37,2930,chain,control,11
629,40,41,2931,chain,control,8
593,38,40,2932,chain,control,12
601,41,33,2933,chain,control,7
610,40,40,2934,chain,control,12
616,39,40,2935,chain,control,14
531,36,36,2936,chain,control,8
609,41,41,2937,chain,control,6
594,50,41,2938,chain,control,8
602,40,41,2939,chain,control,14
568,41,40,2940,chain,control,13
620,40,42,2941,chain,control,14
549,39,45,2942,chain,control,12
613,34,48,2943,chain,control,6
658,35,45,2944,chain,control,6
613,34,42,2945,chain,control,6
715,45,36,2946,chain,control,12
605,47,48,2947,chain,control,9
643,35,36,2948,chain,control,14
537,33,32,2949,chain,control,12
547,41,45,2950,chain,control,7
546,35,35,2951,chain,control,6
542,42,50,2952,chain,control,10
599,44,36,2953,chain,control,11
584,44,42,2954,chain,control,13
572,46,40,2955,chain,control,6
662,43,48,2956,chain,control,10
640,44,47,2957,chain,control,13
652,52,39,2958,chain,control,12
536,39,38,2959,chain,control,10
573,32,41,2960,chain,control,13
602,41,39,2961,chain,control,7
642,37,42,2962,chain,control,10
608,38,36,2963,chain,control,6
621,39,37,2964,chain,control,11
571,39,30,2965,chain,control,9
663,38,37,2966,chain,control,8
594,37,42,2967,chain,control,12
545,37,29,2968,chain,control,13
620,38,38,2969,chain,control,10
628,42,33,2970,chain,control,13
675,39,49,2971,chain,control,6
568,38,39,2972,chain,control,10
576,38,33,2973,chain,control,13
574,31,39,2974,chain,control,12
578,44,33,2975,chain,control,10
564,41,40,2976,chain,control,12
626,35,45,2977,chain,control,13
598,45,41,2978,chain,control,8
641,36,42,2979,chain,control,13
604,45,44,2980,chain,control,7
611,47,40,2981,chain,control,9
515,45,27,2982,chain,control,12
599,36,46,2983,chain,control,13
531,33,36,2984,chain,control,9
633,34,35,2985,chain,control,6
618,41,35,2986,chain,control,8
541,40,37,2987,chain,control,14
546,45,34,2988,chain,control,10
581,41,39,2989,chain,control,8
538,33,34,2990,chain,control,12
556,32,29,2991,chain,control,10
594,51,37,2992,chain,control,12
603,48,39,2993,chain,control,10
686,46,42,2994,chain,control,13
508,41,49,2995,chain,control,8
611,31,29,2996,chain,control,9
581,39,41,2997,chain,control,10
662,41,47,2998,chain,control,13
600,35,37,2999,chain,control,12
528,28,33,3000,chain,control,10
708,54,49,3001,chain,control,11
567,48,41,3002,chain,control,13
567,42,34,3003,chain,control,9
586,48,44,3004,chain,control,9
578,37,29,3005,chain,control,9
552,41,33,3006,chain,control,14
602,42,35,3007,chain,control,6
653,41,45,3008,chain,control,14
529,36,35,3009,chain,control,9
546,36,41,3010,chain,control,13
606,30,47,3011,chain,control,12
685,51,38,3012,chain,control,7
681,39,33,3013,chain,control,7
648,41,40,3014,chain,control,12
661,39,45,3015,chain,control,13
616,45,44,3016,chain,control,11
673,45,47,3017,chain,control,13
619,39,48,3018,chain,control,6
561,38,40,3019,chain,control,12
596,40,49,3020,chain,control,8
598,35,42,3021,chain,control,7
668,41,44,3022,chain,control,11
624,44,43,3023,chain,control,14
501,31,35,3024,chain,control,14
537,42,41,3025,chain,control,13
651,43,39,3026,chain,control,12
562,39,39,3027,chain,control,10
664,39,37,3028,chain,control,12
578,33,45,3029,chain,control,9
707,49,36,3030,chain,control,9
593,43,41,3031,chain,control,12
546,34,35,3032,chain,control,8
565,34,46,3033,chain,control,7
581,39,39,3034,chain,control,14
593,37,40,3035,chain,control,12
544,34,38,3036,chain,control,8
527,34,44,3037,chain,control,13
597,37,31,3038,chain,control,13
585,44,42,3039,chain,control,11
635,37,36,3040,chain,control,12
646,42,39,3041,chain,control,13
573,49,35,3042,chain,control,7
636,36,46,3043,chain,control,6
615,44,37,3044,chain,control,9
469,37,31,3045,chain,control,12
610,36,37,3046,chain,control,9
627,41,37,3047,chain,control,12
689,46,41,3048,chain,control,9
608,37,41,3049,chain,control,8
588,41,43,3050,chain,control,7
627,40,40,3051,chain,control,11
496,42,34,3052,chain,control,7
647,45,39,3053,chain,control,10
594,41,48,3054,chain,control,10
507,37,35,3055,chain,control,9
610,42,42,3056,chain,control,12
688,36,42,3057,chain,control,8
623,48,39,3058,chain,control,9
603,37,36,3059,chain,control,14
589,34,32,3060,chain,control,8
555,33,44,3061,chain,control,7
588,39,41,3062,chain,control,10
652,46,42,3063,chain,control,13
540,40,34,3064,chain,control,10
608,36,40,3065,chain,control,14
617,31,43,3066,chain,control,10
521,36,36,3067,chain,control,12
567,39,40,3068,chain,control,9
648,36,41,3069,chain,control,11
492,38,39,3070,chain,control,10
608,48,46,3071,chain,control,13
569,39,33,3072,chain,control,9
606,35,37,3073,chain,control,12
472,41,29,3074,chain,control,13
605,36,43,3075,chain,control,8
545,38,45,3076,chain,control,11
560,43,44,3077,chain,control,9
615,42,45,3078,chain,control,8
572,42,34,3079,chain,control,6
687,39,37,3080,chain,control,13
655,35,46,3081,chain,control,14
606,41,42,3082,chain,control,8
598,40,39,3083,chain,control,7
581,41,39,3084,chain,control,9
602,39,49,3085,chain,control,13
660,45,48,3086,chain,control,6
676,51,42,3087,chain,control,13
681,49,49,3088,chain,control,6
578,43,41,3089,chain,control,7
549,40,42,3090,chain,control,6
589,44,40,3091,chain,control,8
649,43,40,3092,chain,control,11
619,39,33,3093,chain,control,14
599,46,36,3094,chain,control,7
639,43,40,3095,chain,control,8
570,49,38,3096,chain,control,13
618,33,45,3097,chain,control,6
645,39,32,3098,chain,control,12
629,44,43,3099,chain,control,14
587,45,41,3100,chain,control,6
568,39,34,3101,chain,control,8
549,36,40,3102,chain,control,6
603,32,47,3103,chain,control,9
618,37,35,3104,chain,control,11
568,42,40,3105,chain,control,14
584,41,42,3106,chain,control,13
647,45,42,3107,chain,control,9
548,31,30,3108,chain,control,12
607,40,42,3109,chain,control,6
611,49,41,3110,chain,control,10
625,40,38,3111,chain,control,6
542,34,40,3112,chain,control,6
559,34,30,3113,chain,control,13
586,41,36,3114,chain,control,8
576,36,42,3115,chain,control,8
631,50,45,3116,chain,control,13
631,37,39,3117,chain,control,7
600,39,39,3118,chain,control,6
508,36,44,3119,chain,control,6
603,43,45,3120,chain,control,12
615,37,35,3121,chain,control,8
646,35,35,3122,chain,control,9
617,38,37,3123,chain,control,9
600,37,33,3124,chain,control,12
607,39,41,3125,chain,control,11
545,37,33,3126,chain,control,9
613,41,44,3127,chain,control,12
513,41,44,3128,chain,control,8
591,43,42,3129,chain,control,11
580,37,37,3130,chain,control,7
676,38,43,3131,chain,control,13
562,43,36,3132,chain,control,8
655,45,40,3133,chain,control,13
597,36,32,3134,chain,control,9
673,49,46,3135,chain,control,8
594,47,43,3136,chain,control,8
563,37,37,3137,chain,control,13
620,35,35,3138,chain,control,9
556,36,50,3139,chain,control,13
618,45,40,3140,chain,control,12
620,46,42,3141,chain,control,12
580,44,37,3142,chain,control,10
568,34,49,3143,chain,control,9
593,38,33,3144,chain,control,9
564,38,40,3145,chain,control,8
600,41,35,3146,chain,control,7
608,46,36,3147,chain,control,6
612,40,47,3148,chain,control,6
541,39,53,3149,chain,control,14
649,47,43,3150,chain,control,10
585,40,36,3151,chain,control,8
532,41,46,3152,chain,control,6
621,36,50,3153,chain,control,6
595,38,43,3154,chain,control,11
563,41,46,3155,chain,control,13
665,40,46,3156,chain,control,7
495,39,35,3157,chain,control,12
594,43,44,3158,chain,control,8
526,36,32,3159,chain,control,12
598,47,42,3160,chain,control,14
630,35,42,3161,chain,control,11
600,45,41,3162,chain,control,14
661,37,35,3163,chain,control,12
590,36,36,3164,chain,control,11
611,48,31,3165,chain,control,9
556,34,39,3166,chain,control,14
613,55,43,3167,chain,control,13
590,41,33,3168,chain,control,13
558,41,45,3169,chain,control,13
567,29,36,3170,chain,control,6
557,40,41,3171,chain,control,10
612,39,47,3172,chain,control,6
554,40,40,3173,chain,control,7
648,46,46,3174,chain,control,11
691,47,45,3175,chain,control,7
509,39,37,3176,chain,control,6
521,38,36,3177,chain,control,13
678,43,47,3178,chain,control,11
572,43,35,3179,chain,control,11
611,40,43,3180,chain,control,12
569,41,39,3181,chain,control,8
564,35,30,3182,chain,control,10
612,34,46,3183,chain,control,10
675,40,37,3184,chain,control,13
608,33,41,3185,chain,control,10
579,34,33,3186,chain,control,10
559,47,33,3187,chain,control,7
614,39,37,3188,chain,control,7
571,42,41,3189,chain,control,11
600,30,37,3190,chain,control,12
645,41,45,3191,chain,control,14
554,39,36,3192,chain,control,14
620,42,42,3193,chain,control,6
556,30,39,3194,chain,control,9
560,46,37,3195,chain,control,12
559,38,39,3196,chain,control,13
549,43,30,3197,chain,control,14
574,42,41,3198,chain,control,7
528,35,42,3199,chain,control,10
548,38,34,3200,chain,control,14
605,40,46,3201,chain,control,9
624,35,38,3202,chain,control,7
625,42,38,3203,chain,control,11
611,37,39,3204,chain,control,7
654,43,48,3205,chain,control,11
500,35,42,3206,chain,control,10
657,50,47,3207,chain,control,8
590,36,47,3208,chain,control,9
634,46,44,3209,chain,control,9
539,37,36,3210,chain,control,14
657,48,37,3211,chain,control,14
549,37,35,3212,chain,control,7
664,43,45,3213,chain,control,9
594,34,37,3214,chain,control,6
632,41,36,3215,chain,control,10
658,38,44,3216,chain,control,10
589,32,28,3217,chain,control,9
652,39,35,3218,chain,control,7
535,45,36,3219,chain,control,8
608,50,55,3220,chain,control,14
571,32,33,3221,chain,control,12
586,35,39,3222,chain,control,10
645,39,43,3223,chain,control,9
565,43,39,3224,chain,control,12
632,48,46,3225,chain,control,14
597,50,44,3226,chain,control,9
666,40,41,3227,chain,control,9
603,58,47,3228,chain,control,14
623,34,38,3229,chain,control,9
536,33,40,3230,chain,control,14
667,42,40,3231,chain,control,11
608,36,48,3232,chain,control,9
576,40,35,3233,chain,control,13
623,40,44,3234,chain,control,9
675,51,45,3235,chain,control,12
635,45,36,3236,chain,control,13
547,42,39,3237,chain,control,14
688,39,39,3238,chain,control,11
573,44,30,3239,chain,control,9
543,42,41,3240,chain,control,7
576,44,36,3241,chain,control,6
609,42,43,3242,chain,control,7
647,46,40,3243,chain,control,10
561,39,47,3244,chain,control,12
555,29,32,3245,chain,control,8
586,36,41,3246,chain,control,10
498,40,34,3247,chain,control,12
570,42,34,3248,chain,control,14
569,52,40,3249,chain,control,12
612,52,34,3250,chain,control,9
587,46,44,3251,chain,control,6
548,38,40,3252,chain,control,11
582,47,39,3253,chain,control,8
607,37,44,3254,chain,control,10
650,36,42,3255,chain,control,6
509,41,37,3256,chain,control,13
652,44,45,3257,chain,control,7
572,35,43,3258,chain,control,11
528,35,36,3259,chain,control,10
654,45,46,3260,chain,control,7
571,45,38,3261,chain,control,7
565,40,33,3262,chain,control,9
572,37,35,3263,chain,control,13
632,40,41,3264,chain,control,12
638,42,48,3265,chain,control,10
631,48,41,3266,chain,control,7
548,39,27,3267,chain,control,6
718,39,45,3268,chain,control,9
610,38,42,3269,chain,control,9
539,41,44,3270,chain,control,6
666,36,39,3271,chain,control,9
556,43,36,3272,chain,control,11
600,42,31,3273,chain,control,13
595,38,42,3274,chain,control,9
615,51,39,3275,chain,control,6
661,45,38,3276,chain,control,6
551,38,49,3277,chain,control,12
534,40,30,3278,chain,control,14
586,44,47,3279,chain,control,6
584,43,40,3280,chain,control,10
663,42,44,3281,chain,control,13
632,37,34,3282,chain,control,6
567,37,35,3283,chain,control,7
625,39,41,3284,chain,control,14
597,36,41,3285,chain,control,11
529,40,42,3286,chain,control,14
565,34,34,3287,chain,control,14
594,43,29,3288,chain,control,6
625,43,49,3289,chain,control,7
470,31,31,3290,chain,control,13
536,31,30,3291,chain,control,8
704,42,44,3292,chain,control,10
602,40,42,3293,chain,control,6
609,43,37,3294,chain,control,11
683,33,44,3295,chain,control,6
752,37,45,3296,chain,control,8
553,36,40,3297,chain,control,11
558,47,42,3298,chain,control,13
522,40,30,3299,chain,control,9
609,39,35,3300,chain,control,14
653,42,38,3301,chain,control,12
638,39,42,3302,chain,control,11
568,41,39,3303,chain,control,12
583,37,36,3304,chain,control,8
538,36,31,3305,chain,control,14
632,48,37,3306,chain,control,13
627,43,50,3307,chain,control,14
592,42,38,3308,chain,control,6
586,48,38,3309,chain,control,7
568,38,30,3310,chain,control,10
640,42,37,3311,chain,control,10
593,40,41,3312,chain,control,7
592,48,42,3313,chain,control,10
544,42,38,3314,chain,control,13
613,44,39,3315,chain,control,10
580,39,47,3316,chain,control,9
622,43,47,3317,chain,control,11
708,35,46,3318,chain,control,10
666,43,40,3319,chain,control,14
700,48,56,3320,chain,control,7
735,46,44,3321,chain,control,7
557,42,34,3322,chain,control,6
569,35,36,3323,chain,control,8
576,37,41,3324,chain,control,8
545,34,40,3325,chain,control,13
551,41,46,3326,chain,control,14
590,30,36,3327,chain,control,11
563,43,39,3328,chain,control,13
598,41,45,3329,chain,control,9
601,42,29,3330,chain,control,8
671,40,37,3331,chain,control,14
532,39,40,3332,chain,control,10
647,48,47,3333,chain,control,14
680,43,46,3334,chain,control,6
559,36,33,3335,chain,control,11
609,34,37,3336,chain,control,6
579,29,46,3337,chain,control,13
687,39,47,3338,chain,control,6
551,42,41,3339,chain,control,11
576,32,37,3340,chain,control,10
572,45,40,3341,chain,control,8
608,36,42,3342,chain,control,14
634,37,48,3343,chain,control,11
568,35,35,3344,chain,control,8
610,38,40,3345,chain,control,8
602,44,46,3346,chain,control,14
651,35,42,3347,chain,control,14
544,38,39,3348,chain,control,13
616,46,49,3349,chain,control,9
554,34,28,3350,chain,control,13
608,46,34,3351,chain,control,11
566,43,47,3352,chain,control,14
630,39,38,3353,chain,control,8
673,46,42,3354,chain,control,7
629,44,50,3355,chain,control,14
548,43,32,3356,chain,control,7
659,42,49,3357,chain,control,13
658,36,39,3358,chain,control,14
543,43,37,3359,chain,control,6
639,38,40,3360,chain,control,11
597,39,45,3361,chain,control,14
567,36,28,3362,chain,control,9
607,43,40,3363,chain,control,6
615,46,41,3364,chain,control,14
605,33,46,3365,chain,control,13
563,32,42,3366,chain,control,11
577,45,39,3367,chain,control,8
601,43,48,3368,chain,control,12
617,43,39,3369,chain,control,9
669,52,47,3370,chain,control,6
596,39,34,3371,chain,control,6
664,50,43,3372,chain,control,12
610,41,43,3373,chain,control,7
561,40,42,3374,chain,control,7
607,47,39,3375,chain,control,8
555,41,46,3376,chain,control,14
692,36,41,3377,chain,control,11
671,37,42,3378,chain,control,8
642,42,42,3379,chain,control,8
613,47,45,3380,chain,control,8
593,45,43,3381,chain,control,11
542,33,31,3382,chain,control,13
510,41,33,3383,chain,control,8
604,52,33,3384,chain,control,7
649,43,40,3385,chain,control,6
636,45,48,3386,chain,control,8
591,38,35,3387,chain,control,9
620,38,28,3388,chain,control,14
637,39,42,3389,chain,control,9
582,45,51,3390,chain,control,7
691,41,42,3391,chain,control,8
612,48,44,3392,chain,control,8
589,40,38,3393,chain,control,14
609,36,38,3394,chain,control,13
629,42,39,3395,chain,control,7
590,39,36,3396,chain,control,14
586,42,36,3397,chain,control,12
537,35,31,3398,chain,control,7
642,40,44,3399,chain,control,6
615,37,38,3400,chain,control,10
609,30,44,3401,chain,control,14
608,45,39,3402,chain,control,9
587,49,43,3403,chain,control,12
561,37,37,3404,chain,control,8
572,30,36,3405,chain,control,7
548,45,37,3406,chain,control,8
565,43,39,3407,chain,control,10
467,44,31,3408,chain,control,8
585,33,40,3409,chain,control,9
574,33,36,3410,chain,control,9
550,45,38,3411,chain,control,6
555,48,41,3412,chain,control,13
583,38,48,3413,chain,control,8
566,44,45,3414,chain,control,11
523,52,38,3415,chain,control,7
558,38,42,3416,chain,control,13
650,39,42,3417,chain,control,12
625,41,44,3418,chain,control,11
550,38,38,3419,chain,control,9
595,41,46,3420,chain,control,6
627,33,45,3421,chain,control,7
655,46,35,3422,chain,control,13
518,36,39,3423,chain,control,11
592,40,36,3424,chain,control,13
662,40,45,3425,chain,control,6
573,38,38,3426,chain,control,10
610,38,36,3427,chain,control,7
645,41,33,3428,chain,control,6
526,37,40,3429,chain,control,8
599,47,46,3430,chain,control,8
559,39,42,3431,chain,control,11
634,44,38,3432,chain,control,6
598,45,39,3433,chain,control,13
500,34,41,3434,chain,control,8
630,40,42,3435,chain,control,13
611,41,36,3436,chain,control,8
581,38,37,3437,chain,control,8
693,46,45,3438,chain,control,9
622,40,45,3439,chain,control,12
583,44,42,3440,chain,control,12
620,51,42,3441,chain,control,13
676,39,42,3442,chain,control,9
580,45,43,3443,chain,control,14
664,36,44,3444,chain,control,13
557,45,37,3445,chain,control,8
735,36,48,3446,chain,control,7
606,38,44,3447,chain,control,11
506,43,32,3448,chain,control,10
544,39,47,3449,chain,control,12
645,35,44,3450,chain,control,11
629,37,37,3451,chain,control,6
555,31,41,3452,chain,control,10
570,29,35,3453,chain,control,11
569,32,46,3454,chain,control,9
581,49,49,3455,chain,control,11
570,42,41,3456,chain,control,12
573,43,36,3457,chain,control,11
532,39,48,3458,chain,control,8
641,47,42,3459,chain,control,14
646,43,43,3460,chain,control,11
556,39,37,3461,chain,control,6
691,39,45,3462,chain,control,12
613,35,44,3463,chain,control,11
700,44,47,3464,chain,control,8
580,42,45,3465,chain,control,13
595,52,45,3466,chain,control,13
561,35,36,3467,chain,control,14
659,35,45,3468,chain,control,10
601,39,53,3469,chain,control,9
615,41,39,3470,chain,control,14
605,36,39,3471,chain,control,7
617,36,47,3472,chain,control,7
654,50,45,3473,chain,control,14
601,42,37,3474,chain,control,11
639,37,46,3475,chain,control,9
621,33,44,3476,chain,control,9
609,38,42,3477,chain,control,10
654,37,37,3478,chain,control,14
580,34,36,3479,chain,control,14
662,40,41,3480,chain,control,11
575,32,29,3481,chain,control,11
519,35,38,3482,chain,control,9
567,42,36,3483,chain,control,11
562,44,41,3484,chain,control,11
613,42,46,3485,chain,control,7
620,43,41,3486,chain,control,8
613,37,34,3487,chain,control,8
666,34,43,3488,chain,control,6
625,51,45,3489,chain,control,6
646,37,43,3490,chain,control,14
589,38,45,3491,chain,control,7
663,43,46,3492,chain,control,7
545,36,41,3493,chain,control,6
569,38,39,3494,chain,control,11
645,41,36,3495,chain,control,6
654,46,39,3496,chain,control,14
504,40,43,3497,chain,control,8
618,41,36,3498,chain,control,13
592,45,49,3499,chain,control,10
614,43,44,3500,chain,control,10
557,51,39,3501,chain,control,14
677,38,40,3502,chain,control,14
684,42,51,3503,chain,control,10
639,43,42,3504,chain,control,13
582,44,41,3505,chain,control,13
603,35,46,3506,chain,control,12
566,41,39,3507,chain,control,10
581,52,42,3508,chain,control,7
576,44,37,3509,chain,control,11
604,46,44,3510,chain,control,13
555,40,37,3511,chain,control,8
568,35,38,3512,chain,control,11
582,43,29,3513,chain,control,11
594,39,40,3514,chain,control,14
608,32,39,3515,chain,control,6
537,37,42,3516,chain,control,6
592,39,42,3517,chain,control,7
640,36,38,3518,chain,control,8
653,45,40,3519,chain,control,13
579,46,30,3520,chain,control,9
587,37,37,3521,chain,control,14
580,47,41,3522,chain,control,13
578,35,41,3523,chain,control,13
597,37,38,3524,chain,control,12
641,34,37,3525,chain,control,12
556,35,39,3526,chain,control,6
580,36,46,3527,chain,control,9
618,46,51,3528,chain,control,11
567,45,38,3529,chain,control,12
531,41,44,3530,chain,control,8
526,35,36,3531,chain,control,11
549,41,38,3532,chain,control,12
652,40,39,3533,chain,control,13
602,41,40,3534,chain,control,8
548,47,39,3535,chain,control,6
588,37,39,3536,chain,control,10
585,38,45,3537,chain,control,6
519,25,42,3538,chain,control,9
648,50,44,3539,chain,control,9
558,35,39,3540,chain,control,12
536,44,40,3541,chain,control,14
593,26,26,3542,chain,control,12
590,44,43,3543,chain,control,8
500,38,29,3544,chain,control,6
484,32,32,3545,chain,control,13
644,38,42,3546,chain,control,6
644,40,38,3547,chain,control,8
672,39,47,3548,chain,control,9
537,39,40,3549,chain,control,8
686,35,43,3550,chain,control,10
593,49,43,3551,chain,control,8
676,44,40,3552,chain,control,10
552,35,33,3553,chain,control,9
661,47,40,3554,chain,control,6
617,39,45,3555,chain,control,9
575,39,38,3556,chain,control,8
535,41,37,3557,chain,control,11
617,34,38,3558,chain,control,12
552,35,43,3559,chain,control,12
549,45,29,3560,chain,control,13
503,34,37,3561,chain,control,7
619,40,43,3562,chain,control,9
544,23,34,3563,chain,control,10
655,41,51,3564,chain,control,6
564,34,42,3565,chain,control,14
658,42,42,3566,chain,control,7
600,38,49,3567,chain,control,12
567,41,46,3568,chain,control,8
548,32,33,3569,chain,control,7
