id,Y0,Y1,channel,recency,frequency,monetary
49244,239.0974923,215.3629965,Ad,26,35,46.12107233
49245,118.4089685,195.395188,Referral,13,21,118.3819069
49246,296.3594833,227.3519171,Ad,10,8,124.5775991
49247,163.1441785,184.9841452,Ad,23,21,139.0580311
49248,211.9964029,131.9119913,Referral,13,21,180.5017836
49249,230.6815456,349.8755307,Ad,16,11,176.4212651
49250,137.3525342,277.9026433,Organic,14,14,72.40554606
49251,243.5024993,128.3512198,Referral,21,12,45.44680156
49252,143.7732171,120.895873,Organic,16,21,109.5505939
49253,227.7227299,204.7128098,Organic,20,13,161.7573087
49254,160.7546009,332.0493445,Ad,15,13,95.40004131
49255,147.9850791,176.5952157,Ad,20,17,87.91398203
49256,129.1363191,223.4992406,Referral,24,14,164.8572072
49257,241.5575432,287.1387418,Ad,8,7,165.0451934
49258,166.1584879,394.1935524,Ad,13,6,157.1326482
49259,135.9668699,263.69028,Organic,17,11,157.5775076
49260,290.7111097,275.8476929,Ad,7,10,30.21182078
49261,145.418553,134.8474608,Organic,12,10,24.46644551
49262,134.4863287,161.9365945,Ad,15,9,168.4934495
49263,163.0135675,160.8766921,Organic,18,10,114.2551101
49264,142.8464962,244.1896537,Organic,14,18,137.1817021
49265,197.6285666,125.1253185,Ad,21,15,57.61192046
49266,119.2728671,234.7875075,Referral,8,12,86.76449987
49267,360.0954702,231.1273864,Ad,12,3,91.570715
49268,216.137518,173.6277219,Ad,13,11,143.7367761
49269,188.447017,100.2491145,Referral,14,20,11.89024645
49270,145.9180434,209.6071315,Ad,13,16,62.96605484
49271,0.0,151.563265,Organic,39,32,67.58433423
49272,218.3132581,234.4646854,Ad,12,4,101.2382907
49273,234.209005,310.4374372,Ad,23,17,117.743606
49274,129.9040989,217.9656306,Ad,20,16,167.0262515
49275,144.9016352,210.7498941,Referral,22,17,94.42419258
49276,306.1478187,400.8424756,Organic,8,2,81.83088495
49277,118.1940232,173.4083767,Ad,15,31,110.0621629
49278,197.025685,179.5249658,Organic,20,16,82.75361161
49279,194.5645522,223.1558882,Referral,27,24,5.036250511
49280,99.98815018,90.81149734,Referral,7,16,31.74267953
49281,161.8520428,288.3284491,Organic,15,12,140.362799
49282,369.8211708,493.3520308,Organic,10,2,123.6862308
49283,230.0555738,270.9682648,Ad,15,15,51.78274906
49284,199.1377023,219.1742513,Organic,10,14,98.04479353
49285,207.2332839,240.4484524,Organic,8,13,53.91112007
49286,161.1403138,152.8642109,Referral,17,18,48.15672635
49287,128.9802137,293.777728,Referral,16,6,31.69581813
49288,204.3770029,318.4924689,Ad,7,3,98.54457694
49289,94.65433411,139.0481253,Ad,13,11,52.09823361
49290,173.5215182,170.9946804,Organic,16,11,72.47419435
49291,100.168665,294.604119,Organic,14,15,73.00250978
49292,120.8324975,136.6261588,Ad,17,20,131.2685047
49293,273.8740461,154.5787408,Ad,13,10,120.2907236
49294,222.7432915,155.4621839,Organic,19,16,96.19896257
49295,202.6159428,297.5164524,Referral,10,21,215.4090381
49296,285.0837306,235.2402412,Ad,10,6,122.7419436
49297,144.3667856,356.4768436,Ad,11,13,122.0090903
49298,199.5417847,120.1030088,Referral,15,19,88.78118151
49299,141.4127107,243.233677,Referral,16,11,123.5950405
49300,203.3893321,217.1464441,Referral,16,20,137.26876
49301,184.6571059,216.1518208,Organic,12,18,41.19864172
49302,133.6502755,228.7436949,Organic,14,19,121.6377658
49303,137.6008672,161.0777687,Ad,16,20,178.1165509
49304,213.4097375,293.5333794,Organic,12,7,125.9157279
49305,332.6712952,235.8766793,Organic,16,21,131.9519955
49306,365.1719333,166.5200079,Organic,28,20,63.59147794
49307,211.7067136,187.9308221,Referral,22,13,187.585968
49308,369.4229991,203.1154762,Ad,10,11,160.6989298
49309,86.40243571,151.8737678,Organic,17,13,46.92347156
49310,177.5981588,247.1266977,Ad,20,24,26.94381459
49311,256.380788,176.106574,Referral,9,9,104.5794184
49312,141.6739596,129.5539464,Ad,17,11,51.37233
49313,111.7626836,212.2207862,Organic,19,20,139.6287227
49314,160.0496423,97.4080585,Organic,17,22,66.35462053
49315,114.8319654,316.5012089,Ad,21,9,108.6678346
49316,251.116799,66.94373289,Referral,17,16,36.57491886
49317,239.6666188,398.5261846,Ad,11,3,86.41972614
49318,244.1693118,92.31834127,Organic,20,12,115.2930571
49319,214.8423977,210.3804717,Ad,9,18,126.2181371
49320,164.0401367,69.82242431,Referral,17,15,78.51514832
49321,186.2017488,162.7712488,Referral,15,20,49.26784115
49322,129.1929758,187.3613106,Ad,23,21,145.8612326
49323,113.6203806,162.5788156,Ad,15,11,62.09773674
49324,162.3751883,272.4491765,Ad,12,5,119.6455177
49325,128.4765553,196.1529408,Organic,16,12,147.0200618
49326,251.4166777,148.5306607,Organic,13,15,184.3132303
49327,237.0158483,272.6119189,Ad,12,8,75.43012541
49328,425.2827995,470.1329166,Organic,11,4,167.9853992
49329,152.5988842,164.3236961,Ad,22,19,144.2560962
49330,201.970324,221.7241326,Referral,19,11,65.9469674
49331,281.7919148,105.3698695,Ad,21,21,81.9933774
49332,293.1751663,338.5316092,Referral,13,13,192.2974221
49333,197.6749202,172.3038697,Ad,25,12,135.5041743
49334,305.7656988,138.1816014,Referral,15,9,19.29745868
49335,127.0966608,138.9043894,Ad,15,9,95.17908706
49336,173.7257148,297.8977966,Referral,13,4,93.4221718
49337,225.7258275,176.9746543,Organic,11,20,140.1792487
49338,179.2730121,109.6732352,Referral,18,23,146.0152071
49339,179.6755971,155.9533365,Ad,19,21,5.499201663
49340,339.5724092,343.0046288,Ad,5,2,64.0465656
49341,207.411734,226.6209656,Referral,16,11,55.95252722
49342,291.4556543,157.7419402,Organic,18,17,41.37174884
49343,242.7982908,296.3323165,Ad,10,3,36.94816149
49344,107.5113026,216.8085791,Organic,12,7,59.44686474
49345,109.994103,95.16716289,Referral,27,14,223.6487672
49346,153.3873538,249.9612983,Organic,12,11,125.7659309
49347,300.3663716,247.6686241,Organic,10,4,120.9042995
49348,167.1734354,227.4943328,Organic,15,16,85.20666944
49349,212.6029696,186.6667317,Organic,27,17,145.3940907
49350,291.2320543,127.6795002,Organic,17,11,73.22873987
49351,118.7375513,107.7533508,Ad,14,7,43.26563444
49352,179.7893076,265.3713874,Organic,10,10,135.0705799
49353,253.3753778,173.4868839,Ad,22,21,54.24025592
49354,102.6184709,200.0514781,Referral,15,24,136.6470987
49355,130.9599957,192.3771518,Referral,20,19,133.2257642
49356,117.017108,125.555859,Organic,17,20,191.0589611
49357,120.8766586,325.0997807,Ad,12,11,156.8850733
49358,350.8974837,352.6647827,Organic,15,11,91.42480359
49359,251.6420941,195.3709425,Ad,18,15,162.4019306
49360,135.6030618,179.936081,Referral,25,16,112.3841392
49361,212.657445,240.9223548,Organic,16,9,181.6559232
49362,222.8773279,200.358876,Ad,10,14,47.74998168
49363,353.4311344,182.8661711,Organic,17,15,87.7286003
49364,208.5990843,147.9114147,Organic,24,14,32.36439595
49365,290.9591774,133.9951877,Referral,21,26,95.39103747
49366,252.0241951,179.0729611,Referral,14,11,29.66069808
49367,202.4216345,134.6889358,Organic,14,16,99.01219673
49368,289.5353551,205.5021958,Organic,25,29,21.95156263
49369,257.5903661,217.618251,Ad,23,17,205.5768857
49370,204.3338634,255.6101057,Ad,17,7,184.0409768
49371,144.3246361,194.718326,Referral,10,9,57.0915038
49372,167.6661002,402.30216,Referral,16,19,115.5583917
49373,155.0059578,203.7647678,Ad,15,11,8.897805919
49374,93.43995928,205.8399954,Ad,14,10,69.8362898
49375,210.8653389,236.5800645,Organic,21,17,30.83206349
49376,115.806053,123.9751813,Ad,17,20,37.52152384
49377,299.4866657,302.812018,Ad,12,3,119.5023003
49378,281.0793775,347.0912394,Referral,10,3,80.78064022
49379,260.5905432,380.8622216,Organic,9,4,200.1208083
49380,264.702525,279.3586967,Ad,31,25,143.4621204
49381,202.4971275,253.2191535,Organic,14,16,157.6162565
49382,191.8317637,248.4026147,Organic,8,5,78.3356267
49383,290.2020981,251.4637262,Ad,8,10,72.07212053
49384,237.6471537,300.824975,Ad,19,4,105.5643758
49385,166.9274318,155.3165184,Ad,20,20,115.987975
49386,130.5472428,209.1416627,Ad,12,20,186.3797883
49387,249.9722699,261.585269,Ad,15,8,125.785408
49388,152.9566546,240.2156222,Organic,12,7,94.6427933
49389,215.8595459,216.2320013,Ad,11,5,96.02202008
49390,123.533638,185.7530424,Ad,9,10,15.08366268
49391,108.1964478,170.8658053,Ad,17,16,167.4319656
49392,170.8978701,139.8577169,Referral,13,24,128.6284158
49393,0.0,180.1468654,Ad,36,27,34.51997344
49394,198.2053473,150.922799,Ad,22,14,2.707248992
49395,169.1148646,108.3284167,Referral,18,13,37.67166732
49396,324.3263417,338.5199699,Organic,6,2,73.30908083
49397,188.8560821,293.8135888,Ad,17,7,151.1581809
49398,155.8045112,227.9874143,Organic,14,16,139.6001254
49399,189.7436534,161.6081279,Ad,15,11,186.489458
49400,258.9744105,170.4580745,Ad,20,22,207.2897715
49401,349.5385036,319.9805148,Ad,11,7,177.8741916
49402,109.2052769,143.0183392,Ad,24,19,156.0754501
49403,211.998644,200.6858107,Organic,14,20,59.91345625
49404,151.9997906,322.2683007,Ad,9,6,172.0127773
49405,137.5169222,129.0826466,Organic,16,13,76.4019967
49406,407.8781738,366.308702,Ad,9,2,31.77658742
49407,161.7053398,164.7355024,Referral,15,10,116.8653218
49408,274.4557846,249.4021665,Organic,10,9,39.59202515
49409,194.880207,117.2459674,Referral,20,30,55.20552339
49410,240.6981432,170.5116602,Organic,21,15,139.5634486
49411,171.1990002,299.2713586,Organic,13,7,119.2518424
49412,156.7337894,143.3372408,Organic,13,4,18.54127184
49413,136.2476627,121.8516466,Referral,20,13,52.5451951
49414,140.9735347,153.3623352,Organic,18,12,103.7919635
49415,230.5518977,202.5705489,Referral,27,21,107.996111
49416,172.9668571,205.4398367,Referral,23,16,80.06653153
49417,160.793094,196.7512467,Referral,21,40,18.06064217
49418,166.054474,98.95473084,Organic,15,12,9.718625841
49419,229.3581728,314.6700988,Organic,15,6,55.74280829
49420,119.9175875,242.2387825,Organic,16,10,167.165507
49421,102.8414599,289.9742288,Organic,15,7,121.7398567
49422,208.6231322,206.3354864,Ad,12,16,141.0122515
49423,183.9651944,210.3565671,Organic,19,22,198.2849979
49424,192.2097582,180.4207383,Ad,18,18,156.7765572
49425,224.5187444,116.3658806,Ad,18,23,96.58701878
49426,121.1339607,136.652253,Organic,9,15,49.3651828
49427,234.644359,161.5034363,Ad,23,7,60.50699482
49428,286.0692924,102.1540876,Ad,24,19,86.29251122
49429,106.6282982,117.0837682,Referral,15,14,108.7311644
49430,217.6868444,122.1765231,Organic,19,11,25.20894016
49431,252.8538349,209.6837856,Organic,18,10,134.6490357
49432,351.8306541,572.3699935,Organic,7,3,192.9122815
49433,557.1825494,524.3858454,Organic,9,1,80.26391226
49434,180.7747019,184.5274691,Ad,14,13,97.5622526
49435,167.7497102,146.5242299,Organic,13,12,67.66177434
49436,433.203912,121.0459898,Ad,16,24,122.3477554
49437,159.2021649,192.0680148,Ad,19,18,108.4983368
49438,260.5633891,264.5928621,Ad,12,8,112.2664383
49439,206.3889213,148.4325712,Organic,16,24,23.97562464
49440,92.74872792,173.3496232,Ad,14,15,157.4041047
49441,208.1411945,110.1791075,Ad,21,19,66.35580717
49442,153.8191781,327.3419356,Organic,20,15,218.2043846
49443,123.5405544,184.1227017,Ad,17,15,138.635896
49444,290.9690123,154.5332886,Ad,26,21,56.66130398
49445,222.7363323,123.0702398,Ad,12,8,3.026337265
49446,364.1887474,473.4034091,Ad,9,2,134.1959707
49447,148.9594225,107.8145021,Referral,28,13,120.0905683
49448,194.7205825,250.1248878,Referral,6,7,146.9682864
49449,229.3353379,120.1350478,Referral,17,20,144.6536899
49450,129.7573129,136.7717961,Organic,25,17,169.0977056
49451,125.0321807,162.2550485,Referral,12,12,49.18641269
49452,138.749599,118.7940746,Ad,21,18,125.8629536
49453,179.073809,157.5211474,Ad,27,27,43.39660069
49454,91.25341808,133.8665711,Ad,17,13,116.4513355
49455,222.9513114,179.6777205,Ad,19,9,65.98653096
49456,96.97018599,138.1409461,Organic,11,6,55.80902115
49457,161.3027911,108.2177576,Referral,24,23,143.6746405
49458,169.109674,162.1342185,Ad,15,13,185.8068177
49459,265.7027773,174.4728316,Referral,23,18,87.5477767
49460,131.1146774,164.9824328,Referral,29,21,138.1617356
49461,142.1303947,193.9013133,Ad,13,15,73.45519832
49462,256.0267611,174.59349,Ad,17,21,75.64853223
49463,226.6781384,280.7838683,Ad,14,5,140.1881358
49464,248.1377064,70.4843363,Organic,18,15,45.29369025
49465,179.9463101,190.1110022,Ad,15,16,205.3088546
49466,253.9970061,353.2003437,Ad,11,8,167.3898022
49467,97.82006744,148.7706724,Referral,15,8,62.33717987
49468,119.5260614,213.4208515,Organic,15,21,21.7287923
49469,200.1777207,95.69821601,Organic,6,6,2.503427156
49470,192.4585195,143.4066685,Ad,20,15,101.7282901
49471,85.70624739,175.5618261,Ad,10,18,130.0827348
49472,134.1125669,128.2920102,Ad,20,9,141.9275919
49473,224.3652058,202.8180685,Ad,16,10,10.68252413
49474,244.6338445,289.3084063,Referral,32,28,91.74806648
49475,150.8315281,108.5348738,Organic,13,12,39.56553876
49476,222.4839594,204.6830655,Ad,8,5,51.25468515
49477,194.7000637,177.238724,Ad,14,17,151.0705386
49478,128.0522841,162.3105627,Ad,18,22,188.111414
49479,134.05989,197.8250046,Ad,15,7,100.5462097
49480,372.7606931,242.5231972,Ad,12,3,49.34704262
49481,105.8833488,135.1899969,Ad,15,9,48.38704182
49482,258.9567396,179.1118653,Ad,20,18,106.4201502
49483,214.5315055,280.0768452,Referral,14,11,153.6930569
49484,140.0075581,231.0028116,Organic,10,9,110.3702292
49485,209.1195706,235.382833,Ad,20,10,96.00706988
49486,177.2340531,141.0612668,Organic,20,18,26.99741132
49487,185.4256619,286.684973,Ad,9,13,122.3450639
49488,98.11055386,195.5000603,Referral,11,11,97.8791535
49489,128.9772135,279.9393707,Organic,23,11,111.6579326
49490,142.2191549,147.699626,Ad,15,13,79.23152787
49491,442.2055942,450.0546484,Organic,7,1,78.40877007
49492,403.0858361,122.1699081,Ad,28,23,111.0732282
49493,196.5517614,125.0529711,Ad,13,17,17.09296501
49494,298.7690279,110.4467418,Ad,9,19,134.2477258
49495,287.4237136,86.12096517,Organic,20,16,44.69070043
49496,131.7519837,93.88005655,Ad,18,22,84.99531828
49497,96.16896581,166.7904601,Ad,10,10,109.060611
49498,247.7420056,138.3695982,Referral,5,5,11.56202634
49499,176.0937052,204.0484809,Organic,16,14,236.3544222
49500,106.7783381,120.8778876,Ad,11,12,42.1422543
49501,84.5964514,135.0836691,Referral,26,10,191.3921773
49502,180.8722769,258.5339376,Organic,26,34,91.79623791
49503,88.66543524,151.6260525,Referral,17,11,107.0704084
49504,127.2713628,232.3105554,Organic,13,14,73.60574115
49505,164.9411349,119.3635425,Ad,20,22,70.29615647
49506,152.5848709,195.8848235,Ad,14,20,98.15160628
49507,216.4153495,154.8465287,Organic,25,17,61.07745801
49508,367.5580725,175.6251029,Ad,23,26,26.67215132
49509,83.02742728,220.9498225,Ad,11,5,35.60314335
49510,305.6345028,311.4257706,Ad,25,35,89.34896187
49511,224.7274984,257.081909,Organic,7,19,85.91607404
49512,277.5757857,143.2785679,Ad,21,10,18.67751124
49513,230.3706284,300.5528421,Ad,7,8,88.63170239
49514,192.520562,319.0197314,Organic,13,6,91.89563398
49515,169.1219065,121.8858048,Referral,14,13,32.48834783
49516,155.2431712,305.1521995,Ad,14,20,60.03812913
49517,217.1325376,178.8939008,Organic,23,18,61.20288743
49518,162.0407485,50.8996373,Ad,14,9,27.53971266
49519,108.465611,285.2599357,Ad,11,17,99.42833506
49520,197.3911949,202.9510284,Referral,15,25,63.23328738
49521,135.1521171,106.7910233,Ad,18,18,159.5896245
49522,194.5201284,252.2056404,Ad,22,23,172.0455248
49523,159.3576206,192.7972743,Referral,23,26,213.3388083
49524,247.6472506,122.3286239,Organic,17,12,81.04993743
49525,273.1674987,151.6658935,Ad,31,28,125.9685413
49526,141.2126487,252.0972438,Referral,15,15,122.3527076
49527,152.2874967,157.7319839,Ad,22,14,131.9478415
49528,222.3574683,137.7572623,Referral,33,25,159.4462408
49529,188.9561861,256.4937882,Organic,18,10,20.88981616
49530,215.6524453,189.4270055,Referral,18,10,146.081345
49531,258.9256158,337.565048,Organic,5,5,121.5052819
49532,216.0756933,235.9804886,Organic,14,6,161.3532752
49533,244.3481308,95.32285996,Ad,15,7,28.76388805
49534,200.664335,198.1111355,Ad,28,15,40.11128733
49535,230.5004871,75.88099186,Organic,25,19,92.48384885
49536,128.0855902,144.9207042,Ad,10,20,101.3470088
49537,110.0302412,282.7752513,Referral,13,25,146.1613221
49538,102.4125336,193.020317,Referral,12,14,87.67236898
49539,222.7541814,170.8654058,Ad,27,27,133.1951868
49540,125.9201783,161.0673997,Ad,18,19,157.7055293
49541,247.7741271,189.7649365,Referral,6,9,42.13814516
49542,154.9927807,178.7410795,Ad,18,9,28.85740222
49543,205.2111602,229.701595,Ad,12,14,199.2882882
49544,518.2439552,681.8020808,Ad,10,2,183.8589492
49545,277.9912252,295.7928305,Ad,12,5,117.1377876
49546,200.2017206,280.6055482,Organic,8,14,139.895271
49547,259.2861265,175.615217,Ad,22,27,184.4046368
49548,212.9915574,233.7246403,Organic,7,7,135.2170134
49549,105.0849241,222.79463,Ad,16,12,143.3369395
49550,162.9587326,261.6972977,Ad,14,9,217.8571915
49551,126.9405444,282.6799352,Referral,17,14,12.50190776
49552,191.404033,168.2278279,Ad,12,11,63.79090369
49553,170.1010896,168.0234503,Referral,24,16,71.35000951
49554,173.6697202,207.1596481,Ad,19,20,125.5944473
49555,154.2700318,252.7681475,Organic,16,10,144.6105306
49556,168.4793598,230.8593461,Organic,23,33,81.29963138
49557,254.4197023,221.9842455,Ad,17,17,134.873182
49558,206.9770841,190.7009309,Ad,9,7,143.5845888
49559,127.3446366,167.2519888,Organic,18,21,121.4109578
49560,126.9239344,224.7184012,Referral,12,10,160.6158178
49561,252.2397134,349.7469195,Organic,11,5,153.1295868
49562,297.2097109,158.8777527,Ad,19,16,95.39764901
49563,187.5834081,170.3205967,Ad,14,9,151.3606288
49564,198.583129,285.2706872,Ad,12,21,171.8673826
49565,210.658503,121.7170227,Organic,18,16,108.7078893
49566,190.3233809,250.7953,Organic,14,19,45.51053818
49567,195.2192317,168.5939981,Ad,18,14,89.57398846
49568,197.8717785,99.93019653,Ad,32,25,86.44300853
49569,302.0025867,132.8874697,Referral,24,11,104.4451456
49570,103.0158098,163.3140575,Ad,18,25,68.56431965
49571,144.3918588,115.9113099,Ad,15,23,68.31944496
49572,152.6425048,196.1065362,Organic,19,13,54.12918762
49573,311.4805481,173.6145032,Organic,27,32,99.52880505
49574,79.70817265,203.0197129,Referral,19,18,100.3475979
49575,112.9707631,137.2063978,Ad,15,14,56.15714784
49576,167.8551227,288.966359,Organic,18,10,158.1036215
49577,101.4651182,280.4440149,Referral,9,15,31.23846415
49578,170.6079298,139.1735689,Organic,17,26,88.19824592
49579,131.9267954,220.576895,Organic,12,9,133.5182307
49580,108.5210282,184.9761774,Referral,22,9,135.550754
49581,189.1084743,193.0514169,Ad,21,15,134.5103282
49582,107.3792945,111.4995523,Organic,14,22,81.13075716
49583,224.3379872,278.8879097,Ad,11,5,105.6400007
49584,162.6312843,189.7706881,Ad,24,21,41.10721588
49585,174.2091153,234.5419253,Organic,14,18,178.3627719
49586,69.6441957,198.7845191,Organic,7,4,23.50310583
49587,210.7353049,168.0519514,Organic,19,9,120.4409508
49588,128.935181,115.3517045,Ad,16,18,126.7334744
49589,297.3146647,236.7079628,Ad,10,5,88.65949971
49590,114.9940216,159.52938,Organic,19,19,133.9862912
49591,180.7594866,112.2235285,Referral,14,18,64.33110436
49592,352.8846192,130.7713429,Referral,21,23,72.36454571
49593,141.6899946,164.9636538,Organic,12,14,108.0362952
49594,95.1215429,66.4019107,Ad,16,20,58.3187364
49595,266.1675837,130.6541752,Organic,15,6,118.2327524
49596,105.2051161,173.2719911,Organic,15,14,54.18056565
49597,291.1730765,144.8805024,Ad,9,11,89.76516216
49598,283.957764,240.1569292,Ad,26,17,125.8353728
49599,139.3812308,141.9618979,Ad,13,15,43.52106618
49600,150.100808,179.8914981,Referral,15,18,77.74185659
49601,166.5661938,160.2282705,Referral,29,27,202.9871587
49602,313.630369,151.042288,Ad,13,20,41.15585628
49603,200.8899373,356.3280322,Ad,22,17,58.64287593
49604,163.7914636,283.3771223,Organic,14,5,95.54773107
49605,180.5049299,132.1126379,Ad,20,17,103.8420012
49606,178.8591782,201.1777557,Referral,10,8,1.856021989
49607,106.6256039,89.6087645,Ad,19,19,65.58401997
49608,73.95203374,104.859592,Ad,14,14,116.5471455
49609,277.4008941,203.9580372,Ad,16,7,133.2276175
49610,56.58012537,145.5251732,Organic,11,10,80.87702381
49611,185.6558404,193.5172086,Referral,22,11,147.1877647
49612,179.8847905,234.0511769,Organic,25,22,78.77651556
49613,222.1515459,222.0424439,Referral,12,11,142.4767926
49614,229.5589871,273.0583495,Ad,8,4,121.1356342
49615,207.2230765,132.8756546,Ad,14,14,127.9228863
49616,168.4805381,178.775017,Referral,10,7,75.08014809
49617,184.9178203,205.1094338,Referral,20,18,105.1893166
49618,145.9608685,197.2372857,Ad,29,20,113.5597334
49619,158.3609106,154.7827414,Referral,10,6,28.42545076
49620,138.0173665,332.757957,Referral,10,4,61.27122776
49621,247.243754,230.312971,Organic,11,7,144.6956261
49622,233.9010446,177.3976218,Ad,12,11,137.0076535
49623,153.4369745,120.0551431,Ad,15,7,93.14690291
49624,246.7681757,146.2112641,Ad,19,16,176.6289488
49625,185.2922134,170.2461918,Organic,13,13,76.83934952
49626,227.5021884,221.8641728,Referral,12,25,163.6834763
49627,125.9383021,156.877676,Ad,15,7,110.6286636
49628,137.5316414,185.0494839,Ad,13,11,118.3887957
49629,257.0430072,252.1476231,Organic,13,20,233.9766223
49630,117.8770178,232.9461527,Organic,16,17,145.9667299
49631,128.7466956,203.1865169,Ad,20,12,35.36535627
49632,136.5426123,148.8697822,Referral,19,13,126.9007139
49633,138.4357667,186.8770055,Ad,14,22,79.34135801
49634,357.433657,333.1232863,Organic,10,9,141.852436
49635,131.8775895,184.5214184,Ad,16,8,68.66363589
49636,81.4882447,262.8506351,Organic,14,21,109.0786751
49637,269.8329269,283.0580729,Referral,8,11,163.9352272
49638,191.8444557,137.6435936,Ad,31,30,58.04436835
49639,58.66577042,202.97818,Ad,16,20,95.73385105
49640,264.8920737,268.0645769,Ad,16,16,175.9440773
49641,113.0184073,217.7950241,Ad,19,9,130.1408187
49642,184.3425775,177.7587618,Ad,9,9,7.397410118
49643,193.0126414,158.7722528,Ad,15,20,115.4869811
49644,258.3992381,176.4645532,Ad,25,22,47.67609658
49645,139.9956707,120.6061868,Ad,17,15,30.37300062
49646,152.5144294,256.468437,Ad,22,24,21.77843498
49647,212.679859,358.7821849,Referral,6,6,68.5027858
49648,302.9467298,228.3824233,Referral,26,18,87.44008022
49649,223.3363132,214.9697862,Referral,20,19,182.0864339
49650,175.2284484,181.745083,Ad,18,9,61.61156497
49651,187.1223797,294.769196,Ad,12,14,215.0835781
49652,151.3392184,301.7287128,Ad,21,20,63.06055947
49653,202.3198703,236.2436974,Referral,14,7,66.28472926
49654,191.8278383,240.9074695,Ad,24,22,71.76628186
49655,277.2925673,282.934376,Referral,8,2,74.10657818
49656,74.49510926,339.7726051,Referral,19,11,156.1276162
49657,312.9558936,243.7942162,Organic,18,21,57.84418436
49658,169.2055737,295.004772,Organic,19,20,93.31241236
49659,123.3525725,289.3459975,Organic,9,20,194.7659506
49660,238.6996485,269.9923929,Ad,14,10,85.55420544
49661,201.3099692,193.8699533,Organic,20,17,154.8137875
49662,209.2858208,240.3139174,Organic,17,16,141.5039754
49663,199.4176064,308.2980093,Organic,12,24,109.514001
49664,117.8558473,277.9469465,Organic,11,13,109.0830127
49665,158.4371083,257.0482406,Ad,11,11,195.3490315
49666,212.4594765,202.8226902,Organic,18,10,108.2721173
49667,318.7186293,99.02277394,Ad,26,18,178.2412769
49668,205.5342091,216.6948176,Ad,21,19,10.08912467
49669,232.4109917,310.0041134,Ad,12,10,119.2377232
49670,195.7903119,151.8661404,Ad,19,16,94.13680369
49671,55.89193635,84.5839026,Referral,16,18,128.4724791
49672,106.9721198,126.6503093,Ad,18,19,62.36426536
49673,295.1311086,120.0769079,Ad,19,9,65.52960506
49674,484.5250509,454.9910566,Organic,12,3,179.4969677
49675,148.4355661,303.4960073,Organic,8,2,53.85078566
49676,147.9279005,215.7926057,Organic,11,14,37.84085169
49677,302.1210684,298.0816443,Ad,11,2,60.04304619
49678,151.6184374,143.4823976,Organic,12,10,60.06740885
49679,129.4665352,181.9265664,Ad,14,11,81.06642847
49680,121.9856746,227.7722185,Organic,11,11,167.5255182
49681,196.4989404,123.5748825,Organic,18,18,44.31714243
49682,139.2566443,94.45108445,Referral,18,16,93.40810141
49683,240.9121662,208.8441479,Ad,11,9,59.05042604
49684,123.7603456,203.9320869,Ad,7,7,102.8238569
49685,165.2306819,162.3611056,Referral,10,18,104.239544
49686,153.2936276,221.8519198,Referral,10,20,92.45680916
49687,229.6531062,374.4098476,Ad,15,7,79.36187349
49688,194.8163945,195.0425363,Ad,12,6,76.68561715
49689,106.130566,206.5919636,Ad,15,9,86.9993019
49690,205.7779898,217.142313,Organic,19,19,121.6879588
49691,171.3315593,176.0076253,Ad,19,14,154.9560636
49692,146.7781462,267.9653875,Ad,22,22,123.7064411
49693,282.290206,141.4248628,Ad,17,23,80.57813157
49694,129.4571156,189.5698597,Organic,17,23,101.5707956
49695,184.2850253,245.439694,Organic,13,3,42.3027713
49696,121.7135942,180.9748756,Organic,24,33,145.221941
49697,173.2845014,104.8289722,Organic,15,28,70.03459907
49698,184.3180143,155.1008357,Organic,9,12,51.44023961
49699,191.1337888,278.1424881,Organic,11,6,128.1969955
49700,159.0187795,180.7244448,Ad,15,9,76.37345063
49701,209.1417903,335.202758,Referral,11,5,128.1867615
49702,187.3400626,113.7505179,Referral,13,12,103.283415
49703,89.87001457,245.6028301,Ad,14,26,127.6022654
49704,242.0261213,140.7083366,Ad,26,34,68.63841294
49705,176.2869309,172.6512718,Ad,13,12,131.3870481
49706,105.2710195,214.1590281,Ad,23,9,182.0126231
49707,253.6897977,204.7244764,Organic,16,12,92.51536664
49708,227.1824649,364.5200454,Referral,14,5,84.04117972
49709,122.3592763,217.4042881,Ad,29,19,90.70396998
49710,131.468136,196.2862968,Ad,13,6,106.6906724
49711,74.12458317,151.5745916,Ad,16,12,83.94564455
49712,116.2933249,213.7384563,Ad,14,7,127.2112025
49713,212.7765483,199.5976142,Ad,9,11,132.1877471
49714,166.3700631,147.3218785,Ad,15,8,116.7228261
49715,245.8262263,168.2022698,Ad,27,22,84.7423146
49716,145.821484,241.5741944,Organic,18,15,81.51575201
49717,202.9777947,414.2233807,Ad,12,18,84.36150437
49718,279.0339492,165.6707345,Ad,7,8,102.7767079
49719,321.4743948,74.93288558,Ad,20,30,121.3105579
49720,261.6732358,347.701776,Ad,14,3,118.8607493
49721,188.6354985,222.801279,Referral,17,13,100.6275248
49722,126.2118173,124.3603963,Ad,20,18,81.14326883
49723,207.6234222,159.9870164,Referral,21,23,99.39871995
49724,162.3670171,285.4437157,Organic,17,13,153.1182371
49725,137.8846808,298.3683547,Organic,17,9,133.1167329
49726,120.3191806,246.6574433,Organic,6,11,130.0247593
49727,223.5246151,371.3347694,Organic,14,7,165.3603332
49728,135.5178552,164.9468021,Ad,20,13,131.3738458
49729,112.6304645,152.4502684,Ad,19,19,110.0060213
