outcome,treat,channel,recency,frequency,monetary
249.9391465,1,Referral,9,11,139.6729157
84.87978272,1,Ad,10,3,5.503806475
141.0694042,1,Ad,29,24,87.91851717
298.1802084,1,Organic,11,10,120.906699
202.2690104,1,Ad,17,15,79.53601585
196.6276149,1,Organic,19,22,201.6463347
186.3706052,1,Ad,16,12,3.904737533
288.9148708,1,Referral,20,22,137.8670388
175.7053053,1,Referral,13,8,33.71059762
345.1638283,1,Organic,13,11,35.72795916
112.6841996,1,Ad,19,24,140.342191
256.4003514,1,Ad,11,20,6.3896164
107.9826899,1,Referral,24,23,54.30495037
251.2922294,1,Organic,11,8,80.85425788
367.9269739,1,Organic,13,19,120.9540886
108.4292058,1,Ad,19,19,101.7799898
134.9021648,1,Organic,12,17,45.83147602
203.6835028,1,Ad,13,13,110.018771
190.597448,1,Ad,10,15,171.0224458
168.6752007,1,Ad,14,17,154.0729969
230.1389972,1,Ad,7,10,128.0068699
181.6714942,1,Organic,19,15,78.40371623
154.3398901,1,Ad,21,16,83.44089282
178.7823939,1,Referral,22,17,52.59248187
187.6207353,1,Ad,19,19,162.669575
276.626176,1,Organic,14,10,80.99508456
144.3333986,1,Organic,17,23,91.71784203
173.5075685,1,Ad,13,12,129.3903049
402.4275303,1,Organic,22,6,49.71977611
243.4065952,1,Referral,16,13,64.54479791
143.7915052,1,Ad,15,18,153.6128381
127.9354533,1,Ad,24,14,24.33444889
268.9085938,1,Referral,7,6,123.9518271
306.3048801,1,Ad,5,2,55.56001603
182.1440013,1,Organic,21,22,138.0134375
188.8047194,1,Ad,22,10,133.1014869
243.5341644,1,Organic,10,7,144.5757115
224.0479385,1,Ad,10,5,7.917586829
182.6122486,1,Organic,14,37,97.67534182
198.1725021,1,Referral,10,15,73.80962019
112.334432,1,Organic,11,12,31.95884101
161.9274052,1,Referral,16,7,27.37394501
220.5911211,1,Referral,10,6,109.2277861
116.5169365,1,Organic,16,10,58.02766511
166.8184169,1,Referral,7,11,124.9399593
302.0402678,1,Organic,9,2,77.20093172
399.4485864,1,Ad,9,4,165.0035245
225.3218694,1,Organic,18,19,70.3610042
171.3568201,1,Ad,19,20,157.1098441
257.6730747,1,Organic,21,13,23.86962441
290.6498465,1,Referral,20,15,121.6789178
202.4973184,1,Organic,22,11,48.44834391
267.1450056,1,Referral,13,11,156.8972018
455.8441631,1,Organic,10,3,134.9512026
131.3384888,1,Referral,21,26,58.91702949
244.4481311,1,Referral,13,10,122.4964003
332.9075773,1,Organic,12,9,81.36340367
151.2206522,1,Ad,17,18,43.03242699
162.5376821,1,Referral,18,8,21.31975293
175.4164246,1,Organic,13,9,125.3202981
219.6601325,1,Ad,16,14,103.2876527
317.1881675,1,Ad,16,15,103.9603896
338.0651923,1,Ad,12,2,56.18427363
392.7680023,1,Referral,14,24,70.67594128
138.5680978,1,Organic,14,11,28.70065447
207.2140199,1,Referral,12,9,30.42675196
168.2717404,1,Organic,11,12,47.42430488
237.8692036,1,Ad,21,30,150.5330828
130.6941952,1,Ad,21,22,43.76033414
195.9291208,1,Ad,9,17,108.5928717
304.1614279,1,Ad,12,19,193.928919
220.2224545,1,Organic,9,7,60.673683
141.1803442,1,Organic,16,12,93.68285786
309.1880464,1,Organic,13,12,149.0215227
149.8831442,1,Organic,15,10,123.4781428
170.9923227,1,Organic,19,22,85.0250387
65.69313425,1,Referral,13,21,59.24488626
164.6826002,1,Ad,15,20,69.41357241
166.323218,1,Organic,20,17,195.5162722
138.5613505,1,Ad,23,27,20.88904876
244.2899389,1,Ad,21,16,109.6340094
169.1091558,1,Organic,14,17,39.23065824
392.5444255,1,Organic,8,7,140.8487949
208.3663641,1,Ad,14,6,88.0505709
422.1335243,1,Organic,11,3,129.6608701
220.651474,1,Organic,19,6,16.16923907
118.6004031,1,Ad,21,6,41.87240717
313.0108645,1,Organic,9,13,131.1395413
243.9510825,1,Ad,24,12,203.891474
288.4904148,1,Ad,10,6,87.49011358
281.3962331,1,Referral,13,7,166.5070112
346.6002616,1,Referral,11,4,149.2042315
98.00413357,1,Ad,14,17,45.54695663
322.8089644,1,Ad,13,9,116.214954
226.2901873,1,Ad,14,14,81.87826696
139.0980451,1,Ad,12,5,22.46018616
232.1436279,1,Organic,14,5,109.8722426
234.0687916,1,Organic,16,15,110.7367329
175.5398959,1,Ad,14,11,94.2377412
198.8073883,1,Referral,15,11,102.5747214
228.8142247,1,Referral,13,14,40.85741135
187.7496411,1,Referral,23,29,134.4961309
157.3297682,1,Ad,20,12,62.95451986
105.2938387,1,Ad,15,21,162.9239969
136.8768633,1,Referral,20,18,114.7543228
183.7632145,1,Ad,20,10,126.6644809
178.4188564,1,Ad,29,14,184.4825119
211.0559418,1,Organic,16,14,155.7742855
193.1427309,1,Ad,17,26,202.7048102
330.7440601,1,Organic,8,15,167.1269117
182.3146751,1,Organic,12,7,51.27955372
195.5706619,1,Ad,15,13,40.87776161
174.989902,1,Organic,17,19,86.90536169
175.0462431,1,Ad,31,28,164.0354336
260.4038286,1,Ad,33,35,70.28314021
177.5872725,1,Ad,22,22,74.4737252
184.6964621,1,Ad,19,20,188.6874012
119.1336655,1,Ad,16,20,70.60184962
230.6351039,1,Organic,12,13,111.5862097
279.8292099,1,Organic,13,11,80.40803147
163.349725,1,Organic,12,7,30.62607983
218.1477718,1,Ad,13,12,82.49808415
179.706924,1,Referral,9,20,91.21323552
373.2955038,1,Organic,11,9,120.1276053
139.657542,1,Referral,16,17,134.8815088
170.7195994,1,Ad,12,12,67.83995967
86.20386559,1,Ad,16,19,73.24910914
316.6752312,1,Ad,11,6,194.3394979
117.0318904,1,Organic,13,17,87.2913788
238.1395555,1,Ad,15,9,124.6222973
186.9872994,1,Organic,17,13,135.4801746
211.0483866,1,Referral,18,7,86.76753524
228.7520017,1,Ad,15,10,199.9289304
210.9860339,1,Organic,19,9,97.98130435
306.7821879,1,Referral,12,11,196.7368451
366.6142694,1,Ad,18,19,121.3001616
166.6493609,1,Organic,16,14,134.8915067
224.9734202,1,Ad,12,14,76.43282405
197.1212498,1,Organic,16,13,123.4631865
234.2730213,1,Referral,11,12,125.6673157
131.4319032,1,Organic,13,13,96.37566413
213.054906,1,Ad,14,10,51.36641252
696.9391785,1,Ad,14,2,215.2712944
314.9899402,1,Ad,13,11,28.60427362
228.3183035,1,Referral,25,25,101.1821221
182.4498026,1,Ad,21,25,61.13695047
176.8231526,1,Ad,15,22,34.24701991
165.9553281,1,Ad,21,15,226.1692978
208.8569339,1,Ad,22,16,46.93218874
223.0898648,1,Ad,15,10,128.3322888
201.8353626,1,Ad,15,6,5.779982002
148.887533,1,Referral,13,11,110.9802473
265.9722493,1,Ad,15,15,192.4151948
251.1410759,1,Organic,17,12,124.2291702
156.4832008,1,Referral,15,17,38.49067157
153.0241266,1,Ad,17,16,129.2309533
136.0054023,1,Organic,22,32,146.2427438
139.343472,1,Organic,18,9,87.35630068
174.2080209,1,Ad,18,13,116.2033288
209.3722359,1,Organic,8,16,116.1976459
345.7460078,1,Ad,14,17,90.56674466
195.3619769,1,Ad,28,37,26.13707742
206.9764247,1,Organic,20,16,75.21212272
333.3002534,1,Ad,21,15,11.29942146
189.9741101,1,Organic,20,18,49.11714739
269.3705173,1,Organic,10,7,154.8250218
183.1180023,1,Ad,16,5,46.27707418
156.2751048,1,Referral,17,12,53.72021377
139.863295,1,Ad,11,13,84.6652352
337.3292767,1,Referral,8,4,150.3606215
190.1142436,1,Organic,21,16,82.27470813
135.4004131,1,Referral,14,15,112.2964557
211.413138,1,Ad,8,11,127.5565761
287.1046744,1,Organic,16,13,179.6999736
190.8649737,1,Ad,7,5,105.5857282
237.4377746,1,Ad,22,13,26.55467555
184.4751523,1,Referral,20,14,10.05482614
181.2414023,1,Ad,18,18,3.75321716
295.2440706,1,Ad,16,5,133.7317436
147.4550784,1,Ad,14,12,38.48385636
340.2925989,1,Referral,12,12,188.6895651
286.8736193,1,Organic,16,8,99.2527379
397.3635894,1,Referral,11,5,112.3204038
274.247471,1,Organic,14,15,156.2349035
118.5507561,1,Organic,24,36,153.1521262
302.435948,1,Organic,26,13,159.1484495
211.2562641,1,Organic,14,17,58.67562505
252.7852722,1,Referral,13,11,48.22600139
229.5767774,1,Organic,22,14,133.9288059
283.6141086,1,Organic,14,7,89.55296508
286.3382434,1,Organic,8,4,146.9932031
188.3619662,1,Ad,14,11,136.9247228
194.1802763,1,Ad,36,37,63.38181347
174.7866116,1,Ad,24,21,96.97784579
303.7993832,1,Referral,8,4,93.77346208
105.898753,1,Organic,18,15,41.69969434
310.7274584,1,Ad,25,17,41.86569819
214.4289182,1,Ad,8,6,85.50263239
142.0025335,1,Ad,13,7,135.4371237
153.766624,1,Referral,13,14,72.32706395
167.3943585,1,Organic,29,28,102.2879196
393.7094777,1,Ad,12,10,94.06903358
278.7204968,1,Referral,27,27,9.079184742
273.1676722,1,Ad,12,12,180.778115
198.4293354,1,Organic,13,20,135.1743076
168.4081406,1,Ad,13,7,58.84048881
215.2143454,1,Organic,16,9,91.6373149
227.785047,1,Referral,14,11,115.1102667
228.6898591,1,Ad,14,18,133.3079699
178.1160158,1,Ad,13,10,195.6910193
244.2944648,1,Ad,16,11,157.8758225
169.0125278,1,Ad,24,20,113.9391328
181.1820569,1,Organic,19,14,85.43892983
326.0913202,1,Organic,10,10,95.60370344
120.2385205,1,Organic,19,14,108.5743671
167.4707644,1,Organic,15,11,69.4118519
119.8435199,1,Organic,15,16,69.99546614
382.8509734,1,Organic,10,6,164.6151519
285.3822216,1,Organic,28,34,154.7704692
138.4345188,1,Ad,18,5,26.39791233
205.5983176,1,Organic,12,7,112.2308214
112.8978114,1,Ad,9,7,2.191406285
110.8457928,1,Ad,23,23,94.94332047
244.3340035,1,Ad,18,8,109.6658343
182.4698757,1,Ad,11,6,75.05384952
148.118149,1,Ad,11,7,21.62076549
174.9252406,1,Organic,14,14,1.728351442
187.2916549,1,Referral,10,13,164.2074198
292.9520726,1,Ad,11,9,176.1990328
187.5659698,1,Organic,15,12,2.306929134
210.111123,1,Referral,17,12,116.7032541
139.3823152,1,Organic,18,16,19.81028024
140.4235814,1,Referral,9,20,81.44364753
230.4995249,1,Ad,14,4,49.23442346
236.6174021,1,Referral,12,8,111.8214352
165.5602568,1,Ad,17,22,233.5844223
214.3772931,1,Ad,18,17,70.78011794
165.2015693,1,Ad,13,22,119.9846181
232.6938191,1,Ad,8,7,100.0350122
134.4895242,1,Organic,14,12,8.295283528
191.5049153,1,Ad,26,19,162.8062738
183.6091113,1,Referral,19,13,175.1398002
256.5643112,1,Ad,9,5,113.9828101
153.1006559,1,Organic,20,7,28.23889995
207.6931278,1,Organic,16,5,34.14613257
179.8066264,1,Ad,13,23,115.8259058
226.1189335,1,Organic,12,14,0.232784719
358.2879462,1,Organic,13,8,140.668534
262.6326692,1,Organic,19,19,102.8418944
187.6788275,1,Organic,15,27,163.4225179
221.9737561,1,Organic,13,13,175.5291219
198.2666327,1,Referral,18,8,99.70378851
237.7631183,1,Ad,16,18,108.1165411
204.7390742,1,Ad,20,14,62.54439054
210.4084665,1,Ad,13,24,69.66862523
129.5717295,1,Ad,19,25,29.08935297
149.0816951,1,Ad,17,15,71.88251316
214.7345209,1,Organic,20,10,85.30492965
229.4656534,1,Organic,14,8,61.76913982
282.1357175,1,Organic,13,11,94.56596088
194.7508509,1,Ad,17,29,108.3178421
258.2314804,1,Referral,20,10,135.6605583
136.3118497,1,Referral,20,16,66.38975497
139.1371227,1,Organic,9,10,120.6421115
181.8039072,1,Referral,16,10,109.1589996
194.4041708,1,Organic,12,13,99.74689722
236.099463,1,Ad,17,10,60.63519899
218.8874194,1,Organic,11,12,199.6887827
188.2149504,1,Organic,33,23,146.954549
301.2397369,1,Referral,11,11,152.0546303
164.6103152,1,Referral,13,11,44.00994217
214.395972,1,Referral,19,11,75.09308426
379.3758426,1,Referral,16,4,151.8328439
244.738136,1,Ad,23,24,71.86140739
115.8383718,1,Ad,14,22,33.04972503
254.6419559,1,Organic,12,5,78.09505578
57.1103339,1,Ad,17,13,3.387300867
255.1006243,1,Organic,13,7,131.4852792
175.5204752,1,Ad,23,24,135.0865833
281.8965815,1,Organic,7,16,84.80600202
139.0529293,1,Ad,16,16,142.4255021
260.7232767,1,Ad,13,5,52.20078129
288.6368454,1,Organic,19,17,95.14862032
313.3006127,1,Organic,13,12,143.0163988
173.8015982,1,Organic,15,12,86.0316497
93.49213143,1,Ad,14,20,126.7461145
142.8204045,1,Ad,20,22,125.6042149
310.8286243,1,Ad,15,9,70.49232344
94.97673986,1,Organic,22,20,92.72331617
269.3531586,1,Referral,7,6,71.97511187
185.9133125,1,Organic,35,31,110.8530356
232.2479781,1,Organic,14,11,110.9344005
189.4797769,1,Ad,24,22,126.8454672
296.7078332,1,Ad,10,16,94.21347124
117.4742225,1,Ad,16,14,33.46778613
156.5534031,1,Referral,24,16,222.6807465
129.470395,1,Ad,17,8,86.50859943
198.4063099,1,Ad,17,12,121.0358548
284.456611,1,Organic,10,9,53.75958058
82.22251599,1,Ad,16,27,56.00077774
161.7646482,1,Referral,19,13,173.7959417
157.8403276,1,Ad,24,38,78.45862076
286.4922114,1,Ad,16,8,146.567433
91.62602516,1,Organic,11,7,4.149237356
162.2596795,1,Ad,11,7,155.9699997
205.0736853,1,Organic,17,12,136.6567499
235.8688817,1,Referral,17,18,27.2355301
173.3547652,1,Organic,19,19,141.7873593
266.0395286,1,Referral,13,19,96.65230973
328.4392112,1,Organic,15,14,25.42516271
204.7388404,1,Organic,20,12,83.59858831
192.9857133,1,Referral,14,11,55.98856517
139.9005318,1,Organic,22,22,26.28118052
57.64714399,1,Organic,28,22,106.744762
278.1729363,1,Referral,4,13,86.4970181
600.4456504,1,Referral,9,3,105.8632021
145.7286599,1,Organic,14,14,102.7818435
244.9164747,1,Referral,19,12,63.49449407
407.2876579,1,Organic,10,10,171.1814369
107.6595261,1,Ad,15,13,78.07696628
158.8850256,1,Referral,23,14,169.2635573
257.7713477,1,Ad,13,19,155.9041587
142.9897542,1,Organic,19,17,91.91985118
367.1456189,1,Organic,6,2,81.57103422
210.989224,1,Ad,13,9,112.6967794
221.8388386,1,Ad,13,12,73.76444191
170.7913918,1,Referral,17,8,70.13572602
120.7322545,1,Ad,24,13,200.4014428
162.4547223,1,Organic,20,36,86.8143536
226.9515252,1,Organic,16,12,52.70240416
228.1331024,1,Organic,16,10,193.9309748
153.1886464,1,Ad,15,9,96.87512983
262.5719745,1,Ad,10,5,78.52612492
188.8324682,1,Ad,25,31,80.33102207
200.4314051,1,Organic,12,10,75.86312842
111.0253415,1,Referral,18,13,103.4274058
192.3700696,1,Ad,12,6,82.9154596
333.2147505,1,Ad,8,4,147.6409511
132.192391,1,Ad,19,26,79.3211053
184.4557009,1,Organic,10,22,103.1220631
204.5334651,1,Referral,30,30,43.74493263
329.3234713,1,Organic,9,7,196.1662642
239.8666059,1,Referral,10,7,95.6771217
173.9538252,1,Referral,18,14,176.6534172
225.2020565,1,Ad,21,16,0.358195406
248.3161197,1,Organic,18,8,219.0434234
229.3240514,1,Referral,9,6,149.3331817
326.9203755,1,Organic,7,15,131.7075201
247.0267348,1,Ad,13,7,134.6855491
104.4486976,1,Referral,19,15,156.6033012
262.9426337,1,Organic,10,4,115.404662
189.9654047,1,Ad,10,13,161.3586551
175.5214598,1,Organic,15,12,96.16131241
333.6236929,1,Ad,10,5,110.5774383
305.0108817,1,Organic,26,17,57.69894848
226.6613847,1,Organic,20,18,84.25026302
346.9421767,1,Organic,13,4,128.3469635
137.5873139,1,Referral,19,19,36.15390178
331.9446429,1,Referral,13,7,108.3477483
171.0255726,1,Ad,13,10,19.53377148
343.2863466,1,Organic,12,4,106.1913648
222.7866581,1,Referral,11,8,3.863197269
151.170323,1,Referral,18,17,31.26187819
372.4599515,1,Organic,16,4,142.0288411
175.8494056,1,Organic,15,13,187.2535888
116.3057914,1,Organic,17,14,34.69214519
165.8359224,1,Ad,24,30,137.6191981
177.1530067,1,Ad,11,10,180.0457352
176.0649326,1,Organic,18,33,131.6566603
162.9142529,1,Referral,20,11,95.69853047
190.308596,1,Referral,19,37,86.86508066
175.8253735,1,Referral,14,13,103.6482119
163.7161543,1,Ad,15,5,85.74050389
349.1250083,1,Referral,8,17,104.7086005
65.68418244,1,Ad,17,20,72.11668581
172.9869545,1,Ad,12,18,25.58210388
153.3010735,1,Referral,15,28,82.64730797
135.1644463,1,Organic,15,14,99.17194981
183.4221962,1,Organic,26,18,70.41612977
389.011576,1,Ad,19,17,250.7724209
293.160697,1,Ad,10,4,104.5365221
138.9951962,1,Ad,17,22,102.4752769
186.4548236,1,Organic,11,13,160.0845889
423.1990355,1,Organic,5,3,97.38597899
192.6693847,1,Referral,12,17,17.71166668
182.4815575,1,Organic,29,31,15.19371197
205.7328972,1,Ad,18,14,128.9690074
311.0543305,1,Referral,15,16,167.0087821
280.3264088,1,Ad,14,8,78.3863084
165.4445145,1,Referral,17,12,52.95910232
224.8247294,1,Ad,15,8,133.363353
315.5446242,1,Referral,9,12,172.3439511
238.8415008,1,Ad,11,16,28.94203232
176.8789614,1,Ad,19,23,64.11742896
178.9120418,1,Ad,27,29,41.24670812
130.6033019,1,Organic,13,13,60.97387981
252.8536621,1,Organic,17,17,103.9526263
602.5606913,1,Referral,13,2,159.9143886
243.028166,1,Organic,14,19,143.5893067
226.8968941,1,Referral,16,11,130.3821426
273.4639347,1,Organic,17,23,137.0454602
138.514955,1,Ad,10,7,70.65261833
144.0665229,1,Ad,16,8,8.20812168
192.857527,1,Referral,26,13,58.23593213
203.6859256,1,Referral,14,7,107.6834265
283.4704956,1,Ad,10,4,67.58260535
234.7704561,1,Ad,11,9,173.8557696
129.399175,1,Ad,19,12,107.6933503
131.481975,1,Organic,22,13,148.9574298
218.758199,1,Ad,19,15,107.9915815
137.9886622,1,Referral,15,17,35.3361313
186.7779563,1,Ad,12,6,106.428198
156.4062179,1,Referral,20,26,62.40853875
244.0570806,1,Organic,9,12,110.8352477
323.5384826,1,Ad,14,19,131.6058384
136.4790894,1,Referral,24,15,134.3503696
172.9295573,1,Referral,15,7,86.0359716
306.0775947,1,Organic,7,8,34.23331093
157.809101,1,Ad,17,19,111.2587027
155.1503708,1,Organic,20,19,67.72663274
121.3429992,1,Ad,19,19,149.1466495
172.9905567,1,Ad,15,16,141.9011632
200.1022831,1,Ad,13,7,11.82083282
252.121884,1,Referral,13,10,244.4158334
189.9269004,1,Referral,17,12,128.0680204
144.6005154,1,Ad,17,18,54.44752297
169.8690691,1,Ad,20,15,154.5220714
153.314569,1,Organic,27,20,113.9575194
178.1963738,1,Organic,12,13,105.403356
155.2802634,1,Referral,16,16,193.7220588
220.5574037,1,Ad,24,27,112.0145494
221.1833851,1,Referral,10,13,80.65349205
189.9776016,1,Ad,19,19,82.10930268
256.0427916,1,Organic,16,10,79.25665278
263.5005349,1,Ad,13,5,117.3904198
185.8747795,1,Ad,16,9,200.8519841
155.6692125,1,Organic,19,14,91.08842955
302.9904584,1,Ad,12,9,183.6098228
310.1365557,1,Organic,13,9,190.7399915
228.9677332,1,Ad,22,13,12.98551925
180.0409359,1,Referral,13,11,64.5170109
205.4435215,1,Ad,19,22,56.43353306
227.9299047,1,Ad,10,5,130.1219859
420.7894641,1,Organic,13,11,157.5809995
186.2959135,1,Referral,21,27,57.0356342
119.6679566,1,Referral,17,18,44.89595845
134.5980701,1,Ad,17,20,24.1882034
161.2392316,1,Ad,14,11,106.2097412
124.0422196,1,Ad,21,24,117.162536
228.6147465,1,Organic,9,6,139.3404222
252.0043337,1,Ad,19,19,3.665951437
118.3460286,1,Ad,15,12,94.66636787
188.404968,1,Organic,8,8,70.98584035
188.355018,1,Ad,15,12,158.1110842
194.7331388,1,Ad,13,11,82.13632494
202.6010107,1,Referral,17,28,105.7553338
88.44384837,1,Ad,14,13,40.49225796
244.1246366,1,Organic,16,27,27.891587
154.260901,1,Referral,11,11,81.94730825
191.4797425,1,Organic,14,8,66.46181331
224.511086,1,Ad,15,23,100.4462006
243.863245,1,Ad,23,22,114.420017
61.48239085,1,Ad,17,27,16.87395504
273.3112109,1,Ad,14,6,99.21529409
197.0198068,1,Organic,14,17,182.8113907
155.6825174,1,Ad,19,9,106.9977621
307.9899685,1,Ad,9,13,122.1376772
141.320316,1,Referral,20,22,33.84578116
255.4009152,1,Ad,12,7,163.1920034
95.16126122,1,Ad,13,10,51.68689452
184.8253991,1,Referral,10,12,129.0005236
268.2816374,1,Ad,12,16,50.53248039
183.7095689,1,Referral,26,31,96.08414045
180.9158898,1,Ad,24,30,140.0983908
158.7302161,1,Referral,13,11,59.86463221
252.5030425,1,Ad,23,27,72.86441101
144.9741121,1,Organic,16,18,108.9659483
172.3075055,1,Ad,24,21,179.1540052
146.6204352,1,Ad,14,5,49.29071654
288.0051825,1,Ad,11,3,116.5158979
179.4546986,1,Organic,11,7,32.63844913
198.2997547,1,Referral,19,6,45.36173162
172.2992069,1,Ad,22,14,98.32108754
104.6181737,1,Referral,23,19,24.689347
189.0959958,1,Referral,16,7,102.1139604
96.83716734,1,Ad,20,17,140.3908994
138.1828295,1,Referral,17,17,88.73813666
229.5756399,1,Referral,17,27,98.85877555
123.4258961,1,Referral,17,18,94.50169613
255.8622245,1,Referral,13,15,139.4658707
115.429087,1,Organic,26,32,200.3845443
231.1684673,1,Organic,18,25,126.7891963
87.24247323,1,Ad,19,27,45.10706678
275.0246789,1,Organic,11,9,96.84334373
236.7023513,1,Ad,20,13,85.76845879
402.8340616,1,Organic,9,2,100.7011889
181.2305272,1,Referral,20,7,66.50496658
234.9859199,1,Organic,22,19,85.73502312
337.5051069,1,Referral,7,3,126.0237633
243.1519571,1,Ad,15,14,40.39609683
123.2404754,1,Organic,17,25,86.41409123
198.9061294,1,Ad,24,22,38.83554122
331.9411261,1,Organic,10,2,83.97671649
141.4260977,1,Ad,26,19,116.0187227
162.0683591,1,Referral,17,16,151.0846796
109.2015363,1,Ad,18,21,86.5598457
203.8830977,1,Organic,15,7,115.2748412
260.3656471,1,Organic,19,21,79.7476799
261.2156958,1,Referral,18,15,24.87550001
324.6619765,1,Organic,19,7,182.0454511
215.6028507,1,Ad,26,13,81.00529426
120.3995301,1,Organic,18,12,22.96959861
189.0631653,1,Ad,8,6,127.9035682
207.9311027,1,Referral,19,19,90.82036656
105.7110335,1,Referral,15,12,32.85313663
217.5469423,1,Organic,16,18,233.1562731
138.4131694,1,Ad,16,21,98.13862512
177.0716395,1,Referral,13,28,160.1610503
158.6058762,1,Ad,21,33,162.624416
281.2074169,1,Referral,10,13,118.0337941
97.47929317,1,Organic,20,12,115.545602
352.7029198,1,Ad,19,22,96.87636474
231.7671828,1,Organic,12,14,113.8954993
214.0784395,1,Organic,14,16,111.297158
261.823201,1,Ad,15,27,71.96552408
166.3154248,1,Organic,10,13,19.66682618
281.174145,1,Referral,20,19,13.63779897
183.5366039,1,Organic,20,14,217.7843433
319.3000486,1,Ad,13,10,58.59440373
237.5414908,1,Ad,11,6,77.29891069
197.6489987,1,Referral,22,13,178.0962034
281.1180853,1,Organic,8,6,168.0096604
177.5041088,1,Referral,18,19,116.3333391
183.96744,1,Organic,31,21,83.54649907
227.5948495,1,Organic,10,5,71.27255778
191.6245598,1,Ad,22,20,156.6854993
256.7033685,1,Ad,14,9,60.41149048
166.8827946,1,Referral,18,13,141.6098426
174.8543233,1,Organic,14,16,46.970975
209.7532123,1,Referral,28,39,79.06163862
259.5378611,1,Organic,19,19,36.93103637
95.70930252,1,Referral,20,16,102.6170401
209.6202197,1,Ad,13,8,104.4536933
162.7127856,1,Ad,11,11,46.85205958
103.5692181,1,Organic,28,16,164.4786327
174.6938299,1,Ad,18,23,46.96310617
246.9415834,1,Ad,13,10,175.4399574
274.4984252,1,Referral,15,7,182.1658812
196.9445534,1,Organic,18,14,104.7990272
193.4765274,1,Ad,13,10,109.8908147
221.4065684,1,Organic,8,17,123.4507157
183.0706366,1,Organic,17,11,52.92974267
172.8224392,1,Referral,21,9,52.41737113
141.6071527,1,Organic,19,16,141.9569945
337.3464828,1,Organic,9,7,139.7942281
150.9579627,1,Referral,25,21,125.8392725
306.3224998,1,Referral,8,3,92.31895707
203.0788673,1,Ad,26,19,88.95195637
276.8399257,1,Organic,15,12,55.76869919
89.43440964,1,Organic,25,35,146.7993077
214.380124,1,Ad,14,13,80.42158304
146.6551083,1,Organic,24,31,42.05477717
274.6686054,1,Ad,17,11,146.6554302
225.8237855,1,Referral,15,17,101.5891472
379.5820527,1,Ad,12,4,177.7798347
310.4392226,1,Ad,17,11,115.0761777
261.638867,1,Ad,11,11,154.6770317
238.2550595,1,Organic,28,22,184.4068492
184.4997438,1,Referral,20,18,90.19104943
73.68930501,1,Ad,22,20,110.3290461
244.9850796,1,Ad,19,14,70.19749486
118.7024211,1,Organic,23,22,39.13587398
185.1765382,1,Ad,11,9,38.92776672
141.5183357,1,Organic,15,9,83.5011357
139.2568468,1,Organic,19,8,109.1262759
252.8813515,1,Organic,7,6,103.7678239
103.5892451,1,Ad,12,3,25.53935483
169.0558041,1,Ad,14,14,99.35281189
112.7801645,1,Ad,22,19,38.79149972
196.1380471,1,Referral,19,5,56.75454177
140.3507662,1,Organic,17,19,74.11206926
148.4581678,1,Ad,14,11,128.1776993
164.6240536,1,Ad,18,15,87.668546
232.2593072,1,Organic,17,16,94.87428058
246.4446526,1,Ad,23,20,44.00509437
278.9801185,1,Organic,14,16,137.2642138
169.8118409,1,Ad,14,16,31.02537914
155.5363332,1,Referral,11,11,24.12168853
250.6891847,1,Referral,15,18,175.9567504
357.628907,1,Ad,11,3,135.964509
137.278353,1,Ad,25,38,183.1068545
462.2841581,1,Organic,9,4,159.3667975
60.48373144,1,Ad,21,27,71.72722909
204.5307125,1,Organic,19,12,86.47447869
99.95896913,1,Ad,22,20,56.40970125
219.5417646,1,Ad,14,9,142.5074648
358.7875782,1,Referral,12,11,64.31554355
151.1002494,1,Organic,20,32,125.3724564
353.5138668,1,Ad,11,7,177.0360953
274.7780817,1,Ad,11,9,104.231283
187.367419,1,Ad,5,10,102.1906162
204.3829747,1,Referral,21,22,29.44796544
575.0095442,1,Organic,15,2,193.0651969
154.7089103,1,Organic,27,14,63.11836317
177.6819449,1,Ad,14,7,170.8546787
372.5551123,1,Ad,13,4,128.1926851
240.8218103,1,Ad,12,6,111.1353269
141.6405461,1,Referral,29,19,70.03073846
245.9416729,1,Referral,24,16,38.97854212
213.0033932,1,Organic,14,4,62.32905121
260.7554378,1,Organic,20,10,131.3352206
308.4846757,1,Ad,8,7,115.8406406
247.8780125,1,Organic,14,8,34.8300219
143.8082748,1,Ad,12,11,116.2691093
125.8543552,1,Ad,14,13,13.32087989
209.5635501,1,Ad,14,21,168.9768851
236.6907269,1,Organic,18,19,152.3176883
250.2524005,1,Organic,10,6,115.3680732
208.5771401,1,Organic,22,15,64.12291438
253.969102,1,Ad,14,14,118.592477
89.15914157,1,Ad,15,12,98.461354
172.844972,1,Ad,13,18,4.577326656
129.1807594,1,Organic,10,6,28.65319529
160.8648836,1,Organic,25,11,132.4212113
251.6660162,1,Ad,6,4,50.82491014
168.0633275,1,Organic,16,12,97.22921003
199.596078,1,Ad,16,10,143.145024
279.8306592,1,Referral,14,9,57.19431546
187.5039612,1,Ad,27,35,122.1778312
166.4597854,1,Organic,29,19,118.9543141
267.2508571,1,Organic,20,10,100.5147757
192.2710902,1,Referral,6,7,52.00815663
730.7643662,1,Referral,9,1,127.6733591
182.3315035,1,Ad,20,11,68.7397797
276.8925286,1,Ad,19,11,146.7540347
250.4513582,1,Referral,18,15,117.3578419
224.6858024,1,Ad,14,7,132.5726824
160.8137277,1,Ad,18,18,68.53131476
231.8644437,1,Ad,14,14,114.9435049
