net_tfa,age,inc,educ,fsize,marr,twoearn,db,pira,hown,e401
600,30,0.7884,8,2,0,0,0,0,0,0
-762,33,3.5757,14,1,0,0,1,0,0,0
-15047,31,0.732,16,2,0,0,0,0,0,0
-500,55,1.8468,9,1,0,0,1,0,0,0
0,43,1.05,8,5,1,0,0,0,0,0
3788,43,2.3667,12,1,0,0,0,1,0,0
2400,30,2.565,12,1,0,0,0,0,0,0
19513,54,3.6636,11,3,1,1,1,1,1,0
999,44,1.296,10,8,1,0,0,0,0,0
23800,30,9.15,18,1,0,0,0,0,0,0
0,41,1.02,10,4,0,0,0,0,1,0
0,42,0.8937,11,8,0,0,0,0,1,0
0,30,2.8629,12,3,1,1,0,0,1,0
-3998,34,0.5865,16,4,0,0,0,0,0,0
-19450,28,6.8229,18,1,0,0,0,0,1,0
-8700,45,6.183,13,3,1,1,0,0,1,0
-4400,45,4.6071,12,4,1,1,0,0,1,0
12800,52,4.8,12,3,1,1,0,1,0,0
-14850,46,2.55,12,6,1,0,0,0,1,0
22499,53,3.78,12,2,0,0,0,0,1,0
0,31,2.1129,11,7,1,0,0,0,0,0
250999,50,16.2597,18,4,1,0,0,1,1,0
0,39,2.5416,8,6,1,0,0,0,0,0
-3288,26,0.1275,16,1,0,0,0,0,0,0
35000,34,9.2097,18,4,1,0,0,0,1,0
12618,59,2.1843,11,2,0,0,0,0,1,0
53258,37,8.5926,15,3,1,1,0,1,1,0
-2090,32,3.5751,14,4,1,1,0,0,0,0
-6600,50,1.9965,13,1,0,0,0,1,0,0
-24800,47,2.4996,18,1,0,0,1,0,0,0
-11760,43,2.7168,7,6,1,0,0,0,1,0
-4456,37,3.0942,18,3,0,0,0,0,1,0
-7450,57,2.3394,9,1,0,0,1,0,1,0
-29001,61,4.9002,12,5,1,1,0,0,1,0
-5646,29,2.04,14,4,1,0,0,0,1,0
-1000,33,3.144,16,1,0,0,1,0,0,0
-6127,41,3.5478,7,2,1,1,1,0,1,0
0,55,1.02,10,1,0,0,0,0,0,0
-2801,29,1.389,15,2,0,0,0,0,0,0
22499,60,3.9288,10,2,1,0,0,1,1,0
-1100,53,0.495,10,2,1,0,0,0,1,0
5290,52,4.7295,13,2,1,1,1,1,1,0
5000,35,1.1628,17,3,0,0,0,0,1,0
29000,30,2.94,12,1,0,0,0,0,1,0
-2200,29,2.268,12,6,1,0,0,0,0,0
-1751,32,4.1175,12,2,1,1,1,0,0,0
500,25,0.8889,12,1,0,0,0,0,1,0
110000,45,9.4776,18,1,0,0,0,0,1,0
-8900,37,5.028,13,4,1,1,0,0,1,0
-18700,47,2.715,14,3,0,0,1,0,0,0
21600,58,3.69,12,2,1,0,0,0,1,0
19600,27,0.6096,12,1,0,0,1,0,1,0
1500,28,3.243,12,3,1,0,0,0,0,0
0,40,0.8394,16,1,0,0,0,0,0,0
17517,42,4.9509,18,3,0,0,1,0,1,0
10220,49,1.8117,12,1,0,0,0,1,1,0
0,60,0.783,12,1,0,0,0,0,1,0
449,43,2.7792,12,3,1,0,0,1,1,0
7997,39,6.261,18,3,1,1,0,1,1,0
-19706,48,3.2349,11,4,1,1,0,0,0,0
92800,52,10.0596,18,2,0,0,0,0,1,0
-1490,30,3.4443,12,4,1,1,0,0,1,0
54997,55,2.7,10,2,1,1,0,1,0,0
2499,28,4.707,12,2,1,1,0,0,1,0
-15500,48,2.0592,15,2,1,0,0,0,1,0
299,36,1.2243,12,2,0,0,0,0,0,0
6973,44,8.4993,14,3,1,1,0,0,1,0
-3610,31,0.9369,12,3,0,0,0,0,0,0
26749,55,4.599,6,5,1,1,0,1,1,0
345603,52,11.0952,12,5,1,1,0,1,1,0
1499,46,5.6094,12,2,1,1,1,0,1,0
1200,50,3.1296,12,3,1,0,0,0,1,0
-5900,52,3.0045,12,4,1,1,1,1,1,0
343,38,3.1938,12,4,1,0,0,0,1,0
420,41,1.674,11,2,0,0,1,0,0,0
2200,48,2.8812,16,2,0,0,1,1,1,0
30849,31,2.2722,18,2,1,0,0,1,1,0
-26280,34,4.4775,16,4,1,0,0,0,0,0
800,36,0.4458,12,3,1,1,0,0,0,0
0,53,1.377,3,3,1,0,0,0,1,0
-600,44,4.725,14,1,0,0,0,0,1,0
12500,64,1.8738,11,2,1,1,0,1,1,0
0,38,1.5321,12,1,0,0,0,0,0,0
-870,31,2.772,13,2,1,1,0,0,1,0
849,25,2.0448,13,1,0,0,1,0,0,0
-1154,33,3.9234,14,4,1,1,0,0,0,0
-7200,47,3.9525,16,3,0,0,0,0,1,0
10325,56,0.1188,8,1,0,0,0,1,0,0
-4300,28,4.509,12,2,1,1,0,0,1,0
-4095,41,1.9413,12,4,0,0,0,0,1,0
2526,25,4.7322,16,2,1,1,0,0,1,0
76000,64,3.0432,13,2,1,0,0,1,0,0
-2050,26,2.643,14,2,1,1,0,0,0,0
11654,29,4.4952,13,4,1,0,0,0,0,0
-2400,46,5.6388,18,5,1,1,1,0,1,0
0,46,2.4126,12,8,1,0,0,0,0,0
1351,57,1.4676,12,2,1,1,0,1,1,0
1600,41,3.3225,18,1,0,0,0,1,0,0
7600,43,2.658,12,3,0,0,0,0,1,0
950,27,3.867,12,4,1,1,0,0,1,0
11599,37,3.8697,16,1,0,0,1,0,0,0
1247,44,3.57,13,4,1,1,0,0,1,0
255,38,5.7609,12,4,1,1,0,0,1,0
-1500,28,1.638,14,3,0,0,0,0,0,0
-250,37,2.0676,14,3,1,1,0,0,0,0
16500,33,10.83,16,4,1,1,0,1,1,0
-9000,28,1.968,12,2,1,1,0,0,0,0
43599,42,2.8515,12,6,1,0,0,0,1,0
6368,31,6.273,16,3,1,0,0,1,1,0
2000,41,1.2588,13,2,0,0,0,0,1,0
-7751,55,5.6103,12,5,1,1,0,1,1,0
13697,33,3.2442,12,3,1,1,0,0,0,0
1020,31,2.163,12,1,0,0,0,0,0,0
62950,40,9.9567,18,4,1,0,0,1,1,0
1800,45,2.4426,12,1,0,0,1,0,1,0
19550,29,3.765,16,2,1,1,0,1,1,0
-5800,38,4.44,16,1,0,0,0,0,1,0
-1925,56,1.4703,10,1,0,0,1,0,1,0
4035,53,2.8317,11,2,1,0,0,0,1,0
9600,59,2.3445,12,2,1,0,0,1,1,0
6075,62,0.6948,13,1,0,0,0,1,1,0
-5380,34,1.5684,16,1,0,0,1,0,0,0
2900,42,6.9375,16,1,0,0,0,0,0,0
21000,34,3.921,17,2,0,0,1,1,0,0
230500,45,7.6428,18,2,1,1,1,1,1,0
1400,63,2.5548,12,4,0,0,0,0,1,0
95,34,1.7253,12,2,1,0,1,0,1,0
33649,53,4.29,12,1,0,0,1,1,1,0
25550,60,0.3555,14,2,1,0,0,1,1,0
1152,48,2.6349,6,3,1,1,1,0,1,0
160,41,1.6287,6,7,1,0,0,0,1,0
300,34,1.3818,12,3,1,0,0,0,1,0
11350,32,2.4807,13,4,1,1,1,0,1,0
-7575,40,3.5688,12,4,1,1,0,0,0,0
-888,40,2.4645,12,5,1,1,0,0,1,0
-6900,25,0.825,14,1,0,0,0,0,0,0
400,41,1.3632,12,2,0,0,0,0,0,0
-80,30,1.398,12,3,0,0,0,0,0,0
-5551,32,2.4666,13,3,0,0,0,0,1,0
0,33,2.3601,10,4,0,0,1,0,0,0
249,55,1.5135,14,1,0,0,0,0,0,0
300,50,3.066,12,3,1,1,1,0,0,0
100,30,1.182,12,3,0,0,0,0,0,0
185500,51,6.522,18,3,1,0,0,1,1,0
6971,32,7.4862,18,3,1,1,1,1,1,0
12000,35,5.136,16,1,0,0,0,1,1,0
2000,29,1.797,12,3,1,0,0,0,1,0
-2681,39,2.1459,14,2,0,0,1,0,1,0
130,25,3.7236,13,3,1,1,0,1,1,0
0,64,1.02,8,2,0,0,0,0,0,0
4500,37,4.4316,13,2,1,0,0,0,1,0
11109,48,3.2565,12,1,0,0,0,0,1,0
500,41,3.495,16,3,0,0,0,0,1,0
35499,27,7.7781,18,2,1,1,1,1,1,0
-800,55,1.278,8,3,1,0,0,0,1,0
38177,60,3.9393,11,2,1,0,0,1,1,0
-920,31,4.4241,12,3,0,1,0,0,1,0
2029,53,1.9956,16,1,0,0,0,0,0,0
54253,52,5.0544,18,2,0,0,1,1,1,0
17600,37,5.958,12,3,1,1,0,1,1,0
4256,38,5.5377,12,4,1,1,0,1,1,0
-6900,41,1.917,16,1,0,0,1,0,1,0
-399,25,1.7646,12,3,1,0,0,0,0,0
-7000,34,1.7445,12,4,1,1,0,0,1,0
20200,27,0.924,16,1,0,0,0,1,1,0
12250,46,6.1521,12,5,0,0,1,1,1,0
90500,38,10.1886,16,2,0,0,1,1,1,0
13828,62,3.1692,8,2,1,0,0,1,1,0
0,54,1.08,12,1,0,0,0,0,0,0
-2350,25,1.3377,12,1,0,0,0,0,0,0
175999,63,6.1476,16,2,1,1,0,1,1,0
-16200,26,0.744,13,4,1,0,0,0,0,0
0,46,0.6,14,2,0,0,0,0,0,0
0,54,2.6316,12,1,0,0,0,0,1,0
2117,57,5.0916,14,2,1,1,0,1,1,0
-17300,42,7.3362,14,5,1,1,0,0,1,0
268,34,2.9205,12,6,1,1,0,0,0,0
-2462,28,4.8558,12,4,1,1,1,0,0,0
-500,40,0.6774,10,3,0,0,0,0,0,0
174999,52,1.6509,18,1,0,0,1,1,1,0
1800,49,2.5608,3,1,0,0,0,0,0,0
-10500,36,2.76,15,4,0,0,0,0,0,0
-2140,29,2.244,12,3,1,0,0,0,0,0
34418,32,16.9404,17,2,1,1,0,1,1,0
-8000,40,3.7368,12,6,1,1,0,0,1,0
0,38,9.2253,18,3,0,0,1,1,0,0
29648,30,8.5569,16,2,1,1,0,1,0,0
-300,46,0.2205,12,6,0,0,0,0,0,0
-3647,25,3.7371,16,1,0,0,0,0,0,0
350,29,2.394,11,3,1,1,1,0,1,0
-8538,31,5.7786,18,2,1,1,0,0,0,0
300,46,1.2018,11,1,0,0,0,0,0,0
650,38,1.5612,16,3,0,0,1,0,1,0
5855,59,2.6664,12,1,0,0,1,0,1,0
12899,46,4.752,15,4,1,1,1,1,1,0
-24500,55,2.3208,12,3,1,0,0,0,0,0
100,38,2.1978,12,1,0,0,1,0,1,0
0,30,0.6471,14,4,0,0,0,0,0,0
7000,25,4.1856,12,3,1,1,0,0,0,0
-16431,33,2.688,17,3,1,1,0,0,0,0
0,59,0.9705,1,1,0,0,0,0,0,0
3129,25,1.8162,13,1,0,0,0,0,1,0
2725,25,1.539,17,1,0,0,0,0,0,0
450,35,4.8615,12,4,1,1,1,0,0,0
0,28,1.77,10,1,0,0,0,0,0,0
-20,56,1.8402,12,4,1,1,0,0,1,0
300,49,6.015,14,3,1,1,1,0,1,0
1400,25,3.7257,18,2,1,1,0,0,1,0
1300,31,3.2589,12,4,1,1,0,0,1,0
1046,27,1.0857,12,1,0,0,0,0,1,0
22227,38,3.5247,12,1,0,0,1,1,0,0
-19425,34,2.943,16,2,0,0,0,0,0,0
13400,34,5.5986,13,6,1,0,0,0,1,0
0,40,1.215,12,1,0,0,0,0,0,0
2199,53,2.6295,18,1,0,0,1,0,1,0
-6705,32,4.9329,16,2,1,1,0,0,1,0
-2425,33,0.5868,15,3,0,0,0,0,0,0
-1900,55,2.9097,12,2,1,1,0,0,1,0
7999,47,7.497,12,4,1,1,1,0,1,0
14299,32,2.3718,16,1,0,0,0,1,0,0
184100,61,9.7044,16,2,1,0,0,1,1,0
2600,30,4.08,11,2,1,1,0,0,1,0
1850,37,1.413,18,1,0,0,0,0,0,0
-2400,54,1.8255,12,3,0,0,1,0,1,0
-8501,32,5.37,16,4,1,1,0,0,0,0
0,27,1.2369,12,2,0,0,0,0,0,0
59000,50,2.2824,12,1,0,0,1,1,1,0
-1889,48,4.1007,12,2,1,1,1,0,1,0
-21498,45,3.4002,12,3,1,0,0,1,0,0
-400,28,1.1832,12,1,0,0,0,0,0,0
18600,41,4.206,16,4,1,1,1,1,1,0
5499,64,1.809,9,1,0,0,1,1,0,0
0,28,0.8088,12,3,0,0,0,0,0,0
600,32,6.27,13,2,0,0,0,0,0,0
114900,63,2.9013,12,2,1,0,0,1,1,0
7,32,0.9228,12,1,0,0,0,0,0,0
1339,52,1.446,1,3,1,0,0,0,1,0
-2480,32,6.1722,13,3,1,1,0,0,1,0
2750,32,4.356,13,4,1,0,0,0,1,0
2100,32,2.6973,12,5,1,0,0,0,1,0
-300,61,1.743,12,4,0,0,0,0,0,0
17700,41,6.1953,14,4,1,1,1,0,1,0
-4050,40,3.5475,18,3,0,0,0,0,0,0
95,26,0.6663,12,4,0,0,0,0,0,0
0,25,1.122,6,4,1,0,0,0,0,0
0,29,1.02,12,3,0,0,0,0,1,0
2900,30,2.0559,14,3,0,0,1,0,0,0
0,42,0.9948,3,5,0,0,0,0,0,0
60015,37,2.655,15,2,1,1,0,0,1,0
1800,60,1.6149,12,2,0,0,1,0,1,0
-10700,35,3.6,18,1,0,0,0,0,0,0
110100,51,5.8959,14,1,0,0,0,1,0,0
334576,49,11.076,18,4,1,1,0,1,1,0
-6550,28,0.702,18,1,0,0,0,0,0,0
1400,28,4.323,12,1,0,0,1,0,0,0
0,29,0.6375,16,2,1,0,0,0,0,0
6834,47,4.2951,6,3,1,0,0,0,1,0
11700,40,5.235,12,2,1,1,0,1,1,0
100,26,2.046,12,4,0,0,0,0,0,0
1249,58,0.8745,8,6,1,0,0,0,1,0
-500,52,2.601,12,1,0,0,1,0,1,0
0,61,1.62,10,2,1,1,0,0,0,0
0,40,0.963,12,5,0,0,0,0,1,0
-2200,35,1.8576,11,5,1,0,0,0,1,0
137800,62,2.3535,16,1,0,0,0,1,0,0
99,30,4.1112,12,2,1,1,0,0,1,0
-7000,28,1.977,12,4,1,1,1,0,1,0
-1030,46,1.7652,12,4,1,0,0,0,1,0
32500,53,10.1949,12,3,1,0,0,1,1,0
955,40,1.464,12,2,0,0,0,1,1,0
11000,61,2.805,16,2,1,0,0,1,1,0
1368,29,4.3281,12,3,1,1,0,1,0,0
100,36,2.502,15,1,0,0,1,0,0,0
90,31,3.8319,12,3,1,1,0,0,0,0
300,38,1.0245,7,3,1,0,0,0,0,0
994,38,2.964,13,4,1,1,1,0,1,0
-57000,45,3.468,10,4,1,0,0,0,1,0
0,27,1.2954,12,5,1,0,0,0,1,0
300,32,0.96,11,2,0,0,0,0,0,0
591,37,3.5889,14,4,1,0,0,0,1,0
14899,63,4.1064,12,3,1,0,0,1,1,0
133,49,5.6253,12,3,1,1,1,0,0,0
20399,35,5.0424,13,4,1,1,0,1,1,0
1299,43,2.409,12,1,0,0,1,0,0,0
-9795,26,2.4168,13,1,0,0,0,0,0,0
5500,51,4.359,17,2,0,0,0,1,1,0
-400,56,1.9434,14,5,1,0,0,0,0,0
39400,59,3.3921,12,2,1,0,0,1,1,0
-5004,49,3.6933,16,4,1,0,0,0,1,0
6215,25,1.6938,12,3,1,0,0,0,1,0
1205,30,2.5122,12,4,1,1,0,0,0,0
0,54,0.918,6,5,1,1,0,0,1,0
200,38,4.3209,14,3,1,0,0,0,1,0
0,40,1.296,10,1,0,0,0,0,0,0
0,39,1.3338,12,6,0,0,0,0,0,0
0,47,1.785,7,6,1,0,0,0,1,0
12115,47,4.6983,12,4,1,1,0,0,1,0
42600,42,7.965,12,3,1,1,0,1,1,0
47900,58,2.205,8,1,0,0,0,1,1,0
34000,64,1.9374,12,2,1,1,0,1,1,0
1600,28,2.9427,16,6,1,1,0,0,1,0
4500,38,1.9416,12,2,0,0,1,0,0,0
14999,34,5.1408,12,2,1,1,0,0,1,0
28000,53,3.9978,15,1,0,0,0,1,0,0
0,36,2.04,8,5,1,1,0,0,0,0
37173,51,3.7971,15,2,1,0,0,1,1,0
0,45,0.996,12,4,1,1,0,0,0,0
-113,36,2.1369,12,2,0,0,0,0,1,0
2760,32,2.856,18,4,1,0,0,1,1,0
3699,48,7.059,18,4,1,1,1,0,1,0
-10391,30,0.3207,17,1,0,0,0,0,0,0
-3995,36,3.336,12,4,1,1,0,0,1,0
-3264,25,2.727,12,3,1,1,0,0,1,0
0,35,0.4653,11,5,0,0,1,0,0,0
0,43,1.125,11,5,0,0,0,0,0,0
-3000,34,4.95,16,3,0,0,0,0,1,0
8050,41,2.2335,13,3,0,0,0,1,1,0
100,44,1.2648,12,2,1,0,0,0,0,0
11400,26,1.5822,17,2,1,1,1,0,0,0
-248,41,1.458,12,3,0,0,0,0,0,0
40800,42,3.2025,14,1,0,0,0,1,0,0
7500,34,4.8786,13,4,1,1,0,1,1,0
249,41,3.4794,16,1,0,0,1,0,0,0
47000,39,5.94,12,3,1,1,0,0,1,0
0,27,0.84,12,3,0,0,0,0,0,0
80,29,3.9606,14,2,1,1,0,0,0,0
-5700,32,2.8872,12,5,1,1,0,0,1,0
0,49,1.6812,12,4,1,1,0,0,1,0
0,25,1.938,12,1,0,0,1,0,0,0
74350,36,1.977,12,1,0,0,0,0,1,0
100,37,1.071,10,1,0,0,0,0,0,0
-1200,27,2.874,18,1,0,0,0,0,0,0
200,37,1.104,13,4,1,0,0,0,0,0
-250,56,2.97,12,3,1,0,0,0,1,0
20,30,1.998,9,5,1,1,0,0,1,0
-1218,46,1.6374,6,6,1,0,0,0,1,0
2950,41,4.479,12,2,1,1,0,0,1,0
1849,53,2.9304,12,2,1,1,0,0,1,0
0,30,1.5966,12,1,0,0,1,0,0,0
-1200,25,1.02,15,1,0,0,0,0,0,0
223075,30,6.375,16,1,0,0,1,1,0,0
220,43,4.5594,9,7,1,1,1,0,0,0
-14500,35,7.029,12,4,1,0,0,0,1,0
34397,56,2.7021,18,1,0,0,0,0,1,0
12205,42,4.2813,18,4,1,1,1,0,1,0
3500,37,4.1514,12,4,1,1,0,0,1,0
1815,29,2.049,12,1,0,0,0,0,1,0
100,39,0.5265,14,1,0,0,1,0,1,0
-12300,36,6.7005,14,5,1,0,0,0,1,0
11955,34,1.7352,13,1,0,0,0,1,0,0
19249,58,1.3065,14,1,0,0,0,1,0,0
19000,63,1.8549,3,2,1,0,0,0,1,0
700,25,2.5395,15,1,0,0,0,0,1,0
13050,29,1.7079,14,1,0,0,0,0,0,0
8420,42,6.6111,17,4,1,1,0,0,1,0
-10550,44,2.2248,6,8,1,1,0,0,1,0
-1050,36,2.6952,13,4,1,1,0,0,1,0
0,61,1.632,11,2,1,0,0,0,0,0
-7953,59,4.2948,12,2,1,1,0,0,1,0
26500,47,5.115,18,1,0,0,0,1,1,0
32700,60,4.5471,16,2,0,0,0,1,1,0
0,47,5.7924,12,4,1,0,0,0,0,0
1780,36,4.7733,14,2,1,1,0,0,1,0
-10100,35,1.74,16,1,0,0,1,0,0,0
15108,55,2.3484,12,2,1,0,0,1,1,0
-700,59,1.3332,10,2,1,0,0,0,1,0
0,25,1.785,12,1,0,0,0,0,0,0
-2000,46,7.083,12,4,1,1,0,0,1,0
100,63,1.6536,9,3,1,0,0,0,1,0
-5700,27,6.4875,16,4,1,1,0,0,1,0
0,59,0.6843,12,2,0,0,0,0,0,0
2660,27,4.011,12,2,1,1,0,0,0,0
-7700,37,5.6346,14,4,1,1,0,0,1,0
500,29,1.9644,12,4,0,0,0,0,0,0
-928,47,0.5652,8,1,0,0,1,0,0,0
1800,52,1.7625,11,1,0,0,0,1,0,0
47374,59,3.8283,12,3,1,0,0,1,1,0
968999,58,3.3915,1,2,1,0,0,1,1,0
27500,44,4.4205,12,4,1,1,0,0,0,0
-17550,45,4.8,14,4,1,1,0,0,0,0
7899,60,2.9424,14,1,0,0,0,0,0,0
6900,37,6.9009,16,4,1,1,1,1,1,0
-5490,30,1.3275,12,1,0,0,0,0,1,0
-11900,32,6.972,15,3,1,1,1,0,0,0
200,60,2.4432,15,2,1,1,0,0,1,0
110000,39,4.6791,16,4,1,0,0,1,0,0
300,45,1.584,11,2,1,1,0,0,1,0
-10914,59,2.3808,9,2,1,0,1,0,1,0
29880,49,9.546,17,5,1,1,0,0,1,0
2000,62,1.9236,8,1,0,0,0,0,0,0
0,49,1.6578,7,1,0,0,0,0,0,0
-193,31,1.6128,12,2,0,0,0,0,0,0
13,39,0.7023,8,5,0,0,1,0,0,0
40,51,2.346,12,3,1,1,0,0,0,0
-850,35,1.8027,15,1,0,0,1,0,0,0
1207,56,2.8797,12,2,1,0,0,0,1,0
-10250,25,1.2555,16,2,0,0,0,0,0,0
19900,54,2.676,14,3,1,0,0,1,1,0
600,52,1.32,12,4,0,0,0,0,1,0
-2000,29,3.5643,12,5,1,1,0,0,0,0
-11495,32,4.3272,12,3,1,0,0,0,0,0
-100,62,4.1172,10,5,1,1,0,0,1,0
50513,51,0.8082,12,2,1,1,0,1,1,0
-3300,57,3.7569,12,4,1,0,0,0,1,0
7,33,2.7303,12,3,1,1,0,0,0,0
-6450,31,4.1292,12,4,1,1,0,0,1,0
165,28,2.3586,12,4,1,1,0,0,1,0
-450,59,2.5785,12,2,1,0,0,0,1,0
500,48,1.08,9,2,0,0,0,0,0,0
-1600,35,3.0804,16,1,0,0,0,0,0,0
3600,58,1.8825,13,2,0,0,0,0,1,0
-2300,41,2.4486,6,4,1,1,0,0,1,0
20600,45,4.2618,18,5,1,0,0,1,1,0
-5475,60,2.565,13,2,1,1,0,0,1,0
0,35,0.156,6,4,1,0,0,0,0,0
81698,55,8.184,16,2,1,1,0,1,1,0
-200,50,3.3243,9,2,1,1,0,0,1,0
-400,63,4.3902,9,2,1,0,0,0,1,0
-30590,35,5.577,16,3,1,1,0,1,0,0
11289,46,2.0121,12,2,1,1,0,0,1,0
57,31,2.0436,10,4,1,1,0,0,1,0
62550,37,5.3835,12,4,1,1,1,0,1,0
2800,31,1.287,12,1,0,0,0,0,1,0
-9700,29,3.1476,15,2,1,1,0,0,0,0
950,29,1.845,16,3,1,0,0,0,1,0
100,31,2.5308,12,2,1,1,0,0,0,0
9635,56,2.3952,15,2,1,0,0,1,1,0
49,52,1.3773,10,3,0,0,0,0,0,0
-600,55,0.7989,11,2,0,0,0,0,1,0
-17275,26,3.483,18,1,0,0,0,0,0,0
38200,39,10.9392,18,5,1,1,1,0,1,0
499,47,1.533,9,2,0,0,0,0,1,0
24612,60,6.27,16,3,1,0,0,1,1,0
-476,30,1.1703,12,1,0,0,0,0,0,0
95,28,2.8293,14,3,1,0,0,0,0,0
225,38,2.9028,17,1,0,0,1,0,1,0
300,29,2.1891,13,1,0,0,1,0,1,0
-4925,36,1.0185,12,5,1,1,0,0,0,0
-1609,42,3.9138,12,3,1,1,0,1,1,0
33900,44,5.3697,18,3,1,1,0,1,1,0
-1100,33,1.5618,16,1,0,0,1,0,0,0
48528,58,6.336,13,2,1,1,0,1,1,0
21625,27,4.689,14,3,1,1,0,0,0,0
300,25,1.5462,11,2,1,0,0,1,0,0
0,41,4.608,16,5,1,1,0,0,1,0
2130,36,1.434,12,1,1,0,0,0,0,0
11675,62,1.6845,12,1,0,0,0,1,1,0
0,52,0.0945,8,2,0,0,0,0,1,0
102710,54,2.49,12,3,0,0,0,1,1,0
-2990,31,1.6608,16,1,0,0,0,0,0,0
12726,38,8.5092,13,4,1,1,0,0,1,0
11000,42,5.2884,18,4,1,1,0,1,1,0
2015,28,2.9283,12,4,1,1,0,0,1,0
3200,46,3.693,13,1,0,0,1,0,1,0
23499,55,0.846,16,1,1,0,0,1,1,0
13749,62,1.5009,12,2,0,0,0,0,1,0
615,25,2.325,12,1,0,0,0,0,0,0
-4116,35,2.1306,12,3,1,0,0,0,1,0
-9732,32,1.2834,10,6,1,0,0,0,0,0
-75,55,2.7972,10,1,0,0,0,0,1,0
-10001,48,3.288,18,2,0,0,1,0,1,0
2999,63,2.058,4,2,1,0,0,0,1,0
0,62,1.5387,12,3,1,0,0,0,0,0
899,51,4.6746,12,3,1,1,0,0,0,0
-800,35,2.352,12,5,1,1,0,0,1,0
15042,31,1.3029,18,1,0,0,0,0,0,0
4600,38,5.0817,14,3,1,0,0,1,1,0
-3467,46,3.12,12,2,0,1,0,0,0,0
2030,47,1.8069,12,3,0,0,1,0,1,0
0,31,1.8525,11,3,0,0,1,0,0,0
500,26,2.6736,12,4,1,1,0,0,1,0
11700,41,5.2089,16,4,1,1,0,0,1,0
229,35,2.4033,13,2,0,0,0,0,0,0
0,34,1.5558,17,1,0,0,0,0,0,0
86000,45,6.0654,10,2,1,1,1,1,1,0
-1200,40,2.4084,5,6,1,1,0,0,1,0
-380,33,2.8575,12,2,1,1,0,0,1,0
21991,59,4.1934,12,2,1,1,0,1,1,0
-4000,26,1.8,18,1,0,0,0,0,0,0
-3200,41,9.3612,18,5,1,1,0,0,1,0
200,45,2.634,13,5,1,1,1,0,1,0
99,43,3.6,12,3,1,1,0,0,1,0
500,31,1.3116,14,7,1,0,0,0,0,0
100,38,1.5384,13,1,0,0,1,0,0,0
1000,36,1.446,12,4,1,0,0,0,0,0
-1431,25,2.6796,10,6,1,1,0,0,0,0
-550,31,1.7679,14,3,0,0,1,0,0,0
-964,48,2.7429,12,2,1,1,0,0,0,0
0,40,2.8332,12,2,0,0,0,0,0,0
-2861,29,1.7373,17,3,1,1,0,0,0,0
26200,27,1.881,16,2,1,1,0,1,1,0
-300,42,2.4336,12,4,1,0,0,0,1,0
-1650,52,1.2912,8,4,1,0,0,0,1,0
97000,61,3.798,13,2,0,0,0,1,1,0
-17700,61,3.888,13,2,0,0,1,0,1,0
0,59,5.8896,18,1,0,0,1,0,0,0
2491,54,2.0703,11,2,0,0,0,0,1,0
500,34,1.2168,12,1,0,0,0,0,0,0
-5000,29,0.8058,14,2,0,0,0,0,0,0
1000,63,2.4057,8,3,1,0,0,0,1,0
20800,31,1.476,12,2,1,1,0,0,0,0
75000,47,2.5533,11,2,0,0,1,0,0,0
-6656,44,3.7644,14,3,1,1,0,0,1,0
-12600,43,0.705,9,4,1,0,0,0,0,0
-2596,37,2.5455,12,4,1,0,0,0,1,0
85,44,0.0969,18,2,0,0,0,0,0,0
3880,28,4.161,14,4,1,1,1,0,1,0
2699,39,3.5178,14,5,1,0,0,1,1,0
-3800,51,1.9815,15,1,0,0,1,0,0,0
0,35,1.071,12,1,0,0,0,0,0,0
3999,59,1.545,12,1,0,0,0,0,1,0
40300,35,2.7486,14,2,1,0,0,1,0,0
-800,30,1.656,12,4,1,0,0,0,0,0
3200,25,4.6506,11,3,0,0,0,0,1,0
10976,40,1.9329,13,1,0,0,0,0,0,0
3800,56,2.925,12,2,1,1,0,0,1,0
700,37,1.9467,16,3,1,0,0,0,0,0
0,51,0.816,9,5,1,0,0,0,0,0
-1000,45,0.8586,12,1,0,0,0,0,0,0
-3850,48,3.0402,12,4,1,1,0,0,1,0
-1501,61,2.163,15,3,0,0,1,0,1,0
126500,51,6.258,16,2,1,1,1,1,1,0
-11312,29,2.6418,16,1,0,0,0,0,0,0
-30000,27,0.1419,10,5,1,0,0,0,1,0
13100,33,7.2582,14,4,1,1,0,1,1,0
-84700,29,2.8149,13,4,1,0,0,0,0,0
200,28,0.297,15,1,0,0,0,0,0,0
-2000,51,0.624,10,3,0,0,0,0,0,0
6500,40,3.84,12,4,1,0,0,0,1,0
109200,54,4.6839,16,2,0,0,0,1,1,0
-1393,28,4.5351,12,2,1,1,0,0,0,0
-3500,50,1.224,14,2,0,0,0,0,0,0
4300,42,0.3579,16,2,0,0,0,1,1,0
28,40,1.4283,12,1,0,0,0,0,0,0
74000,48,15.1572,18,3,1,1,1,1,1,0
41445,50,6.0426,13,2,1,1,1,1,1,0
2600,30,2.406,13,6,1,0,0,0,1,0
-3800,27,2.295,12,2,1,0,0,0,0,0
-9100,46,3.4455,12,4,1,1,1,0,1,0
-22491,64,1.5393,10,3,1,0,1,0,1,0
100,52,0.8208,10,1,0,0,1,0,1,0
100,46,1.02,9,2,0,0,0,0,1,0
-600,45,1.86,2,6,1,0,0,0,1,0
2010,46,2.0715,9,4,0,0,1,1,1,0
