id,y,region,usuario,antiguedad,genero
1300,0,RegionB,Pesado,37.79613617,Hombre
1301,1,RegionB,Pesado,57.21126811,Hombre
1302,0,RegionB,Ligero,63.34118052,Mujer
1303,0,RegionB,Ligero,15.19063653,Mujer
1304,0,RegionC,Pesado,58.39890591,Hombre
1305,1,RegionA,Ligero,38.42398874,Hombre
1306,0,RegionC,Pesado,37.43424353,Hombre
1307,0,RegionC,Pesado,17.83639934,Mujer
1308,0,RegionB,Ligero,15.35819539,Hombre
1309,0,RegionC,Ligero,30.47853107,Hombre
1310,1,RegionB,Ligero,56.8210484,Hombre
1311,0,RegionB,Ligero,44.80249223,Hombre
1312,1,RegionA,Ligero,34.78907691,Mujer
1313,1,RegionB,Pesado,56.21384977,Mujer
1314,0,RegionA,Pesado,60.98327509,Mujer
1315,1,RegionA,Pesado,53.75729845,Mujer
1316,0,RegionC,Ligero,15.36809669,Mujer
1317,1,RegionB,Ligero,53.31681683,Mujer
1318,1,RegionA,Pesado,56.67461532,Mujer
1319,0,RegionA,Pesado,41.89065843,Mujer
1320,0,RegionA,Ligero,40.9136349,Mujer
1321,0,RegionB,Ligero,27.83004261,Mujer
1322,0,RegionC,Ligero,38.03043535,Hombre
1323,0,RegionA,Ligero,40.76858035,Mujer
1324,0,RegionB,Ligero,23.65048244,Mujer
1325,1,RegionB,Pesado,56.08365652,Hombre
1326,1,RegionB,Ligero,49.19382758,Mujer
1327,1,RegionA,Ligero,28.65775907,Hombre
1328,0,RegionC,Pesado,47.9454642,Hombre
1329,1,RegionB,Ligero,34.13170849,Hombre
1330,1,RegionB,Ligero,48.29752073,Mujer
1331,0,RegionC,Ligero,58.81234193,Hombre
1332,1,RegionC,Ligero,29.77569871,Mujer
1333,0,RegionB,Ligero,63.62969324,Mujer
1334,0,RegionC,Ligero,35.83893482,Hombre
1335,0,RegionC,Ligero,61.9518939,Hombre
1336,1,RegionB,Ligero,29.91874668,Hombre
1337,1,RegionC,Pesado,21.36166688,Hombre
1338,1,RegionA,Pesado,21.93266847,Hombre
1339,0,RegionC,Ligero,62.76220042,Mujer
1340,1,RegionC,Ligero,48.68423902,Mujer
1341,0,RegionC,Ligero,47.05482951,Mujer
1342,1,RegionC,Ligero,25.58593026,Mujer
1343,0,RegionB,Ligero,31.34387478,Mujer
1344,0,RegionA,Ligero,24.58567201,Hombre
1345,1,RegionA,Ligero,48.85968981,Hombre
1346,0,RegionA,Ligero,57.22999448,Hombre
1347,0,RegionA,Ligero,41.46486498,Mujer
1348,1,RegionB,Ligero,65.12312305,Hombre
1349,0,RegionC,Ligero,49.0231059,Mujer
1350,1,RegionB,Ligero,35.31140572,Hombre
1351,0,RegionB,Pesado,55.07678995,Hombre
1352,0,RegionA,Ligero,36.92057584,Mujer
1353,0,RegionA,Ligero,35.58930739,Hombre
1354,0,RegionA,Ligero,32.84826723,Hombre
1355,0,RegionA,Ligero,59.47591987,Mujer
1356,0,RegionB,Ligero,65.62883846,Hombre
1357,0,RegionC,Ligero,41.48835243,Mujer
1358,1,RegionA,Pesado,32.61209573,Mujer
1359,0,RegionC,Ligero,31.10908382,Hombre
1360,0,RegionA,Pesado,32.49914982,Hombre
1361,0,RegionB,Pesado,70.59378765,Hombre
1362,0,RegionA,Pesado,34.61707277,Hombre
1363,0,RegionA,Ligero,53.4940499,Hombre
1364,0,RegionB,Pesado,32.37768048,Hombre
1365,0,RegionA,Ligero,43.63275039,Mujer
1366,0,RegionA,Pesado,59.22045954,Mujer
1367,1,RegionB,Ligero,50.9998343,Hombre
1368,0,RegionA,Ligero,36.78064096,Mujer
1369,0,RegionB,Ligero,50.54129332,Mujer
1370,1,RegionA,Ligero,49.72640634,Hombre
1371,1,RegionA,Ligero,57.26900132,Mujer
1372,0,RegionA,Ligero,46.4738926,Hombre
1373,0,RegionB,Pesado,30.93111725,Hombre
1374,0,RegionA,Ligero,23.40673171,Mujer
1375,0,RegionC,Ligero,47.24982953,Hombre
1376,0,RegionA,Ligero,40.84261574,Hombre
1377,1,RegionC,Pesado,44.85684707,Mujer
1378,0,RegionC,Ligero,48.42036636,Mujer
1379,0,RegionC,Ligero,27.41222935,Mujer
1380,0,RegionC,Ligero,47.93991973,Mujer
1381,0,RegionA,Ligero,42.53693876,Mujer
1382,0,RegionB,Ligero,59.43764228,Hombre
1383,1,RegionB,Pesado,47.003685,Hombre
1384,0,RegionC,Ligero,44.93329927,Mujer
1385,0,RegionC,Ligero,28.5407212,Hombre
1386,0,RegionB,Ligero,40.42883273,Mujer
1387,0,RegionB,Ligero,36.45001972,Mujer
1388,1,RegionB,Ligero,38.63237713,Mujer
1389,1,RegionA,Pesado,48.26201625,Hombre
1390,0,RegionC,Pesado,56.61587652,Mujer
1391,1,RegionB,Ligero,27.68445917,Mujer
1392,0,RegionB,Pesado,24.80733283,Mujer
1393,1,RegionB,Pesado,34.31323159,Hombre
1394,1,RegionA,Ligero,44.88968947,Mujer
1395,0,RegionC,Ligero,47.77140537,Hombre
1396,1,RegionB,Pesado,56.9094324,Hombre
1397,0,RegionA,Ligero,41.90255877,Hombre
1398,0,RegionB,Ligero,44.53147152,Mujer
1399,0,RegionA,Pesado,40.07273116,Mujer
1400,1,RegionB,Ligero,56.9394431,Mujer
1401,0,RegionA,Ligero,57.61558772,Mujer
1402,1,RegionA,Ligero,29.11333085,Hombre
1403,1,RegionA,Ligero,31.41383926,Hombre
1404,0,RegionA,Ligero,29.63564654,Mujer
1405,0,RegionC,Ligero,45.19903693,Mujer
1406,1,RegionA,Ligero,30.07213755,Mujer
1407,0,RegionA,Pesado,38.76942612,Mujer
1408,0,RegionA,Ligero,32.25351601,Mujer
1409,0,RegionB,Pesado,49.52703168,Mujer
1410,1,RegionC,Ligero,24.88928445,Mujer
1411,0,RegionC,Pesado,54.9191894,Hombre
1412,1,RegionC,Ligero,47.23838351,Hombre
1413,0,RegionA,Ligero,17.33837498,Hombre
1414,1,RegionA,Ligero,55.2756448,Mujer
1415,1,RegionC,Pesado,37.50961015,Hombre
1416,0,RegionC,Ligero,52.868271,Mujer
1417,0,RegionA,Pesado,35.96196048,Hombre
1418,0,RegionC,Ligero,45.79161826,Mujer
1419,0,RegionC,Ligero,37.61080382,Hombre
1420,1,RegionC,Pesado,43.73878913,Mujer
1421,0,RegionC,Ligero,47.74759162,Mujer
1422,0,RegionB,Pesado,24.65214973,Mujer
1423,1,RegionB,Pesado,32.03375111,Hombre
1424,1,RegionB,Ligero,24.48233905,Mujer
1425,0,RegionB,Ligero,53.56724269,Hombre
1426,1,RegionB,Ligero,40.93628968,Mujer
1427,0,RegionC,Ligero,49.0448811,Mujer
1428,1,RegionB,Ligero,62.91795136,Hombre
1429,0,RegionC,Pesado,27.9307509,Mujer
1430,0,RegionB,Ligero,49.63322573,Hombre
1431,0,RegionA,Ligero,48.44740432,Hombre
1432,1,RegionA,Ligero,37.93244185,Hombre
1433,0,RegionB,Pesado,60.04064775,Hombre
1434,0,RegionB,Pesado,34.54653555,Hombre
1435,0,RegionA,Ligero,31.24852662,Hombre
1436,0,RegionB,Ligero,34.0387969,Hombre
1437,0,RegionA,Pesado,41.11653945,Mujer
1438,0,RegionA,Ligero,32.77915723,Hombre
1439,0,RegionC,Ligero,30.17713731,Mujer
1440,0,RegionA,Ligero,48.15679032,Mujer
1441,0,RegionC,Ligero,44.31607761,Hombre
1442,0,RegionB,Ligero,32.66689897,Mujer
1443,0,RegionA,Pesado,45.76529407,Hombre
1444,0,RegionA,Pesado,52.39422939,Hombre
1445,1,RegionC,Ligero,35.25534526,Hombre
1446,0,RegionA,Ligero,58.43242542,Hombre
1447,1,RegionB,Ligero,30.90834449,Mujer
1448,0,RegionB,Ligero,23.59396827,Mujer
1449,0,RegionB,Ligero,27.1504865,Hombre
1450,0,RegionA,Ligero,23.62671332,Hombre
1451,0,RegionB,Ligero,61.55110531,Mujer
1452,0,RegionA,Ligero,25.10710531,Mujer
1453,1,RegionB,Ligero,56.5007776,Mujer
1454,0,RegionA,Ligero,50.25271427,Mujer
1455,1,RegionA,Ligero,33.15423619,Mujer
1456,1,RegionA,Ligero,51.51979533,Hombre
1457,0,RegionC,Ligero,19.77252333,Mujer
1458,0,RegionA,Ligero,30.81893028,Hombre
1459,1,RegionB,Ligero,49.03093499,Mujer
1460,1,RegionB,Ligero,55.3969004,Hombre
1461,0,RegionC,Ligero,45.05812086,Mujer
1462,0,RegionA,Pesado,35.32196544,Mujer
1463,0,RegionC,Ligero,20.55966627,Hombre
1464,0,RegionA,Ligero,54.82980194,Hombre
1465,0,RegionC,Ligero,30.84494126,Mujer
1466,1,RegionC,Ligero,49.92992681,Mujer
1467,0,RegionA,Ligero,28.65995332,Mujer
1468,1,RegionC,Pesado,36.47245812,Mujer
1469,0,RegionC,Ligero,59.31567115,Hombre
1470,0,RegionA,Ligero,48.06018134,Hombre
1471,0,RegionC,Ligero,29.76688908,Mujer
1472,0,RegionA,Pesado,52.82615775,Hombre
1473,1,RegionB,Ligero,33.03342465,Mujer
1474,0,RegionA,Ligero,31.71465232,Mujer
1475,0,RegionC,Ligero,32.4145593,Hombre
1476,0,RegionC,Pesado,18.99338814,Mujer
1477,1,RegionB,Ligero,32.03775594,Mujer
1478,0,RegionC,Ligero,41.09068657,Mujer
1479,0,RegionA,Ligero,53.66842354,Hombre
1480,1,RegionB,Ligero,28.21296099,Mujer
1481,1,RegionB,Ligero,28.8681844,Mujer
1482,0,RegionB,Ligero,53.8207006,Mujer
1483,1,RegionB,Ligero,51.86253361,Hombre
1484,1,RegionB,Ligero,31.9938042,Mujer
1485,1,RegionB,Pesado,44.56664289,Hombre
1486,1,RegionC,Pesado,65.78929544,Mujer
1487,0,RegionB,Ligero,25.20204578,Mujer
1488,0,RegionA,Pesado,41.95092846,Mujer
1489,1,RegionB,Ligero,30.22384141,Hombre
1490,1,RegionA,Ligero,61.64170662,Mujer
1491,0,RegionA,Ligero,53.93665098,Mujer
1492,0,RegionA,Ligero,55.7324499,Hombre
1493,0,RegionA,Ligero,57.36872654,Hombre
1494,0,RegionC,Ligero,27.87473227,Hombre
1495,0,RegionA,Ligero,32.76325332,Hombre
1496,0,RegionB,Ligero,33.419725,Hombre
1497,1,RegionC,Pesado,43.77864253,Mujer
1498,0,RegionC,Ligero,58.73932751,Hombre
1499,0,RegionB,Ligero,25.1832482,Mujer
1500,1,RegionB,Ligero,53.40384878,Mujer
1501,1,RegionA,Pesado,37.86317964,Hombre
1502,0,RegionA,Ligero,63.77545081,Mujer
1503,0,RegionC,Ligero,28.63807995,Hombre
1504,1,RegionB,Ligero,37.01025823,Mujer
1505,0,RegionA,Ligero,60.05046438,Hombre
1506,0,RegionC,Ligero,51.17472043,Mujer
1507,1,RegionB,Ligero,60.57983271,Mujer
1508,0,RegionC,Ligero,46.88276892,Hombre
1509,1,RegionA,Ligero,51.37556941,Mujer
1510,0,RegionA,Pesado,21.81258486,Mujer
1511,1,RegionB,Ligero,30.37914319,Mujer
1512,0,RegionA,Ligero,38.84822705,Mujer
1513,0,RegionB,Ligero,22.99635515,Mujer
1514,1,RegionB,Ligero,61.13949733,Hombre
1515,1,RegionC,Ligero,19.17280701,Hombre
1516,0,RegionC,Ligero,26.0290136,Mujer
1517,0,RegionA,Pesado,26.07882636,Hombre
1518,1,RegionB,Pesado,52.37813782,Hombre
1519,1,RegionB,Pesado,26.66646818,Hombre
1520,0,RegionC,Ligero,27.24841256,Hombre
1521,0,RegionB,Ligero,27.81370279,Mujer
1522,0,RegionC,Pesado,65.27344243,Hombre
1523,1,RegionB,Ligero,54.79406402,Mujer
1524,0,RegionC,Ligero,34.82032813,Mujer
1525,0,RegionC,Pesado,45.08279877,Hombre
1526,0,RegionA,Ligero,42.84976421,Hombre
1527,0,RegionA,Ligero,39.62572003,Mujer
1528,0,RegionB,Ligero,18.81463543,Mujer
1529,0,RegionC,Pesado,64.04354291,Mujer
1530,1,RegionC,Pesado,53.76769766,Mujer
1531,1,RegionA,Pesado,38.59286836,Hombre
1532,0,RegionC,Ligero,53.37532075,Mujer
1533,0,RegionA,Ligero,39.38269935,Hombre
1534,1,RegionB,Pesado,50.67159802,Mujer
1535,0,RegionA,Ligero,23.60735585,Hombre
1536,1,RegionB,Pesado,52.96397037,Hombre
1537,0,RegionA,Pesado,27.47237507,Hombre
1538,1,RegionB,Ligero,24.5925644,Hombre
1539,0,RegionA,Ligero,22.45903203,Mujer
1540,0,RegionC,Ligero,42.11144745,Hombre
1541,0,RegionA,Ligero,47.39126272,Hombre
1542,0,RegionA,Ligero,52.63891291,Mujer
1543,0,RegionC,Ligero,53.01773899,Mujer
1544,0,RegionC,Ligero,39.40326048,Mujer
1545,1,RegionB,Pesado,50.02607894,Hombre
1546,0,RegionB,Ligero,57.72134086,Hombre
1547,0,RegionB,Pesado,38.030776,Mujer
1548,1,RegionB,Pesado,17.16396118,Hombre
1549,0,RegionA,Ligero,26.84271289,Hombre
1550,0,RegionC,Ligero,31.55896774,Mujer
1551,0,RegionA,Ligero,44.33074809,Mujer
1552,0,RegionB,Pesado,48.40472136,Mujer
1553,0,RegionA,Pesado,41.01565691,Mujer
1554,0,RegionA,Ligero,43.61671373,Hombre
1555,0,RegionA,Ligero,34.24083403,Mujer
1556,0,RegionC,Pesado,27.10462752,Hombre
1557,0,RegionB,Ligero,56.66153689,Hombre
1558,1,RegionB,Pesado,17.16075732,Mujer
1559,0,RegionA,Ligero,41.85693419,Mujer
1560,1,RegionC,Ligero,23.28496387,Hombre
1561,0,RegionC,Pesado,28.31657353,Mujer
1562,0,RegionC,Ligero,32.09481294,Mujer
1563,0,RegionB,Ligero,21.3228453,Hombre
1564,1,RegionA,Ligero,50.58672802,Mujer
1565,1,RegionC,Pesado,51.24981558,Mujer
1566,1,RegionB,Ligero,49.52359599,Hombre
1567,0,RegionA,Pesado,47.21717126,Hombre
1568,1,RegionA,Ligero,45.91736544,Hombre
1569,1,RegionC,Ligero,54.36738778,Hombre
1570,1,RegionB,Ligero,27.99440085,Hombre
1571,1,RegionA,Ligero,39.40218411,Hombre
1572,0,RegionA,Ligero,34.99865182,Hombre
1573,0,RegionC,Ligero,49.10210545,Hombre
1574,0,RegionA,Ligero,22.58834376,Hombre
1575,0,RegionA,Ligero,40.72698572,Hombre
1576,0,RegionB,Ligero,36.51501133,Hombre
1577,1,RegionA,Pesado,44.91880488,Hombre
1578,0,RegionB,Pesado,68.10954137,Mujer
1579,0,RegionA,Ligero,47.38092422,Mujer
1580,0,RegionC,Ligero,17.88124153,Hombre
1581,1,RegionA,Ligero,20.65513237,Mujer
1582,1,RegionA,Ligero,18.42463451,Hombre
1583,0,RegionA,Pesado,23.60021595,Mujer
1584,0,RegionA,Ligero,37.34557061,Hombre
1585,0,RegionA,Ligero,63.00103439,Mujer
1586,1,RegionA,Ligero,29.36477951,Mujer
1587,1,RegionB,Ligero,41.27412564,Hombre
1588,0,RegionA,Ligero,30.39049903,Mujer
1589,1,RegionC,Pesado,52.32174675,Hombre
1590,0,RegionC,Ligero,66.5735387,Hombre
1591,0,RegionC,Pesado,11.46328502,Mujer
1592,1,RegionA,Ligero,16.98964263,Mujer
1593,1,RegionB,Ligero,29.92571556,Hombre
1594,0,RegionC,Ligero,50.45285533,Hombre
1595,1,RegionC,Ligero,29.85856274,Hombre
1596,0,RegionA,Ligero,21.84719482,Hombre
1597,0,RegionA,Ligero,55.20231723,Mujer
1598,1,RegionB,Ligero,31.37004021,Mujer
1599,0,RegionA,Ligero,16.57830976,Mujer
1600,0,RegionA,Ligero,41.34887751,Mujer
1601,1,RegionB,Ligero,35.92370352,Hombre
1602,0,RegionB,Ligero,45.67193743,Mujer
1603,0,RegionC,Pesado,23.17224752,Mujer
1604,1,RegionB,Ligero,37.31645019,Hombre
1605,1,RegionA,Pesado,53.28131656,Hombre
1606,0,RegionB,Ligero,40.4942854,Mujer
1607,0,RegionA,Ligero,49.65294191,Hombre
1608,0,RegionA,Ligero,41.57687179,Hombre
1609,0,RegionA,Ligero,40.54239533,Mujer
1610,0,RegionA,Ligero,30.17207887,Hombre
1611,1,RegionA,Ligero,61.96937168,Hombre
1612,0,RegionA,Ligero,47.23093286,Mujer
1613,1,RegionA,Ligero,29.76274674,Hombre
1614,0,RegionC,Ligero,44.62409808,Hombre
1615,1,RegionB,Pesado,62.91347464,Hombre
1616,1,RegionC,Pesado,46.52991367,Hombre
1617,0,RegionA,Pesado,53.02395312,Mujer
1618,1,RegionB,Pesado,51.0363952,Hombre
1619,0,RegionA,Pesado,65.862325,Hombre
1620,0,RegionA,Ligero,40.97888483,Mujer
1621,0,RegionB,Pesado,44.75743468,Mujer
1622,0,RegionA,Ligero,40.20459021,Mujer
1623,0,RegionC,Ligero,18.35517532,Hombre
1624,1,RegionB,Pesado,34.70069698,Hombre
1625,0,RegionC,Ligero,16.33246906,Hombre
1626,1,RegionB,Ligero,49.26476621,Mujer
1627,0,RegionA,Ligero,50.41636028,Mujer
1628,0,RegionB,Ligero,26.45569164,Mujer
1629,1,RegionB,Pesado,33.10360386,Mujer
1630,0,RegionC,Ligero,40.8552941,Hombre
1631,1,RegionA,Ligero,29.45924889,Mujer
1632,0,RegionC,Ligero,24.30850856,Hombre
1633,1,RegionC,Ligero,28.67146974,Hombre
1634,1,RegionB,Ligero,21.04439932,Mujer
1635,0,RegionA,Ligero,20.49534838,Hombre
1636,1,RegionB,Pesado,27.17408933,Hombre
1637,1,RegionA,Ligero,55.59660363,Mujer
1638,0,RegionA,Ligero,28.72461868,Hombre
1639,1,RegionC,Pesado,29.31932227,Mujer
1640,0,RegionC,Ligero,56.18220352,Mujer
1641,0,RegionA,Ligero,64.80491788,Mujer
1642,1,RegionA,Ligero,41.04133672,Hombre
1643,1,RegionB,Ligero,38.80369207,Mujer
1644,0,RegionA,Ligero,10.34196399,Hombre
1645,1,RegionB,Ligero,25.40524474,Mujer
1646,1,RegionB,Ligero,49.35147797,Hombre
1647,1,RegionA,Ligero,25.42154204,Mujer
1648,0,RegionC,Ligero,55.44466576,Hombre
1649,0,RegionC,Ligero,21.61418702,Mujer
1650,1,RegionB,Ligero,31.74845792,Hombre
1651,1,RegionA,Ligero,40.68371234,Hombre
1652,0,RegionC,Ligero,11.91994156,Mujer
1653,1,RegionB,Ligero,55.36170033,Hombre
1654,1,RegionB,Pesado,22.92609428,Hombre
1655,0,RegionB,Ligero,46.86071204,Mujer
1656,0,RegionA,Ligero,63.1633551,Mujer
1657,0,RegionB,Ligero,27.65983098,Mujer
1658,1,RegionB,Pesado,50.71110168,Mujer
1659,1,RegionC,Pesado,27.70426167,Mujer
1660,0,RegionC,Pesado,27.93230269,Mujer
1661,1,RegionA,Ligero,41.10893461,Mujer
1662,0,RegionA,Ligero,33.91752053,Mujer
1663,0,RegionB,Ligero,22.48053867,Mujer
1664,0,RegionC,Ligero,46.44879904,Mujer
1665,0,RegionC,Ligero,21.89092399,Mujer
1666,0,RegionA,Ligero,33.68100813,Hombre
1667,0,RegionA,Ligero,28.3249131,Hombre
1668,1,RegionA,Ligero,26.08953329,Hombre
1669,1,RegionA,Pesado,42.13524285,Mujer
1670,0,RegionC,Pesado,48.93282541,Mujer
1671,1,RegionB,Pesado,41.02793057,Hombre
1672,0,RegionA,Ligero,34.22750189,Mujer
1673,1,RegionA,Ligero,48.42092905,Mujer
1674,0,RegionC,Ligero,33.9632565,Mujer
1675,1,RegionB,Ligero,53.45915748,Mujer
1676,1,RegionC,Ligero,30.1698572,Mujer
1677,0,RegionA,Ligero,40.11920758,Mujer
1678,1,RegionB,Pesado,9.574795391,Mujer
1679,1,RegionA,Ligero,47.96293981,Mujer
1680,0,RegionA,Ligero,40.72522369,Hombre
1681,1,RegionA,Pesado,38.53588873,Hombre
1682,0,RegionB,Ligero,18.99455691,Hombre
1683,0,RegionB,Ligero,61.61262332,Mujer
1684,1,RegionC,Pesado,16.40473827,Mujer
1685,0,RegionC,Pesado,60.33936495,Hombre
1686,1,RegionC,Pesado,49.33602628,Hombre
1687,1,RegionA,Ligero,15.17940614,Mujer
1688,0,RegionA,Ligero,29.42979828,Hombre
1689,0,RegionB,Ligero,35.6703862,Mujer
1690,1,RegionA,Pesado,52.06008879,Hombre
1691,1,RegionC,Ligero,51.53491432,Mujer
1692,1,RegionA,Pesado,17.8944287,Hombre
1693,1,RegionB,Pesado,36.91989724,Hombre
1694,1,RegionC,Ligero,32.22066937,Hombre
1695,1,RegionC,Pesado,41.80359237,Hombre
1696,0,RegionA,Ligero,25.72029703,Hombre
1697,1,RegionB,Ligero,45.65419465,Mujer
1698,1,RegionA,Ligero,57.46262098,Mujer
1699,0,RegionC,Pesado,28.47121162,Hombre
1700,0,RegionC,Pesado,42.99390833,Hombre
1701,0,RegionC,Pesado,43.96826295,Mujer
1702,0,RegionC,Pesado,58.13511747,Hombre
1703,1,RegionA,Ligero,27.02369392,Hombre
1704,1,RegionC,Pesado,51.42441239,Mujer
1705,0,RegionB,Ligero,34.86651816,Mujer
1706,0,RegionC,Pesado,25.51643845,Hombre
1707,0,RegionC,Pesado,25.1347574,Hombre
1708,0,RegionC,Ligero,65.16293916,Hombre
1709,1,RegionA,Ligero,17.68673095,Mujer
1710,1,RegionA,Ligero,49.87412738,Mujer
1711,0,RegionA,Ligero,37.37370107,Mujer
1712,1,RegionB,Ligero,48.23478747,Hombre
1713,0,RegionB,Ligero,59.61907406,Hombre
1714,0,RegionC,Pesado,55.431964,Mujer
1715,1,RegionA,Ligero,40.57562433,Mujer
1716,0,RegionA,Ligero,68.35701734,Mujer
1717,0,RegionC,Ligero,29.07410457,Hombre
1718,1,RegionB,Ligero,49.93406337,Hombre
1719,0,RegionA,Ligero,45.08470313,Hombre
1720,0,RegionB,Ligero,61.56844805,Hombre
1721,1,RegionB,Ligero,37.72203561,Mujer
1722,1,RegionB,Ligero,39.21544912,Mujer
1723,0,RegionB,Ligero,40.30756367,Hombre
1724,0,RegionC,Ligero,54.77300984,Hombre
1725,1,RegionB,Ligero,22.32804748,Mujer
1726,0,RegionA,Ligero,43.73729268,Hombre
1727,1,RegionB,Ligero,34.48337235,Hombre
1728,1,RegionB,Pesado,52.05002281,Mujer
1729,1,RegionB,Pesado,47.9961306,Hombre
1730,0,RegionC,Ligero,46.45907486,Mujer
1731,1,RegionA,Pesado,18.26617491,Hombre
1732,0,RegionB,Ligero,29.56310426,Hombre
1733,0,RegionC,Ligero,33.99477484,Mujer
1734,0,RegionA,Ligero,25.17189425,Mujer
1735,0,RegionC,Ligero,22.85272205,Hombre
1736,1,RegionB,Ligero,50.41815137,Mujer
1737,0,RegionB,Ligero,41.3194341,Mujer
1738,0,RegionB,Ligero,24.19602695,Hombre
1739,1,RegionB,Ligero,57.85363507,Mujer
1740,0,RegionA,Ligero,60.71145894,Mujer
1741,1,RegionC,Ligero,30.11180705,Mujer
1742,0,RegionC,Ligero,37.91562077,Mujer
1743,0,RegionC,Ligero,40.87313113,Mujer
1744,0,RegionC,Ligero,49.33083047,Hombre
1745,0,RegionA,Ligero,16.62437258,Mujer
1746,0,RegionC,Ligero,30.48015628,Hombre
1747,0,RegionB,Ligero,32.11308485,Hombre
1748,1,RegionA,Pesado,48.64048688,Mujer
1749,0,RegionA,Pesado,56.94233782,Mujer
1750,1,RegionA,Ligero,53.7793724,Hombre
1751,1,RegionB,Ligero,35.2852029,Hombre
1752,0,RegionA,Ligero,54.25546743,Mujer
1753,1,RegionC,Ligero,38.80376903,Mujer
1754,0,RegionA,Ligero,50.3382459,Mujer
1755,1,RegionC,Pesado,59.53744025,Mujer
1756,0,RegionB,Ligero,49.19997406,Mujer
1757,1,RegionC,Ligero,16.63515009,Hombre
1758,0,RegionA,Ligero,44.8276533,Hombre
1759,0,RegionA,Pesado,56.92595066,Hombre
1760,1,RegionB,Ligero,56.32603053,Hombre
1761,0,RegionA,Pesado,49.89785815,Mujer
1762,0,RegionA,Pesado,24.85958088,Mujer
1763,1,RegionC,Ligero,36.70432528,Hombre
1764,0,RegionC,Ligero,38.39962377,Mujer
1765,0,RegionA,Ligero,47.45516535,Mujer
1766,1,RegionB,Pesado,38.66359917,Mujer
1767,0,RegionA,Ligero,47.56614684,Mujer
1768,0,RegionB,Pesado,31.6801639,Mujer
1769,1,RegionB,Ligero,52.46913192,Hombre
1770,1,RegionC,Ligero,43.19866874,Mujer
1771,1,RegionA,Ligero,29.95899397,Hombre
1772,1,RegionB,Pesado,23.54834364,Mujer
1773,0,RegionA,Pesado,34.33213959,Mujer
1774,0,RegionC,Pesado,23.82016766,Hombre
1775,0,RegionB,Ligero,28.52633632,Hombre
1776,0,RegionA,Pesado,46.85109292,Hombre
1777,1,RegionA,Pesado,59.82562829,Hombre
1778,0,RegionC,Ligero,11.29519842,Mujer
1779,1,RegionB,Ligero,50.77340433,Mujer
1780,1,RegionA,Ligero,50.21180398,Mujer
1781,0,RegionC,Ligero,27.65554652,Mujer
1782,0,RegionC,Pesado,49.14407333,Hombre
1783,1,RegionC,Ligero,28.60537374,Hombre
1784,1,RegionB,Pesado,37.88267365,Hombre
1785,1,RegionC,Pesado,18.09886229,Hombre
1786,1,RegionB,Pesado,40.33900856,Mujer
1787,0,RegionB,Ligero,44.09514394,Mujer
1788,1,RegionB,Ligero,30.90079021,Hombre
1789,0,RegionC,Ligero,47.16390053,Hombre
1790,1,RegionC,Ligero,24.33948754,Hombre
1791,1,RegionB,Ligero,39.63026845,Hombre
1792,0,RegionA,Pesado,51.82362479,Mujer
1793,0,RegionB,Ligero,27.74612022,Mujer
1794,0,RegionC,Pesado,47.55094859,Mujer
1795,0,RegionC,Pesado,61.7242425,Hombre
1796,1,RegionA,Ligero,46.15991537,Mujer
1797,1,RegionC,Ligero,43.91919404,Mujer
1798,1,RegionA,Pesado,26.07274986,Mujer
1799,0,RegionB,Ligero,26.01189216,Mujer
1800,0,RegionC,Ligero,26.72643231,Hombre
1801,0,RegionB,Ligero,32.6395191,Mujer
1802,0,RegionB,Ligero,33.45262991,Hombre
1803,0,RegionB,Pesado,45.46330299,Mujer
1804,1,RegionB,Ligero,45.39008082,Mujer
1805,0,RegionC,Ligero,49.51191605,Hombre
1806,0,RegionC,Ligero,47.30072354,Hombre
1807,0,RegionA,Ligero,50.97943663,Hombre
1808,1,RegionC,Ligero,50.28819094,Mujer
1809,0,RegionC,Ligero,61.99992261,Mujer
1810,0,RegionA,Pesado,52.06406197,Mujer
1811,1,RegionB,Ligero,65.1707176,Hombre
1812,0,RegionC,Ligero,60.81609915,Mujer
1813,1,RegionA,Pesado,26.25199713,Mujer
1814,0,RegionA,Pesado,37.40581265,Mujer
1815,0,RegionB,Ligero,46.98268559,Hombre
1816,0,RegionB,Pesado,52.62921354,Hombre
1817,1,RegionC,Pesado,40.682901,Mujer
1818,0,RegionC,Ligero,49.66154511,Mujer
1819,1,RegionC,Pesado,36.92502086,Mujer
1820,1,RegionA,Ligero,29.33731849,Hombre
1821,1,RegionC,Pesado,19.58715433,Mujer
1822,1,RegionA,Ligero,19.06880191,Mujer
1823,0,RegionA,Ligero,40.59697932,Hombre
1824,1,RegionB,Ligero,40.30654325,Mujer
1825,0,RegionB,Pesado,50.64394148,Mujer
1826,0,RegionC,Ligero,31.0565222,Hombre
1827,0,RegionA,Ligero,34.82334749,Mujer
1828,0,RegionB,Ligero,39.15605841,Hombre
1829,0,RegionA,Ligero,21.06870634,Hombre
1830,0,RegionC,Ligero,35.34452878,Mujer
1831,0,RegionC,Pesado,36.10689073,Mujer
1832,0,RegionC,Ligero,29.41208733,Hombre
1833,0,RegionC,Ligero,48.93391701,Mujer
1834,1,RegionA,Ligero,40.47691719,Mujer
1835,1,RegionA,Ligero,22.76079868,Hombre
1836,1,RegionB,Ligero,55.89699854,Mujer
1837,1,RegionC,Ligero,34.59396323,Mujer
