id,outcome,treat,channel,recency,frequency,monetary
22285,94.04772688,0,Organic,19,9,88.81377997
22286,109.4768702,0,Referral,16,15,132.7516438
22287,202.4830123,0,Ad,13,4,141.6004005
22288,0.0,0,Ad,38,34,2.911773093
22289,140.1862233,0,Ad,16,9,95.43131656
22290,219.8520492,1,Ad,14,7,49.7594217
22291,163.8604633,1,Organic,22,19,118.7334199
22292,166.0943585,0,Ad,16,13,82.19773243
22293,262.3464617,0,Organic,21,20,136.1586237
22294,134.9072013,1,Referral,5,9,38.05538073
22295,1120.119124,1,Organic,6,1,196.2743823
22296,217.0682326,0,Referral,12,19,80.14105908
22297,263.298252,0,Referral,32,35,0.551945295
22298,234.1323855,0,Organic,9,5,134.42691
22299,219.4430732,1,Ad,12,9,147.1958945
22300,177.7038899,1,Ad,16,11,86.90763894
22301,145.7106874,1,Organic,20,17,73.826314
22302,159.2779146,1,Ad,21,11,63.90925704
22303,89.89192848,0,Referral,11,11,45.09297362
22304,230.1464057,0,Referral,12,11,172.8946967
22305,97.35506114,1,Organic,30,33,93.86987768
22306,329.090457,0,Referral,13,10,37.30620235
22307,250.4674102,1,Organic,26,17,37.98508627
22308,245.0067799,1,Organic,11,14,35.03149135
22309,114.4669949,1,Ad,23,10,68.27788678
22310,239.5743964,0,Referral,19,17,34.37742584
22311,214.0332064,1,Ad,21,18,43.87768505
22312,273.4418183,1,Ad,15,17,129.90465
22313,167.7005722,0,Organic,14,16,74.0609378
22314,122.9495221,0,Ad,18,4,50.53203943
22315,221.0471275,1,Organic,15,16,115.1856428
22316,287.0769887,1,Ad,8,10,115.3135543
22317,189.0649124,0,Referral,17,16,23.50131491
22318,241.2136962,0,Ad,8,4,133.7801319
22319,170.3264001,1,Ad,22,18,180.4479612
22320,212.460271,0,Referral,34,36,108.8856848
22321,46.7003105,1,Organic,24,22,77.11498162
22322,228.6955743,0,Referral,14,11,144.7530644
22323,196.410941,0,Referral,13,11,94.28159511
22324,186.6650619,0,Organic,16,15,105.7588849
22325,64.30524182,0,Ad,16,14,102.3003528
22326,209.5081559,0,Organic,25,16,101.6215936
22327,255.2441756,1,Ad,14,16,136.3496718
22328,84.68622756,1,Ad,21,24,103.3403084
22329,169.1641166,0,Ad,10,8,45.89307895
22330,148.2481182,0,Organic,15,18,108.6454771
22331,252.5845047,0,Organic,12,5,51.34368171
22332,261.9854879,0,Referral,6,7,161.122994
22333,223.0179584,0,Organic,11,5,137.944502
22334,196.1408343,0,Organic,22,17,56.74377032
22335,217.9891169,1,Ad,7,8,74.53575937
22336,124.7786177,1,Ad,12,7,21.58114065
22337,165.1493047,0,Referral,17,18,134.3665221
22338,147.3421494,0,Ad,13,5,7.418479475
22339,188.0134414,0,Referral,21,15,105.6116316
22340,233.3559178,0,Ad,14,28,53.49032988
22341,169.849484,1,Ad,21,10,62.62104479
22342,136.9657727,1,Ad,16,20,61.26625765
22343,100.0934988,1,Ad,20,13,149.6717225
22344,291.0433529,1,Ad,8,4,114.522651
22345,210.5479368,0,Ad,19,7,59.11886746
22346,243.3635398,0,Ad,21,16,96.43681375
22347,243.5048254,0,Organic,12,9,1.983665665
22348,168.9643312,1,Referral,16,18,4.293309652
22349,232.5070968,0,Ad,18,9,25.59085112
22350,220.6639201,1,Referral,13,12,171.2807374
22351,224.7805957,0,Ad,10,5,152.807173
22352,241.2742131,1,Organic,21,18,78.4218198
22353,248.3041014,1,Referral,15,3,51.38613942
22354,61.31060918,0,Organic,13,10,119.8348016
22355,151.3408138,1,Ad,23,7,78.10150908
22356,183.057317,0,Organic,12,8,89.82304449
22357,256.9791665,1,Ad,7,9,85.92298329
22358,303.3148229,1,Ad,9,15,73.41584632
22359,276.1698163,1,Ad,9,6,87.36777731
22360,334.1372578,1,Organic,9,4,117.7166142
22361,140.8323966,0,Ad,13,7,69.02959259
22362,178.9066951,0,Organic,12,12,154.4470531
22363,239.6818383,1,Organic,18,22,20.51512486
22364,154.4438093,1,Ad,29,22,187.9377572
22365,247.0549122,1,Organic,19,13,150.0508555
22366,175.9359391,1,Ad,11,11,63.27871476
22367,114.2150244,1,Organic,26,14,59.47294604
22368,234.269143,0,Organic,10,6,40.84424152
22369,300.4056695,1,Ad,9,3,90.88826103
22370,196.1507302,1,Ad,28,40,107.1014569
22371,128.0593108,0,Ad,20,16,112.2218839
22372,175.4190102,0,Ad,15,16,107.7825555
22373,115.3584703,0,Referral,12,10,53.75949125
22374,253.9365215,0,Ad,27,17,32.08911374
22375,269.132329,1,Organic,15,10,39.958976
22376,220.303854,1,Organic,14,18,27.18148064
22377,249.9344659,0,Referral,13,9,70.57904205
22378,199.9260511,0,Referral,16,16,96.9982103
22379,305.4315017,1,Referral,12,3,125.4314021
22380,194.5897809,0,Referral,17,9,127.7393635
22381,246.5351499,0,Organic,30,21,77.18837931
22382,159.8267866,0,Organic,12,11,77.04990528
22383,113.5004391,0,Ad,14,10,45.31244043
22384,224.52981,1,Organic,26,21,5.757995446
22385,114.6604504,0,Organic,16,15,58.27477409
22386,239.9540521,0,Organic,18,9,76.97210821
22387,85.89558184,0,Organic,15,8,158.4672154
22388,281.7053036,0,Organic,12,10,105.9284385
22389,82.28349809,1,Ad,14,13,74.51647718
22390,136.4555078,1,Ad,22,15,98.45887468
22391,229.0325428,0,Ad,17,4,23.73413254
22392,181.7629866,1,Organic,16,26,159.5478373
22393,171.6903416,0,Ad,18,17,147.7193432
22394,200.2318059,0,Organic,16,7,99.75168356
22395,284.8374225,1,Organic,17,20,142.5858084
22396,198.8814674,0,Referral,27,22,127.1278628
22397,145.5498,1,Referral,12,11,61.06856898
22398,242.2270817,0,Referral,11,9,93.09335434
22399,165.7537853,0,Ad,16,6,166.9383426
22400,181.8140826,1,Ad,9,19,119.7292978
22401,209.7766042,0,Ad,13,17,110.8086353
22402,236.3292386,1,Organic,14,9,148.7314943
22403,293.8481433,0,Ad,20,10,114.34121
22404,243.1796235,1,Organic,12,6,69.56468629
22405,130.7493181,0,Organic,23,12,108.9526544
22406,82.08209414,0,Referral,15,13,72.11468097
22407,245.3431622,0,Organic,15,6,135.2465011
22408,231.2109201,0,Ad,20,18,66.32474911
22409,175.8588632,0,Ad,18,22,90.12607498
22410,203.6707641,1,Ad,26,26,40.01229989
22411,389.3123311,1,Organic,17,9,112.3631311
22412,141.3326633,0,Referral,13,14,28.76139003
22413,159.6083937,1,Ad,13,11,35.31533472
22414,172.4340703,1,Organic,21,16,184.2279245
22415,179.7736212,1,Referral,14,6,69.09601422
22416,187.8608722,1,Referral,12,13,112.4363719
22417,151.4077621,0,Referral,17,29,144.3582199
22418,159.4885359,1,Ad,17,20,246.958127
22419,175.7706051,1,Ad,9,6,72.68462073
22420,141.0658397,1,Ad,28,25,106.8296276
22421,130.0403627,0,Organic,23,23,171.3685027
22422,193.8698478,0,Referral,26,18,108.4314693
22423,118.1574384,0,Organic,11,14,144.1590226
22424,194.5917388,0,Referral,18,11,49.02696343
22425,162.8993352,1,Referral,39,26,188.4536777
22426,255.2102855,1,Referral,15,25,72.01627089
22427,152.9134238,0,Ad,11,13,84.81887056
22428,258.7343904,1,Ad,20,14,139.2818139
22429,148.9165371,1,Ad,14,9,90.0995471
22430,231.6379704,1,Ad,19,15,121.3047807
22431,179.2886603,1,Organic,18,19,118.5132958
22432,248.6905139,0,Referral,11,14,92.69632163
22433,154.1198918,1,Ad,18,20,76.57491856
22434,182.8473758,0,Ad,11,25,122.1596267
22435,113.4727884,1,Ad,11,20,149.241401
22436,223.4305849,1,Ad,16,13,129.4372518
22437,271.9808364,1,Organic,11,5,31.30203017
22438,131.9711474,1,Ad,15,11,42.82410441
22439,160.2477146,0,Organic,16,8,97.66675421
22440,202.6988084,1,Organic,17,14,55.91899438
22441,173.3674434,0,Ad,31,16,35.27432806
22442,104.2224881,0,Ad,15,22,77.1189068
22443,236.6021496,0,Ad,10,3,70.349545
22444,163.8599473,0,Referral,19,18,23.16023449
22445,190.5502065,1,Ad,16,17,57.59818443
22446,212.6299128,1,Organic,22,24,160.7980245
22447,83.41572533,1,Ad,20,13,64.61201379
22448,211.6686443,1,Ad,8,10,60.65488868
22449,136.796911,0,Organic,16,19,85.34738017
22450,82.40297606,1,Ad,20,13,124.0689922
22451,199.9954377,0,Referral,14,8,102.5339817
22452,216.2560022,1,Referral,13,10,98.18132964
22453,138.9015909,0,Ad,15,10,1.338867561
22454,234.4066064,1,Ad,11,12,107.048224
22455,146.2179078,0,Ad,19,20,111.043231
22456,279.9874023,1,Ad,21,23,111.0867201
22457,161.9749547,1,Ad,15,13,28.37640664
22458,78.38179947,0,Ad,14,15,95.9673575
22459,215.6319138,0,Organic,15,16,170.7177332
22460,317.2778244,1,Organic,13,16,159.2009284
22461,252.5430445,1,Ad,17,17,147.8471772
22462,195.317695,0,Ad,22,20,187.9687977
22463,165.3690894,0,Ad,15,15,125.5088652
22464,259.8291931,0,Ad,7,4,71.33982582
22465,105.7280179,0,Organic,8,8,84.49968213
22466,230.2095065,1,Ad,14,6,119.350288
22467,347.1541548,1,Referral,8,4,51.69952579
22468,320.9091502,0,Ad,18,9,164.265035
22469,113.9588823,0,Organic,13,13,161.791738
22470,189.0292794,0,Ad,22,21,88.68059746
22471,198.3743461,0,Organic,30,19,131.415477
22472,176.2531846,0,Organic,15,5,60.02531312
22473,126.6798149,0,Ad,15,12,193.1629641
22474,228.925607,0,Referral,19,10,113.9373732
22475,221.6125113,0,Referral,11,10,100.9717563
22476,172.6490606,0,Ad,16,22,83.32133994
22477,194.083225,0,Referral,16,17,84.70795102
22478,145.8286599,0,Ad,17,6,54.30197527
22479,136.8599352,0,Ad,10,8,105.528115
22480,305.1943135,1,Ad,12,8,155.9010125
22481,118.8899842,0,Ad,13,20,118.9008418
22482,288.4152653,1,Ad,6,9,124.5182153
22483,265.6350329,1,Referral,11,5,67.01840304
22484,157.6248255,0,Organic,13,10,168.3377805
22485,288.2946008,1,Ad,4,5,107.5820726
22486,357.0187391,0,Referral,20,11,245.621573
22487,120.6872131,0,Ad,21,24,52.96260049
22488,225.550533,0,Ad,17,8,137.8340558
22489,79.37014573,0,Ad,14,21,174.1791863
22490,151.3152441,0,Organic,9,10,90.33093278
22491,242.7987288,1,Ad,14,21,137.7738268
22492,190.6799959,1,Ad,9,11,67.99865807
22493,317.2946141,1,Ad,10,6,146.7912506
22494,151.6921824,1,Ad,19,22,141.2678563
22495,201.384318,0,Ad,13,6,20.24022727
22496,150.8424951,1,Ad,15,12,75.44740838
22497,231.1473212,1,Ad,16,5,98.89510785
22498,222.2679481,0,Referral,8,4,68.38984964
22499,148.8244623,1,Organic,18,14,100.7026966
22500,144.8792839,1,Referral,22,21,84.28806808
22501,108.4473452,1,Organic,18,13,109.7074425
22502,153.5147391,1,Referral,12,15,102.0861887
22503,135.9306338,0,Organic,23,22,93.81735949
22504,308.6233697,0,Ad,13,11,125.9506513
22505,72.15932212,0,Ad,18,17,175.2534066
22506,239.3647058,1,Ad,8,6,66.97592772
22507,168.0111039,1,Referral,8,9,67.26625122
22508,114.382683,1,Ad,12,11,35.16590596
22509,167.8299281,1,Referral,14,8,120.268628
22510,154.0293618,1,Ad,16,10,73.53044046
22511,250.1260601,1,Referral,24,38,180.0533746
22512,559.2714732,1,Organic,7,3,114.0563497
22513,109.7990114,0,Referral,15,10,106.8895064
22514,149.907303,0,Organic,16,5,75.38954204
22515,192.9492738,1,Organic,16,21,24.61529555
22516,204.4694009,0,Ad,30,17,88.58382036
22517,178.9756343,0,Organic,16,9,46.91166996
22518,374.1327672,1,Referral,16,13,161.6061684
22519,275.5149049,1,Organic,14,9,149.412823
22520,138.6687031,0,Ad,12,13,99.08403668
22521,195.1024034,0,Organic,5,19,8.138617391
22522,126.6602563,1,Referral,13,6,31.64146172
22523,147.4988208,1,Organic,12,18,23.50258649
22524,125.5935517,1,Organic,21,21,106.4616129
22525,91.01583684,0,Ad,14,15,110.2444748
22526,152.3376304,1,Ad,20,17,118.3273554
22527,118.5202178,1,Ad,19,19,138.9643717
22528,217.7511956,1,Ad,14,18,94.98862658
22529,161.5337963,0,Ad,16,14,176.1038681
22530,207.5390519,1,Organic,20,18,155.2115343
22531,93.68193974,1,Ad,21,9,22.41271714
22532,160.0218971,0,Organic,19,19,83.23684786
22533,184.0278589,0,Ad,26,20,99.70146632
22534,213.5189138,0,Ad,25,37,62.30213576
22535,257.4025534,1,Ad,21,9,100.8232903
22536,237.7595915,1,Ad,18,10,155.2278272
22537,193.4435845,1,Referral,27,23,166.5971615
22538,264.847487,0,Ad,28,12,75.31641604
22539,334.5713682,0,Ad,11,6,145.6057602
22540,187.1518344,1,Referral,23,22,148.2419641
22541,112.9036603,1,Referral,19,17,95.70388932
22542,222.2849796,1,Organic,7,8,91.65304529
22543,291.248971,1,Ad,10,6,71.00915455
22544,193.900427,1,Organic,15,7,94.97983479
22545,95.76959829,0,Referral,22,15,99.58596561
22546,129.7792909,0,Referral,34,31,181.3871521
22547,250.8435509,0,Organic,11,12,191.1580427
22548,254.1395545,0,Ad,11,13,73.05149738
22549,133.6489329,0,Organic,19,19,127.2713047
22550,154.6686275,0,Ad,17,12,65.39876952
22551,138.6668742,0,Ad,10,12,41.78477931
22552,293.66349,1,Referral,12,12,159.165839
22553,170.593149,0,Ad,15,13,36.86316682
22554,203.6284592,0,Referral,14,9,172.7506282
22555,250.2931715,0,Organic,13,15,101.4327619
22556,97.89122437,1,Referral,19,20,64.55681533
22557,218.9966907,0,Ad,20,12,60.19272735
22558,192.1434384,1,Referral,9,9,88.68198084
22559,302.38076,0,Organic,8,2,126.2445895
22560,265.1571184,1,Referral,18,11,110.8847981
22561,210.1920823,1,Ad,15,7,152.2378311
22562,141.3684721,0,Referral,13,10,107.4100714
22563,220.4642629,1,Ad,18,19,123.9937976
22564,112.8887512,1,Organic,18,12,109.8951093
22565,149.0695196,1,Referral,17,22,51.42232521
22566,122.5519887,0,Referral,18,5,40.34556817
22567,196.9051974,1,Referral,12,15,90.86763116
22568,225.2762456,0,Ad,18,14,97.68179493
22569,181.3408324,0,Organic,14,3,42.03582368
22570,169.5417167,1,Referral,22,13,2.610279765
22571,184.3669988,1,Organic,14,16,74.08425303
22572,337.3190915,0,Organic,27,27,26.47609876
22573,527.1840973,0,Ad,9,2,194.5001605
22574,319.0131683,0,Organic,16,16,45.04953289
22575,247.3544593,1,Ad,19,10,141.7734869
22576,165.3697973,1,Referral,18,13,211.0584392
22577,194.3598534,1,Ad,14,8,93.5755875
22578,211.7555388,1,Organic,9,14,147.2927004
22579,162.0307889,0,Ad,16,12,166.7832961
22580,191.0345932,1,Ad,11,8,107.1003517
22581,179.2926169,1,Organic,18,14,105.0130832
22582,128.5601929,1,Organic,29,25,132.0111184
22583,253.7605725,1,Ad,15,27,120.3166324
22584,219.7568992,0,Referral,15,17,181.8441605
22585,312.5750597,1,Organic,10,3,117.6110007
22586,252.1490266,1,Organic,10,7,62.6802099
22587,236.3820034,1,Ad,17,17,101.6455681
22588,339.6538583,0,Ad,6,10,161.6327596
22589,94.45078759,0,Ad,10,9,86.31561598
22590,140.9711749,1,Referral,26,20,57.50093166
22591,157.0984501,0,Organic,15,17,14.57357893
22592,172.1273592,0,Referral,18,13,92.23816206
22593,232.181729,0,Ad,17,16,150.6977253
22594,142.6675404,0,Ad,12,16,117.1189872
22595,123.2385811,1,Ad,20,26,169.1160478
22596,160.5631375,1,Referral,19,17,50.4960783
22597,137.6526263,0,Ad,16,15,97.3428874
22598,146.1396247,1,Ad,17,23,105.1167382
22599,295.6603109,1,Referral,34,27,47.65336838
22600,240.7098932,1,Organic,16,13,83.38361027
22601,226.2548824,1,Ad,10,13,4.121549915
22602,277.5510573,1,Ad,10,3,116.2896501
22603,173.6668001,0,Ad,20,10,187.2861658
22604,154.2048715,1,Ad,18,14,37.99861011
22605,175.7597223,1,Referral,13,7,48.6876927
22606,112.0422541,0,Referral,14,11,113.5293156
22607,232.5682875,1,Referral,15,8,115.375233
22608,282.4962664,1,Organic,17,5,150.2532895
22609,202.5744031,0,Ad,14,8,25.25085929
22610,288.1746297,1,Organic,14,28,223.3654894
22611,244.3734158,0,Organic,9,15,108.3680824
22612,147.9235551,1,Organic,11,21,87.8624988
22613,356.8349591,1,Ad,14,9,133.9389594
22614,122.2090571,0,Referral,17,20,88.16092888
22615,265.9020571,0,Referral,11,10,85.97909204
22616,190.3390675,0,Organic,8,10,52.30535515
22617,375.9829162,1,Organic,10,5,174.4826898
22618,144.3731119,1,Referral,22,11,112.1551855
22619,160.7380029,0,Ad,28,36,42.31372742
22620,172.3877475,1,Organic,14,17,106.7508374
22621,205.0160831,0,Referral,18,7,96.31770319
22622,218.8610869,1,Referral,10,10,60.19594701
22623,234.8966728,0,Referral,7,9,134.1824143
22624,351.5532848,0,Ad,11,8,187.4074208
22625,224.4950061,0,Ad,16,26,70.06537285
22626,226.8979989,1,Ad,15,13,163.2907849
22627,263.3211381,0,Referral,16,9,126.8610038
22628,158.1457668,0,Organic,14,23,28.176183
22629,230.2452955,0,Organic,13,11,162.6197628
22630,151.9685135,0,Referral,22,28,74.36451212
22631,202.9380991,1,Organic,16,19,157.7801667
22632,180.0752715,1,Referral,10,6,114.9802948
22633,322.2872025,1,Organic,16,22,130.9950846
22634,242.4687673,1,Organic,19,10,136.5056079
22635,212.2548931,1,Ad,20,9,135.8056352
22636,292.6565389,1,Organic,15,8,177.2798928
22637,368.1127817,1,Organic,7,3,89.69103688
22638,170.6642794,0,Ad,27,21,60.29655804
22639,100.4996625,1,Ad,9,19,1.42615848
22640,287.4883183,0,Organic,13,7,213.0706185
22641,217.1515547,0,Referral,12,9,152.8604746
22642,301.4105203,1,Ad,13,6,111.9748412
22643,191.5978567,1,Ad,16,10,137.5683743
22644,305.2757905,1,Referral,14,10,150.2922977
22645,293.4787161,1,Referral,19,16,78.18440947
22646,192.7808302,1,Organic,16,7,100.222877
22647,205.7698881,0,Referral,18,13,130.8137727
22648,199.6503919,0,Ad,14,9,102.1959946
22649,399.9162346,1,Organic,9,3,102.9229375
22650,211.0523095,0,Ad,16,14,79.97794388
22651,150.7465503,1,Organic,18,23,51.44878644
22652,339.5407383,1,Referral,23,23,130.9220646
22653,161.6805867,0,Ad,13,17,91.83537656
22654,134.1123142,0,Ad,10,9,89.2679458
22655,242.2275912,0,Organic,15,13,111.1406636
22656,183.1397775,1,Ad,16,13,138.5498492
22657,151.2894864,1,Organic,16,11,104.8641845
22658,293.3712589,1,Referral,8,4,102.9109891
22659,97.05954939,1,Referral,20,16,100.6936337
22660,241.2078333,1,Ad,14,10,103.8329159
22661,132.6029174,1,Ad,14,20,104.9051966
22662,99.74054649,0,Ad,10,11,6.677847362
22663,285.7439723,1,Ad,11,5,98.53176736
22664,203.8909691,1,Referral,15,16,149.8755719
22665,198.2652117,0,Organic,11,9,98.74901356
22666,120.6529451,0,Ad,13,15,45.45318736
22667,125.9943653,0,Referral,18,6,165.6676093
22668,215.2603877,0,Organic,10,10,127.3407632
22669,58.7624847,0,Referral,11,14,85.06587973
22670,263.3864844,1,Referral,16,8,102.0890586
22671,147.0330459,0,Ad,14,11,31.60628752
22672,181.2144209,0,Referral,16,12,113.2872641
22673,150.5655195,1,Ad,25,19,110.3742521
22674,263.8709559,0,Ad,26,26,99.34864283
22675,320.8383878,1,Organic,22,12,170.962819
22676,253.0865533,0,Organic,8,6,110.0867455
22677,211.6281801,0,Referral,11,7,105.4092175
22678,205.7228824,1,Organic,17,15,11.51661419
22679,234.0989115,0,Referral,16,13,106.4672291
22680,143.7105072,1,Ad,13,19,108.2249379
22681,142.8703195,0,Ad,19,11,102.0792081
22682,136.5302878,0,Organic,11,17,91.64785972
22683,187.8382257,1,Organic,13,14,145.0701324
22684,327.1953058,1,Ad,15,5,171.1281177
22685,209.4037696,1,Referral,17,15,71.31628967
22686,148.9476242,1,Ad,19,12,17.07521221
22687,241.7491236,0,Ad,14,9,131.4008051
22688,178.244189,1,Referral,16,23,121.8391063
22689,221.3443482,0,Ad,8,3,88.64123862
22690,169.4023024,1,Referral,22,30,153.7421667
22691,253.2851879,1,Organic,12,9,127.9743929
22692,149.3785307,0,Organic,19,24,47.35724116
22693,209.0696393,1,Ad,24,15,30.31463701
22694,179.4393022,0,Ad,29,19,142.0133349
22695,275.4331821,1,Ad,17,6,141.4980337
22696,220.846856,0,Referral,17,28,49.30190257
22697,196.8241022,0,Referral,12,5,95.34026563
22698,225.5617616,1,Referral,10,12,100.0513764
22699,128.7228085,0,Referral,24,26,189.830177
22700,231.1847471,0,Ad,16,22,90.86636573
22701,220.2949233,1,Ad,19,14,65.59483599
22702,148.0054376,1,Referral,13,7,20.98848821
22703,137.6568966,0,Referral,16,6,32.27987108
22704,134.8622708,0,Organic,18,24,117.2822174
22705,97.18607207,0,Referral,19,11,154.7338942
22706,205.9068977,1,Ad,16,9,70.52773849
22707,168.6693725,1,Organic,16,16,102.8094483
22708,95.94250664,0,Organic,6,8,5.712124133
22709,166.6099345,0,Ad,12,7,108.1150441
22710,250.7243278,1,Organic,10,11,83.89789291
22711,115.7086567,1,Ad,18,14,73.02771513
22712,254.7047203,0,Organic,34,29,115.5665954
22713,177.1590098,1,Referral,12,11,173.0207973
22714,147.5484087,0,Referral,19,13,49.53432763
22715,82.92008392,1,Ad,15,4,5.480420659
22716,257.7991571,0,Organic,9,8,128.3126486
22717,110.7926409,0,Organic,11,12,53.44406462
22718,144.5052191,1,Ad,12,10,89.65261725
22719,133.0036104,1,Ad,16,11,92.04757004
22720,97.90752573,0,Organic,13,27,126.6383337
22721,181.6075161,0,Referral,12,5,54.58046694
22722,330.4899004,0,Ad,34,27,94.06670719
22723,168.962811,1,Organic,17,12,133.5437493
22724,155.9206459,1,Referral,20,20,115.0536051
22725,171.712302,1,Organic,14,26,117.8730833
22726,180.7112979,1,Referral,19,21,141.0086698
22727,131.4336752,0,Ad,15,16,190.6982349
22728,210.2953555,0,Organic,19,11,96.44390044
22729,281.8074448,1,Ad,18,6,162.2717748
22730,216.8544455,1,Ad,10,18,83.42992388
22731,99.20099844,1,Ad,22,21,112.763682
22732,130.7703782,0,Ad,10,10,39.00858921
22733,150.5507939,1,Ad,15,27,114.6353833
22734,306.9596904,0,Ad,25,15,110.8818555
22735,280.3808448,0,Organic,9,5,42.54964609
22736,286.7799984,1,Organic,11,8,141.2822952
22737,298.990813,1,Organic,14,2,63.39785126
22738,122.8589663,0,Referral,13,8,166.5529637
22739,103.41343,0,Referral,9,16,89.56989626
22740,151.0633317,1,Ad,21,32,152.144882
22741,193.0876548,0,Organic,11,16,119.9713575
22742,240.1736395,1,Referral,14,7,112.9756108
22743,166.8598059,1,Referral,17,19,112.9387051
22744,244.1211618,1,Ad,13,9,64.08143154
22745,279.9001169,1,Organic,20,26,13.12837465
22746,152.8647912,1,Referral,17,10,19.09336613
22747,263.4203561,0,Referral,13,13,95.72833641
22748,311.0685665,1,Organic,21,11,211.6026349
22749,136.2366127,0,Referral,17,16,41.47388608
22750,189.7435106,0,Referral,13,8,193.50962
22751,130.9657615,0,Organic,17,19,89.06953181
22752,309.3491123,1,Ad,21,29,177.0980659
22753,221.0750369,0,Referral,7,3,57.19267659
22754,183.1100476,0,Referral,12,9,107.5960941
22755,295.6420762,0,Referral,29,25,141.9292265
22756,298.7546739,1,Organic,13,11,134.1037423
22757,197.97733,0,Ad,12,15,122.8218884
22758,258.0621842,1,Referral,15,9,105.4635776
22759,220.5707429,0,Ad,14,8,139.0430285
22760,187.2914663,1,Ad,12,12,186.4193766
22761,160.2070712,0,Organic,12,10,115.7736562
22762,145.9570416,1,Organic,16,14,140.5164938
22763,312.2628389,0,Organic,30,28,72.47787563
22764,77.56774301,1,Organic,20,27,38.91053205
22765,237.5770823,0,Organic,16,12,166.6584971
22766,178.1222946,1,Organic,13,12,90.83555564
22767,295.0277928,1,Ad,33,19,144.2731135
22768,135.2717981,0,Ad,18,12,30.61301566
22769,194.5060837,1,Ad,20,13,33.73754356
22770,96.39287474,1,Organic,24,25,104.6972284
22771,124.064835,1,Ad,28,34,89.97415032
22772,211.7609857,0,Ad,16,6,81.70579286
22773,142.7399609,1,Ad,21,15,89.05877032
22774,138.4694714,0,Ad,15,14,98.36803967
22775,105.4699865,0,Referral,19,11,79.0928682
22776,229.2636465,0,Ad,32,33,147.5021154
22777,289.3613295,0,Organic,21,10,140.6842255
22778,236.7014149,1,Organic,24,32,62.98309037
22779,130.3684641,1,Organic,13,8,90.15352699
22780,196.9864515,1,Referral,12,16,121.2502876
22781,214.8257519,1,Ad,18,15,131.9572126
22782,236.9408552,0,Ad,17,20,42.10908078
22783,167.7983052,0,Referral,18,19,72.72520145
22784,183.4956847,0,Ad,16,20,106.2357392
22785,182.024121,0,Ad,16,18,174.0562918
22786,266.3390354,1,Ad,14,10,139.4174586
22787,141.0884631,0,Organic,23,17,64.85169365
22788,132.6493312,0,Ad,19,15,141.76129
22789,227.1760111,0,Organic,12,8,146.7087447
22790,297.3831292,1,Organic,11,6,95.7381821
22791,211.6051735,1,Referral,13,10,155.9225283
22792,252.5574534,1,Referral,16,11,152.0263108
22793,205.5881983,0,Referral,25,32,53.71033474
22794,120.5235855,0,Ad,8,6,43.22624776
22795,149.4608459,0,Ad,10,8,99.28975053
22796,168.885502,1,Referral,15,11,58.38586893
22797,73.69141407,0,Ad,17,14,206.3764624
22798,102.1261084,0,Organic,16,10,148.7321024
22799,148.724347,1,Ad,17,15,124.1048064
22800,184.1513704,1,Ad,19,16,122.8203362
22801,202.5342801,0,Referral,27,27,80.92060798
22802,255.0161358,1,Ad,11,12,95.66570424
22803,299.1169545,0,Organic,22,12,59.38098321
22804,179.9266533,0,Ad,12,12,159.1936192
22805,111.9009326,1,Referral,15,16,120.2712745
22806,115.4760456,0,Referral,16,10,128.5717743
22807,114.5123487,0,Ad,15,7,101.2806677
22808,303.07104,1,Ad,9,9,174.3306236
22809,249.2187196,1,Ad,11,7,193.6297834
22810,182.0568273,0,Referral,14,10,114.8156545
22811,242.4497405,1,Ad,17,9,86.32991469
22812,99.79305733,1,Referral,11,18,30.182373
22813,245.3406694,1,Organic,13,9,76.68467701
22814,141.9797937,0,Organic,16,17,142.8373338
22815,217.0031866,0,Referral,9,6,97.97368465
22816,288.0472395,0,Referral,30,46,81.7634497
22817,210.4729204,1,Referral,19,12,150.8752943
22818,255.304136,1,Ad,14,9,137.8763347
22819,227.2071202,0,Organic,13,13,79.99258732
22820,138.0671199,1,Organic,12,9,6.851793851
22821,155.7847872,1,Referral,12,13,99.40144219
22822,265.2105087,0,Ad,19,27,88.43325507
22823,119.4801354,0,Ad,15,7,138.9432465
22824,256.6655497,0,Organic,11,10,41.040919
22825,155.4678801,1,Referral,15,17,59.83921051
22826,274.5640194,0,Organic,28,20,73.41422973
22827,631.0364033,1,Ad,7,3,242.6084048
22828,211.7636396,1,Organic,13,14,38.77857917
22829,152.7995292,0,Ad,10,11,73.8456049
22830,210.0581158,1,Organic,15,8,86.20017953
22831,235.2671268,0,Organic,10,5,126.8627791
22832,156.1369236,1,Ad,15,14,81.81679202
22833,204.2552844,1,Ad,6,6,78.94549388
22834,230.484534,1,Ad,9,4,36.53426059
22835,293.9045127,1,Ad,13,15,142.2767737
22836,282.6867082,1,Organic,11,4,95.58053804
22837,148.8397501,0,Referral,29,24,141.8462043
22838,269.8046864,0,Ad,16,5,103.3778158
22839,185.140249,1,Organic,29,19,101.1991162
22840,238.58508,0,Ad,26,26,20.31288796
22841,138.1544487,0,Ad,13,6,97.09291994
22842,252.9166176,1,Ad,14,12,164.3040387
22843,77.01111746,0,Organic,16,3,48.29630902
22844,79.12459799,1,Organic,13,15,4.673635418
22845,351.8765765,1,Organic,28,26,23.94313457
22846,151.9721902,1,Organic,20,17,226.2194527
