id,call,name,gender,ethnicity,quality,city,jobs,experience,honors,volunteer,military,holes,school,email,computer,special,college,minimum,equal,wanted,requirements,reqexp,reqcomm,reqeduc,reqcomp,reqorg,industry
1027,0,Meredith,female,cauc,high,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,none,no,retail sales,no,no,no,no,no,no,trade
1028,0,Neil,male,cauc,low,boston,5,26,no,no,no,no,no,no,no,no,yes,some,yes,manager,yes,yes,no,no,no,no,trade
1029,0,Neil,male,cauc,low,boston,4,6,no,no,no,no,yes,no,yes,no,yes,3,yes,other,yes,yes,no,yes,no,no,manufacturing
1030,0,Neil,male,cauc,high,boston,6,18,no,yes,no,no,no,no,yes,no,yes,none,no,manager,no,no,no,no,no,no,manufacturing
1031,0,Neil,male,cauc,high,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,none,no,other,no,no,no,no,no,no,unknown
1032,0,Rasheed,male,afam,high,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,none,no,other,no,no,no,no,no,no,trade
1033,0,Rasheed,male,afam,high,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,none,no,other,no,no,no,no,no,no,unknown
1034,0,Tanisha,female,afam,high,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,none,no,other,no,no,no,no,no,no,manufacturing
1035,0,Todd,male,cauc,low,boston,3,7,no,no,no,yes,no,no,no,no,yes,0,yes,other,yes,yes,no,no,yes,no,trade
1036,0,Todd,male,cauc,low,boston,4,6,no,no,no,no,yes,no,yes,no,yes,none,no,other,no,no,no,no,no,no,unknown
1037,0,Tyrone,male,afam,low,boston,3,7,no,no,no,yes,no,no,no,no,yes,none,no,other,no,no,no,no,no,no,manufacturing
1038,0,Tyrone,male,afam,high,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,none,no,retail sales,no,no,no,no,no,no,trade
1039,0,Allison,female,cauc,high,boston,6,16,no,yes,no,no,yes,yes,yes,yes,no,none,no,office support,no,no,no,no,no,no,health/education/social services
1040,0,Jill,female,cauc,low,boston,3,7,no,no,no,yes,yes,no,yes,yes,no,none,no,office support,no,no,no,no,no,no,health/education/social services
1041,0,Latonya,female,afam,high,boston,4,16,no,no,no,yes,no,yes,yes,yes,no,none,no,office support,no,no,no,no,no,no,health/education/social services
1042,0,Tamika,female,afam,low,boston,5,13,no,no,no,yes,yes,no,yes,yes,no,none,no,office support,no,no,no,no,no,no,health/education/social services
1043,0,Jill,female,cauc,high,boston,4,16,no,no,no,yes,no,yes,yes,yes,no,none,no,secretary,yes,no,no,no,yes,no,finance/insurance/real estate
1044,0,Kenya,female,afam,low,boston,2,1,no,no,no,yes,no,no,yes,yes,no,none,no,secretary,yes,no,no,no,yes,no,finance/insurance/real estate
1045,0,Kristen,female,cauc,low,boston,5,4,no,no,no,yes,no,no,yes,yes,no,none,no,secretary,yes,no,no,no,yes,no,finance/insurance/real estate
1046,0,Tamika,female,afam,high,boston,6,16,no,yes,no,no,yes,yes,yes,yes,no,none,no,secretary,yes,no,no,no,yes,no,finance/insurance/real estate
1047,0,Brett,male,cauc,low,boston,4,6,no,no,no,no,yes,no,yes,no,yes,none,yes,retail sales,yes,no,no,yes,no,no,manufacturing
1048,0,Hakim,male,afam,high,boston,4,8,no,yes,no,no,yes,yes,yes,no,yes,none,yes,retail sales,yes,no,no,yes,no,no,manufacturing
1049,1,Laurie,female,cauc,high,boston,4,4,no,yes,yes,no,yes,yes,yes,no,yes,none,yes,retail sales,yes,no,no,yes,no,no,manufacturing
1050,0,Rasheed,male,afam,low,boston,3,13,no,no,no,no,no,no,yes,no,yes,none,yes,retail sales,yes,no,no,yes,no,no,manufacturing
1051,0,Carrie,female,cauc,low,chicago,5,6,no,no,no,yes,yes,no,yes,no,yes,none,no,supervisor,yes,no,no,no,yes,no,unknown
1052,0,Ebony,female,afam,low,chicago,3,4,no,no,no,yes,no,no,yes,no,yes,none,no,supervisor,yes,no,no,no,yes,no,unknown
1053,0,Latonya,female,afam,high,chicago,3,5,no,yes,no,no,yes,yes,yes,no,no,none,no,supervisor,yes,no,no,no,yes,no,unknown
1054,0,Meredith,female,cauc,high,chicago,3,7,no,no,no,no,yes,no,yes,no,yes,none,no,supervisor,yes,no,no,no,yes,no,unknown
1055,0,Allison,female,cauc,low,chicago,4,5,no,no,no,no,yes,no,yes,no,yes,5,yes,secretary,yes,yes,no,no,yes,no,finance/insurance/real estate
1056,0,Ebony,female,afam,low,chicago,4,15,no,no,no,yes,yes,no,yes,yes,yes,5,yes,secretary,yes,yes,no,no,yes,no,finance/insurance/real estate
1057,0,Latoya,female,afam,high,chicago,3,7,no,no,no,no,yes,yes,yes,yes,yes,5,yes,secretary,yes,yes,no,no,yes,no,finance/insurance/real estate
1058,0,Laurie,female,cauc,high,chicago,3,6,no,yes,no,no,yes,yes,yes,no,no,5,yes,secretary,yes,yes,no,no,yes,no,finance/insurance/real estate
1059,0,Carrie,female,cauc,low,chicago,5,13,no,no,no,yes,yes,no,yes,no,yes,none,no,manager,yes,no,no,no,yes,no,business/personal services
1060,0,Kenya,female,afam,high,chicago,5,7,no,no,yes,yes,no,yes,yes,no,yes,none,no,manager,yes,no,no,no,yes,no,business/personal services
1061,0,Lakisha,female,afam,low,chicago,2,9,yes,no,no,yes,no,no,yes,no,yes,none,no,manager,yes,no,no,no,yes,no,business/personal services
1062,0,Meredith,female,cauc,high,chicago,4,10,no,no,no,yes,yes,yes,yes,no,yes,none,no,manager,yes,no,no,no,yes,no,business/personal services
1063,0,Aisha,female,afam,low,chicago,4,8,no,no,no,yes,no,no,yes,no,yes,3,no,secretary,yes,yes,yes,yes,no,no,finance/insurance/real estate
1064,0,Anne,female,cauc,high,chicago,2,8,no,yes,no,yes,no,yes,yes,no,no,3,no,secretary,yes,yes,yes,yes,no,no,finance/insurance/real estate
1065,0,Kristen,female,cauc,low,chicago,4,8,no,no,no,no,yes,no,yes,no,yes,3,no,secretary,yes,yes,yes,yes,no,no,finance/insurance/real estate
1066,0,Tanisha,female,afam,high,chicago,4,8,no,yes,no,yes,no,yes,yes,no,yes,3,no,secretary,yes,yes,yes,yes,no,no,finance/insurance/real estate
1067,0,Anne,female,cauc,low,chicago,2,25,no,no,no,yes,no,no,yes,no,yes,1,no,manager,yes,yes,no,no,no,yes,business/personal services
1068,0,Anne,female,cauc,high,chicago,4,21,no,no,no,yes,yes,yes,yes,no,yes,1,no,manager,yes,yes,no,no,no,yes,business/personal services
1069,0,Ebony,female,afam,low,chicago,2,6,no,no,no,yes,no,no,yes,yes,no,1,no,manager,yes,yes,no,no,no,yes,business/personal services
1070,0,Tanisha,female,afam,high,chicago,3,6,no,yes,no,no,yes,yes,yes,no,yes,1,no,manager,yes,yes,no,no,no,yes,business/personal services
1071,0,Kenya,female,afam,high,chicago,3,4,no,yes,no,no,yes,yes,yes,no,yes,none,no,office support,yes,no,yes,no,yes,no,business/personal services
1072,0,Kristen,female,cauc,high,chicago,3,3,no,yes,yes,no,yes,yes,yes,no,no,none,no,office support,yes,no,yes,no,yes,no,business/personal services
1073,0,Meredith,female,cauc,low,chicago,1,4,no,no,no,yes,no,no,yes,no,no,none,no,office support,yes,no,yes,no,yes,no,business/personal services
1074,0,Tanisha,female,afam,low,chicago,4,6,no,no,no,no,yes,no,yes,no,no,none,no,office support,yes,no,yes,no,yes,no,business/personal services
1075,0,Aisha,female,afam,high,chicago,3,11,no,yes,no,no,yes,yes,yes,no,yes,none,no,secretary,yes,no,yes,no,yes,no,business/personal services
1076,0,Carrie,female,cauc,low,chicago,4,13,no,no,no,no,yes,no,yes,no,no,none,no,secretary,yes,no,yes,no,yes,no,business/personal services
1077,0,Latonya,female,afam,low,chicago,1,11,no,no,no,no,yes,no,yes,no,yes,none,no,secretary,yes,no,yes,no,yes,no,business/personal services
1078,0,Laurie,female,cauc,high,chicago,2,12,no,yes,no,yes,no,yes,yes,no,no,none,no,secretary,yes,no,yes,no,yes,no,business/personal services
1079,0,Ebony,female,afam,high,chicago,5,7,no,no,yes,yes,no,yes,yes,no,yes,none,no,secretary,yes,no,yes,no,yes,no,business/personal services
1080,1,Jill,female,cauc,high,chicago,2,8,no,yes,no,yes,no,yes,yes,no,no,none,no,secretary,yes,no,yes,no,yes,no,business/personal services
1081,0,Keisha,female,afam,low,chicago,2,8,no,no,no,yes,no,no,yes,no,yes,none,no,secretary,yes,no,yes,no,yes,no,business/personal services
1082,0,Laurie,female,cauc,low,chicago,4,9,no,no,no,no,yes,no,yes,no,no,none,no,secretary,yes,no,yes,no,yes,no,business/personal services
1083,0,Ebony,female,afam,high,chicago,3,5,no,yes,no,no,yes,yes,yes,no,yes,3,no,secretary,yes,yes,no,no,yes,yes,health/education/social services
1084,0,Emily,female,cauc,low,chicago,2,4,no,no,no,no,yes,no,yes,no,yes,3,no,secretary,yes,yes,no,no,yes,yes,health/education/social services
1085,0,Laurie,female,cauc,high,chicago,4,5,no,yes,no,yes,no,yes,yes,yes,yes,3,no,secretary,yes,yes,no,no,yes,yes,health/education/social services
1086,0,Tamika,female,afam,low,chicago,3,4,no,no,no,yes,no,no,yes,no,yes,3,no,secretary,yes,yes,no,no,yes,yes,health/education/social services
1087,0,Jill,female,cauc,low,chicago,3,5,no,no,no,yes,no,no,yes,no,yes,none,yes,secretary,yes,no,no,no,yes,yes,manufacturing
1088,0,Lakisha,female,afam,high,chicago,4,6,no,yes,no,yes,no,yes,yes,yes,no,none,yes,secretary,yes,no,no,no,yes,yes,manufacturing
1089,0,Latoya,female,afam,low,chicago,4,5,no,no,no,yes,yes,no,yes,no,yes,none,yes,secretary,yes,no,no,no,yes,yes,manufacturing
1090,0,Laurie,female,cauc,high,chicago,3,5,no,no,no,no,yes,yes,yes,no,no,none,yes,secretary,yes,no,no,no,yes,yes,manufacturing
1091,0,Anne,female,cauc,high,chicago,3,3,no,yes,yes,no,yes,yes,yes,no,no,none,no,secretary,no,no,no,no,no,no,business/personal services
1092,0,Kenya,female,afam,high,chicago,3,5,yes,no,no,yes,yes,yes,yes,no,yes,none,no,secretary,no,no,no,no,no,no,business/personal services
1093,0,Latoya,female,afam,low,chicago,2,6,no,no,no,no,no,no,yes,no,no,none,no,secretary,no,no,no,no,no,no,business/personal services
1094,0,Laurie,female,cauc,low,chicago,4,11,no,no,no,yes,no,no,yes,no,yes,none,no,secretary,no,no,no,no,no,no,business/personal services
1095,0,Allison,female,cauc,high,chicago,5,9,no,yes,no,yes,yes,yes,yes,no,yes,some,yes,office support,yes,yes,no,no,yes,no,business/personal services
1096,0,Jill,female,cauc,low,chicago,2,7,no,no,no,no,yes,no,yes,no,yes,some,yes,office support,yes,yes,no,no,yes,no,business/personal services
1097,0,Kenya,female,afam,high,chicago,4,6,no,yes,no,no,yes,yes,yes,yes,yes,some,yes,office support,yes,yes,no,no,yes,no,business/personal services
1098,0,Lakisha,female,afam,low,chicago,2,4,no,no,no,no,no,no,yes,no,no,some,yes,office support,yes,yes,no,no,yes,no,business/personal services
1099,0,Kristen,female,cauc,high,chicago,2,7,no,yes,no,no,yes,yes,yes,yes,yes,some,no,secretary,yes,yes,no,no,yes,no,health/education/social services
1100,0,Latoya,female,afam,low,chicago,4,5,no,no,no,yes,no,no,no,yes,yes,some,no,secretary,yes,yes,no,no,yes,no,health/education/social services
1101,0,Sarah,female,cauc,low,chicago,4,6,no,no,no,yes,yes,no,yes,yes,yes,some,no,secretary,yes,yes,no,no,yes,no,health/education/social services
1102,0,Tanisha,female,afam,high,chicago,4,6,no,yes,no,yes,yes,yes,yes,yes,yes,some,no,secretary,yes,yes,no,no,yes,no,health/education/social services
1103,0,Emily,female,cauc,low,chicago,4,6,no,no,no,yes,yes,no,yes,yes,yes,none,no,secretary,yes,no,no,yes,no,no,business/personal services
1104,0,Jill,female,cauc,high,chicago,2,7,no,yes,no,no,yes,yes,yes,yes,yes,none,no,secretary,yes,no,no,yes,no,no,business/personal services
1105,0,Lakisha,female,afam,low,chicago,4,5,no,no,no,yes,no,no,no,yes,yes,none,no,secretary,yes,no,no,yes,no,no,business/personal services
1106,0,Latonya,female,afam,high,chicago,4,6,no,yes,no,yes,yes,yes,yes,yes,yes,none,no,secretary,yes,no,no,yes,no,no,business/personal services
1107,0,Neil,male,cauc,high,chicago,4,11,no,yes,no,no,yes,yes,yes,no,yes,some,yes,supervisor,yes,yes,no,yes,yes,no,health/education/social services
1108,0,Tyrone,male,afam,high,chicago,6,10,no,no,no,no,yes,yes,yes,yes,yes,some,yes,supervisor,yes,yes,no,yes,yes,no,health/education/social services
1109,0,Allison,female,cauc,high,chicago,4,5,no,yes,no,no,yes,yes,yes,no,yes,2,yes,secretary,yes,yes,no,yes,no,no,health/education/social services
1110,0,Anne,female,cauc,low,chicago,4,4,no,no,no,yes,no,no,yes,yes,yes,2,yes,secretary,yes,yes,no,yes,no,no,health/education/social services
1111,0,Kenya,female,afam,low,chicago,2,3,no,no,no,no,yes,no,yes,no,yes,2,yes,secretary,yes,yes,no,yes,no,no,health/education/social services
1112,0,Tamika,female,afam,high,chicago,6,4,no,no,no,no,yes,yes,yes,yes,yes,2,yes,secretary,yes,yes,no,yes,no,no,health/education/social services
1113,1,Kristen,female,cauc,low,chicago,4,6,no,no,no,yes,no,no,yes,yes,yes,some,yes,manager,yes,yes,no,no,yes,no,health/education/social services
1114,0,Tamika,female,afam,low,chicago,4,6,no,no,no,no,no,no,yes,no,yes,some,yes,manager,yes,yes,no,no,yes,no,health/education/social services
1115,0,Anne,female,cauc,low,chicago,2,6,no,no,no,no,yes,no,yes,no,yes,3,yes,secretary,yes,yes,no,no,yes,no,business/personal services
1116,0,Ebony,female,afam,high,chicago,4,6,no,yes,no,no,yes,yes,yes,no,yes,3,yes,secretary,yes,yes,no,no,yes,no,business/personal services
1117,0,Jill,female,cauc,high,chicago,4,11,no,yes,no,no,yes,yes,yes,no,yes,3,yes,secretary,yes,yes,no,no,yes,no,business/personal services
1118,0,Tanisha,female,afam,low,chicago,2,14,no,no,no,no,yes,no,yes,no,yes,3,yes,secretary,yes,yes,no,no,yes,no,business/personal services
1119,0,Aisha,female,afam,high,chicago,4,6,no,yes,no,no,yes,yes,yes,no,yes,none,no,retail sales,yes,no,no,no,yes,no,manufacturing
1120,0,Allison,female,cauc,low,chicago,2,14,no,no,no,no,yes,no,yes,no,yes,none,no,retail sales,yes,no,no,no,yes,no,manufacturing
1121,0,Latoya,female,afam,low,chicago,2,6,no,no,no,no,yes,no,yes,no,yes,none,no,retail sales,yes,no,no,no,yes,no,manufacturing
1122,0,Laurie,female,cauc,high,chicago,4,6,no,yes,no,no,yes,yes,yes,no,yes,none,no,retail sales,yes,no,no,no,yes,no,manufacturing
1123,0,Allison,female,cauc,low,chicago,3,3,no,yes,no,yes,yes,no,yes,no,no,none,no,supervisor,yes,no,yes,no,no,yes,health/education/social services
1124,0,Anne,female,cauc,high,chicago,3,5,no,yes,no,no,yes,no,yes,no,no,none,no,supervisor,yes,no,yes,no,no,yes,health/education/social services
1125,0,Latonya,female,afam,high,chicago,4,5,no,yes,no,no,yes,yes,yes,no,yes,none,no,supervisor,yes,no,yes,no,no,yes,health/education/social services
1126,0,Latoya,female,afam,low,chicago,4,6,no,no,no,no,yes,no,yes,no,no,none,no,supervisor,yes,no,yes,no,no,yes,health/education/social services
1127,0,Ebony,female,afam,low,chicago,2,6,no,no,no,no,no,no,yes,yes,no,none,yes,secretary,yes,no,no,no,yes,no,trade
1128,0,Jill,female,cauc,low,chicago,4,6,no,no,no,yes,yes,no,yes,no,yes,none,yes,secretary,yes,no,no,no,yes,no,trade
1129,0,Keisha,female,afam,high,chicago,3,5,yes,no,no,yes,yes,yes,yes,yes,yes,none,yes,secretary,yes,no,no,no,yes,no,trade
1130,0,Laurie,female,cauc,high,chicago,4,15,no,no,no,yes,yes,yes,yes,yes,yes,none,yes,secretary,yes,no,no,no,yes,no,trade
1131,0,Aisha,female,afam,low,chicago,3,9,no,yes,no,yes,yes,no,yes,no,no,7,yes,secretary,yes,yes,no,no,yes,no,trade
1132,0,Emily,female,cauc,low,chicago,2,9,yes,no,no,yes,no,no,yes,no,yes,7,yes,secretary,yes,yes,no,no,yes,no,trade
1133,0,Jill,female,cauc,high,chicago,3,11,no,no,no,no,yes,yes,yes,no,no,7,yes,secretary,yes,yes,no,no,yes,no,trade
1134,0,Keisha,female,afam,high,chicago,4,10,no,yes,no,yes,no,yes,yes,no,no,7,yes,secretary,yes,yes,no,no,yes,no,trade
1135,0,Aisha,female,afam,high,boston,2,6,no,yes,no,no,yes,yes,yes,yes,yes,5,yes,other,yes,yes,no,no,no,no,business/personal services
1136,0,Brendan,male,cauc,low,boston,3,10,no,no,no,yes,no,no,no,no,no,5,yes,other,yes,yes,no,no,no,no,business/personal services
1137,0,Brendan,male,cauc,high,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,some,no,other,yes,yes,no,no,yes,no,unknown
1138,0,Carrie,female,cauc,high,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,none,no,other,yes,no,no,no,no,no,manufacturing
1139,0,Darnell,male,afam,low,boston,3,7,no,no,no,yes,no,no,no,no,yes,none,no,other,no,no,no,no,no,no,trade
1140,0,Ebony,female,afam,high,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,none,no,other,no,no,no,no,no,no,unknown
1141,0,Geoffrey,male,cauc,high,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,none,no,other,no,no,no,no,no,no,trade
1142,0,Jamal,male,afam,low,boston,3,7,no,no,no,yes,no,no,no,no,yes,none,no,other,no,no,no,no,no,no,unknown
1143,0,Jamal,male,afam,high,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,some,no,other,yes,yes,no,no,yes,no,unknown
1144,0,Jay,male,cauc,low,boston,4,6,no,no,no,no,yes,no,yes,no,yes,none,no,other,no,no,no,no,no,no,trade
1145,0,Jay,male,cauc,low,boston,5,26,no,no,no,no,no,no,no,no,yes,none,no,manager,no,no,no,no,no,no,unknown
1146,0,Jermaine,male,afam,high,boston,4,14,no,yes,no,no,yes,no,yes,yes,yes,none,no,manager,no,no,no,no,no,no,unknown
1147,0,Jill,female,cauc,low,boston,3,7,no,no,no,yes,no,no,no,no,yes,none,no,other,yes,no,no,no,no,no,manufacturing
1148,0,Kareem,male,afam,low,boston,4,8,no,no,no,no,no,no,yes,no,yes,none,no,manager,no,no,no,no,no,no,unknown
1149,0,Kristen,female,cauc,high,boston,6,18,no,yes,no,no,no,no,yes,no,yes,none,no,manager,no,no,no,no,no,no,unknown
1150,0,Latoya,female,afam,low,boston,3,8,yes,no,no,yes,no,no,no,no,no,5,yes,other,yes,yes,no,no,no,no,business/personal services
1151,0,Leroy,male,afam,low,boston,4,6,no,no,no,no,yes,no,yes,no,yes,some,no,other,yes,yes,no,no,yes,no,unknown
1152,0,Leroy,male,afam,high,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,none,no,other,no,no,no,no,no,no,trade
1153,0,Neil,male,cauc,high,boston,4,10,yes,no,yes,yes,no,yes,yes,no,yes,5,yes,other,yes,yes,no,no,no,no,business/personal services
1154,0,Rasheed,male,afam,high,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,none,no,other,yes,no,no,no,no,no,manufacturing
1155,0,Sarah,female,cauc,low,boston,4,6,no,no,no,no,yes,no,yes,no,yes,none,no,other,no,no,no,no,no,no,unknown
1156,0,Todd,male,cauc,low,boston,3,7,no,no,no,yes,no,no,no,no,yes,some,no,other,yes,yes,no,no,yes,no,unknown
1157,0,Todd,male,cauc,high,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,none,no,other,no,no,no,no,no,no,unknown
1158,0,Tremayne,male,afam,low,boston,4,6,no,no,no,no,yes,no,yes,no,yes,none,no,other,yes,no,no,no,no,no,manufacturing
1159,0,Allison,female,cauc,low,boston,5,13,no,no,no,yes,no,yes,yes,yes,no,some,no,secretary,yes,yes,no,no,no,no,business/personal services
1160,0,Anne,female,cauc,high,boston,6,9,no,yes,no,yes,yes,yes,yes,no,yes,some,no,secretary,yes,yes,no,no,no,no,business/personal services
1161,0,Latoya,female,afam,high,boston,1,5,no,yes,no,no,yes,yes,yes,yes,yes,some,no,secretary,yes,yes,no,no,no,no,business/personal services
1162,0,Tamika,female,afam,low,boston,4,11,no,no,no,no,no,no,yes,yes,yes,some,no,secretary,yes,yes,no,no,no,no,business/personal services
1163,0,Latonya,female,afam,low,boston,5,13,no,no,no,yes,yes,no,yes,yes,no,none,no,supervisor,no,no,no,no,no,no,health/education/social services
1164,1,Laurie,female,cauc,high,boston,6,9,no,yes,no,yes,yes,yes,yes,no,yes,none,no,supervisor,no,no,no,no,no,no,health/education/social services
1165,1,Meredith,female,cauc,low,boston,3,7,no,no,no,yes,yes,no,yes,yes,no,none,no,supervisor,no,no,no,no,no,no,health/education/social services
1166,1,Tamika,female,afam,high,boston,5,14,no,yes,no,yes,no,yes,yes,no,yes,none,no,supervisor,no,no,no,no,no,no,health/education/social services
1167,0,Emily,female,cauc,low,boston,2,1,no,no,no,yes,no,no,yes,yes,no,none,no,secretary,no,no,no,no,no,no,health/education/social services
1168,0,Kenya,female,afam,low,boston,5,4,no,no,no,yes,no,no,yes,yes,no,none,no,secretary,no,no,no,no,no,no,health/education/social services
1169,0,Kristen,female,cauc,high,boston,6,16,no,yes,no,yes,yes,yes,yes,yes,no,none,no,secretary,no,no,no,no,no,no,health/education/social services
1170,0,Tanisha,female,afam,high,boston,5,26,yes,yes,no,yes,no,yes,yes,yes,no,none,no,secretary,no,no,no,no,no,no,health/education/social services
1171,0,Ebony,female,afam,high,boston,3,4,no,yes,no,yes,yes,yes,yes,yes,no,none,no,secretary,no,no,no,no,no,no,manufacturing
1172,1,Emily,female,cauc,high,boston,5,18,no,yes,no,no,no,yes,no,no,no,none,no,secretary,no,no,no,no,no,no,manufacturing
1173,0,Latoya,female,afam,low,boston,5,5,no,no,no,yes,yes,no,no,yes,no,none,no,secretary,no,no,no,no,no,no,manufacturing
1174,0,Sarah,female,cauc,low,boston,2,2,no,no,no,yes,no,no,yes,yes,no,none,no,secretary,no,no,no,no,no,no,manufacturing
1175,0,Ebony,female,afam,low,boston,4,7,no,no,no,yes,yes,no,no,no,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
1176,0,Jill,female,cauc,low,boston,4,8,no,no,no,yes,no,no,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
1177,0,Kristen,female,cauc,high,boston,2,8,no,yes,no,no,yes,yes,yes,yes,no,none,no,secretary,yes,no,no,no,yes,no,business/personal services
1178,0,Tanisha,female,afam,high,boston,3,7,no,yes,no,yes,no,yes,yes,yes,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
1179,0,Emily,female,cauc,high,boston,5,9,no,yes,no,yes,no,yes,yes,yes,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
1180,0,Kenya,female,afam,low,boston,6,4,no,no,no,yes,yes,no,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
1181,0,Sarah,female,cauc,low,boston,3,2,no,no,no,yes,no,no,yes,yes,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
1182,0,Tamika,female,afam,high,boston,3,12,yes,yes,no,yes,no,yes,yes,yes,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
1183,0,Ebony,female,afam,low,boston,3,7,no,no,no,yes,yes,no,yes,yes,no,some,no,secretary,yes,yes,no,no,no,no,business/personal services
1184,0,Kristen,female,cauc,high,boston,5,19,no,yes,no,no,no,yes,no,no,no,some,no,secretary,yes,yes,no,no,no,no,business/personal services
1185,0,Laurie,female,cauc,low,boston,2,1,no,no,no,yes,no,no,yes,yes,no,some,no,secretary,yes,yes,no,no,no,no,business/personal services
1186,0,Tanisha,female,afam,high,boston,6,16,no,yes,no,yes,yes,yes,yes,yes,no,some,no,secretary,yes,yes,no,no,no,no,business/personal services
1187,1,Allison,female,cauc,low,boston,3,7,no,no,no,yes,no,no,no,no,yes,some,no,other,yes,yes,no,yes,no,no,trade
1188,0,Ebony,female,afam,low,boston,4,6,no,no,no,no,yes,no,yes,no,yes,some,no,other,yes,yes,no,yes,no,no,trade
1189,0,Kareem,male,afam,high,boston,2,6,no,yes,no,yes,yes,yes,yes,no,yes,some,no,other,yes,yes,no,yes,no,no,trade
1190,0,Neil,male,cauc,high,boston,4,4,no,yes,yes,no,yes,yes,yes,no,yes,some,no,other,yes,yes,no,yes,no,no,trade
1191,0,Aisha,female,afam,high,chicago,3,11,no,no,no,no,yes,yes,yes,no,no,5,no,supervisor,yes,yes,no,no,no,yes,health/education/social services
1192,0,Anne,female,cauc,low,chicago,2,9,yes,no,no,yes,no,no,yes,no,yes,5,no,supervisor,yes,yes,no,no,no,yes,health/education/social services
1193,0,Ebony,female,afam,low,chicago,4,9,no,no,no,yes,yes,no,yes,no,yes,5,no,supervisor,yes,yes,no,no,no,yes,health/education/social services
1194,0,Jill,female,cauc,high,chicago,4,14,no,yes,no,yes,no,yes,yes,yes,no,5,no,supervisor,yes,yes,no,no,no,yes,health/education/social services
1195,0,Jill,female,cauc,high,chicago,4,7,no,yes,no,yes,no,yes,yes,yes,no,none,yes,secretary,yes,no,yes,no,yes,yes,unknown
1196,0,Keisha,female,afam,low,chicago,4,5,no,no,no,yes,yes,no,yes,yes,yes,none,yes,secretary,yes,no,yes,no,yes,yes,unknown
1197,0,Lakisha,female,afam,high,chicago,3,6,no,no,no,no,yes,yes,yes,no,no,none,yes,secretary,yes,no,yes,no,yes,yes,unknown
1198,0,Meredith,female,cauc,low,chicago,4,5,no,no,no,yes,yes,no,yes,no,yes,none,yes,secretary,yes,no,yes,no,yes,yes,unknown
1199,0,Aisha,female,afam,low,chicago,3,3,no,yes,no,yes,yes,no,yes,no,no,none,no,office support,yes,no,yes,no,yes,no,health/education/social services
1200,0,Anne,female,cauc,high,chicago,4,4,no,yes,no,no,yes,yes,yes,no,yes,none,no,office support,yes,no,yes,no,yes,no,health/education/social services
1201,0,Carrie,female,cauc,low,chicago,3,4,no,no,no,yes,no,no,yes,no,no,none,no,office support,yes,no,yes,no,yes,no,health/education/social services
1202,0,Kenya,female,afam,high,chicago,4,5,no,no,no,yes,yes,yes,yes,no,yes,none,no,office support,yes,no,yes,no,yes,no,health/education/social services
1203,0,Aisha,female,afam,high,chicago,5,7,no,no,yes,yes,no,yes,yes,yes,yes,none,no,office support,yes,no,yes,no,no,no,business/personal services
1204,0,Emily,female,cauc,low,chicago,2,6,no,no,no,no,no,no,yes,no,no,none,no,office support,yes,no,yes,no,no,no,business/personal services
1205,0,Meredith,female,cauc,high,chicago,3,7,no,yes,yes,no,yes,yes,yes,no,no,none,no,office support,yes,no,yes,no,no,no,business/personal services
1206,0,Tanisha,female,afam,low,chicago,3,6,no,no,no,yes,no,no,yes,no,yes,none,no,office support,yes,no,yes,no,no,no,business/personal services
1207,0,Aisha,female,afam,low,chicago,3,8,no,no,no,yes,no,no,yes,no,yes,some,no,office support,yes,yes,no,no,yes,yes,business/personal services
1208,0,Allison,female,cauc,low,chicago,3,8,no,no,no,yes,no,no,yes,no,no,some,no,office support,yes,yes,no,no,yes,yes,business/personal services
1209,0,Emily,female,cauc,high,chicago,4,7,no,yes,no,no,yes,yes,yes,no,yes,some,no,office support,yes,yes,no,no,yes,yes,business/personal services
1210,0,Kenya,female,afam,high,chicago,4,21,no,no,no,yes,yes,yes,yes,no,yes,some,no,office support,yes,yes,no,no,yes,yes,business/personal services
1211,0,Allison,female,cauc,low,chicago,3,19,no,yes,no,yes,yes,no,yes,no,no,none,no,secretary,yes,no,no,no,yes,yes,health/education/social services
